player_id,player,team,pos,season,games,snaps,snaps_pct,routes,routes_pct,rush_att,rush_att_pct,targets,targets_pct,catchable_tgts,catchable_tgts_pct,ez_tgts,ez_tgts_pct,inside5_rush,inside5_rush_pct,sdd_snaps,sdd_snaps_pct,ldd_snaps,ldd_snaps_pct,two_min_snaps,two_min_snaps_pct,tprr,team_sdd_snaps,team_ldd_snaps,team_ez_tgts,team_third_fourth_pass,team_inside5_rush
a6b79e65-6180-40a7-b172-d14373c0dd22,Brian Thomas Jr.,JAC,WR,2025,2,120,90.2,75,97.4,1,1.9,18,26.5,9,50.0,2,28.6,0,0.0,11,100.0,21,95.5,6,100.0,24.0,11,22,7,17,0
5ea600d7-d788-4194-b598-a59ff43f3525,Emeka Egbuka,TB,WR,2025,2,119,93.0,80,97.6,1,2.2,13,20.3,9,69.2,2,50.0,0,0.0,15,88.2,19,95.0,22,100.0,16.2,17,20,4,17,1
c1696ca6-bfe1-4d64-ae56-a1075a3c88eb,Jakobi Meyers,LV,WR,2025,2,118,93.7,84,95.5,0,0.0,21,28.4,16,76.2,2,40.0,0,0.0,14,87.5,24,100.0,19,100.0,25.0,16,24,5,23,1
5233565b-bcd1-4217-9403-e72002d2db89,Tetairoa McMillan,CAR,WR,2025,2,116,84.1,88,88.9,0,0.0,18,22.5,13,72.2,1,14.3,0,0.0,12,75.0,26,92.9,33,89.2,20.5,16,28,7,21,1
d8cbf5b3-dee1-4d5c-bcc1-e40e1df911ac,Alec Pierce,IND,WR,2025,2,115,83.9,61,85.9,0,0.0,8,12.9,5,62.5,2,50.0,0,0.0,18,94.7,15,78.9,11,91.7,13.1,19,19,4,18,7
abaf1508-e615-4287-aa70-3ab031795ae5,Drake London,ATL,WR,2025,2,115,85.8,63,88.7,0,0.0,18,30.0,11,61.1,2,33.3,0,0.0,8,61.5,22,95.7,0,0.0,28.6,13,23,6,19,4
d200b227-6575-48c1-a680-c0442c85d800,Tre Tucker,LV,WR,2025,2,115,91.3,81,92.0,1,2.6,11,14.9,7,63.6,2,40.0,0,0.0,15,93.8,21,87.5,18,94.7,13.6,16,24,5,23,1
b9f32830-4cc3-40fa-b660-f1c0a072c933,Cade Otton,TB,TE,2025,2,115,89.8,73,89.0,0,0.0,6,9.4,4,66.7,0,0.0,0,0.0,17,100.0,20,100.0,22,100.0,8.2,17,20,4,17,1
feb09bdf-0f17-4ef2-9917-5780f044c98a,Brenton Strange,JAC,TE,2025,2,115,86.5,60,77.9,0,0.0,9,13.2,8,88.9,0,0.0,0,0.0,9,81.8,21,95.5,6,100.0,15.0,11,22,7,17,0
e6b3a8b4-9120-408a-9522-0a7e8efddcb3,Jameson Williams,DET,WR,2025,2,114,92.7,72,100.0,1,2.0,9,14.1,6,66.7,0,0.0,0,0.0,10,83.3,22,95.7,8,100.0,12.5,12,23,3,22,3
a7d68b3b-02b2-4d1a-9fb9-36c62dc5a441,Michael Pittman Jr.,IND,WR,2025,2,113,82.5,61,85.9,0,0.0,13,21.0,11,84.6,0,0.0,0,0.0,15,78.9,17,89.5,10,83.3,21.3,19,19,4,18,7
a541a205-8eac-4df0-b432-9f3195be6c30,Cole Kmet,CHI,TE,2025,2,113,89.0,63,74.1,0,0.0,6,9.5,3,50.0,0,0.0,0,0.0,7,87.5,19,79.2,4,66.7,9.5,8,24,2,19,1
b6b4230b-521a-40e5-b697-6fcabbff904a,Jonathan Taylor,IND,RB,2025,2,113,82.5,51,71.8,43,65.2,5,8.1,5,100.0,0,0.0,2,28.6,15,78.9,14,73.7,12,100.0,9.8,19,19,4,18,7
41693ead-2e7a-43d8-9d5a-4d5e05ad3082,Alvin Kamara,NO,RB,2025,2,113,83.7,68,76.4,32,68.1,8,10.7,8,100.0,0,0.0,1,100.0,10,83.3,18,81.8,29,100.0,11.8,12,22,7,19,1
ee788fa7-565a-4400-8f89-9d245cd1e83f,Tyler Warren,IND,TE,2025,2,113,82.5,56,78.9,2,3.0,16,25.8,12,75.0,1,25.0,0,0.0,15,78.9,18,94.7,12,100.0,28.6,19,19,4,18,7
76457f7f-07a1-4ed6-bffe-7ddf971bf45f,Terry McLaurin,WAS,WR,2025,2,112,86.8,81,91.0,0,0.0,13,19.4,8,61.5,0,0.0,0,0.0,9,81.8,22,91.7,28,90.3,16.0,11,24,1,21,0
d6ab35b4-32fe-4052-938e-1a8f7a5ffa56,Amon-Ra St. Brown,DET,WR,2025,2,111,90.2,70,97.2,2,4.0,16,25.0,13,81.2,2,66.7,0,0.0,10,83.3,21,91.3,8,100.0,22.9,12,23,3,22,3
2359ae0a-46a7-4ccc-aca5-bc913bece14b,Hunter Henry,NE,TE,2025,2,110,89.4,60,71.4,0,0.0,10,15.4,7,70.0,0,0.0,0,0.0,11,84.6,19,95.0,9,81.8,16.7,13,20,5,18,1
c4083a97-e146-4e03-9045-f65f53e6be19,A.J. Brown,PHI,WR,2025,2,110,91.7,60,98.4,0,0.0,9,22.0,6,66.7,0,0.0,0,0.0,12,85.7,19,95.0,11,100.0,15.0,14,20,0,14,6
0a643540-5e1e-4ce9-b883-26d898691d40,DJ Moore,CHI,WR,2025,2,109,85.8,77,90.6,2,4.8,11,17.5,8,72.7,0,0.0,0,0.0,6,75.0,22,91.7,4,66.7,14.3,8,24,2,19,1
67ed0316-707b-4d9b-bc50-71f57724646e,Xavier Legette,CAR,WR,2025,2,109,79.0,79,79.8,1,2.7,12,15.0,5,41.7,2,28.6,0,0.0,13,81.2,19,67.9,25,67.6,15.2,16,28,7,21,1
09707a8c-a2ec-4819-ab71-6734da25111a,Deebo Samuel,WAS,WR,2025,2,108,83.7,77,86.5,1,2.6,18,26.9,15,83.3,0,0.0,0,0.0,10,90.9,20,83.3,30,96.8,23.4,11,24,1,21,0
3185a3cd-8dba-4aca-bc26-6bba0cc696eb,Sam LaPorta,DET,TE,2025,2,108,87.8,59,81.9,0,0.0,12,18.8,9,75.0,0,0.0,0,0.0,11,91.7,22,95.7,8,100.0,20.3,12,23,3,22,3
c93c93a2-7461-4a26-b641-c8dd1dae3d9b,Calvin Ridley,TEN,WR,2025,2,108,90.8,69,92.0,0,0.0,14,25.5,10,71.4,1,33.3,0,0.0,4,50.0,27,100.0,11,91.7,20.3,8,27,3,18,1
03f8f7e5-3512-43d2-bbee-bb8faa7b50a9,Christian McCaffrey,SF,RB,2025,2,107,77.0,64,78.0,35,66.0,17,24.6,16,94.1,1,25.0,0,0.0,14,93.3,20,95.2,9,100.0,26.6,15,21,4,21,0
7bfd2708-9995-4488-a82a-b897002a1a60,Courtland Sutton,DEN,WR,2025,2,107,85.6,67,90.5,0,0.0,13,20.3,7,53.8,2,40.0,0,0.0,10,83.3,19,100.0,9,100.0,19.4,12,19,5,18,3
055d72e7-6860-47a7-8a55-1d757d383b71,Jauan Jennings,SF,WR,2025,2,107,77.0,65,79.3,0,0.0,14,20.3,7,50.0,1,25.0,0,0.0,9,60.0,17,81.0,9,100.0,21.5,15,21,4,21,0
8a5333e6-17c1-48e3-8232-61bcb068a262,D.K. Metcalf,PIT,WR,2025,2,106,93.8,69,94.5,0,0.0,13,22.4,9,69.2,1,33.3,0,0.0,11,91.7,18,100.0,13,100.0,18.8,12,18,3,17,3
c98a20dd-1ff5-4713-b78f-648800290fc2,Rashid Shaheed,NO,WR,2025,2,106,78.5,77,86.5,0,0.0,14,18.7,10,71.4,1,14.3,0,0.0,11,91.7,20,90.9,27,93.1,18.2,12,22,7,19,1
dadf0427-bf49-406b-8182-1297ca4e2e09,Tony Pollard,TEN,RB,2025,2,106,89.1,49,65.3,38,86.4,2,3.6,2,100.0,0,0.0,0,0.0,6,75.0,24,88.9,10,83.3,4.1,8,27,3,18,1
349676e8-d0c9-4e51-b671-f1d541641ecd,Garrett Wilson,NYJ,WR,2025,2,106,97.2,56,100.0,0,0.0,15,40.5,13,86.7,0,0.0,0,0.0,11,100.0,21,100.0,11,100.0,26.8,11,21,1,15,3
7b450484-9a9c-46f0-9c2d-425b840cadd5,Ja'Marr Chase,CIN,WR,2025,2,105,92.1,74,96.1,0,0.0,22,33.8,18,81.8,1,20.0,0,0.0,7,70.0,20,95.2,16,94.1,29.7,10,21,5,19,6
5a253a6c-0769-4a9f-8bc0-b9af300323e7,Kyle Pitts,ATL,TE,2025,2,105,78.4,62,87.3,0,0.0,13,21.7,11,84.6,0,0.0,0,0.0,7,53.8,22,95.7,7,100.0,21.0,13,23,6,19,4
351e754d-fc0c-4146-aea3-352204a76d36,Mike Evans,TB,WR,2025,2,105,82.0,75,91.5,0,0.0,19,29.7,10,52.6,1,25.0,0,0.0,14,82.4,20,100.0,22,100.0,25.3,17,20,4,17,1
e3d03a5c-a204-4db3-af94-30644d17bdb2,Javonte Williams,DAL,RB,2025,2,104,74.8,57,62.0,33,70.2,8,9.8,8,100.0,0,0.0,2,66.7,7,100.0,16,76.2,35,100.0,14.0,7,21,8,22,3
b1cf668e-31ee-4d0d-80bb-1ca8cf26bf42,Trey McBride,ARI,TE,2025,2,103,94.5,66,98.5,0,0.0,15,30.0,12,80.0,0,0.0,0,0.0,4,100.0,20,100.0,6,100.0,22.7,4,20,4,13,4
1c60c3f7-60f9-486b-8b97-f9737b9a0723,Keon Coleman,BUF,WR,2025,2,103,69.1,70,82.4,0,0.0,15,22.4,12,80.0,2,33.3,0,0.0,15,88.2,20,90.9,8,100.0,21.4,17,22,6,18,8
d19fec1d-9874-4bd1-a74a-0e1cbb499bbc,Jake Ferguson,DAL,TE,2025,2,102,73.4,72,78.3,0,0.0,18,22.0,16,88.9,1,12.5,0,0.0,6,85.7,21,100.0,31,88.6,25.0,7,21,8,22,3
a1671032-26b1-4c2a-bc0b-fb44f8837493,Hunter Renfrow,CAR,WR,2025,2,102,73.9,86,86.9,0,0.0,14,17.5,9,64.3,3,42.9,0,0.0,8,50.0,28,100.0,37,100.0,16.3,16,28,7,21,1
fcd966e3-7bc2-45b2-b302-c068f41a5ec7,Theo Johnson,NYG,TE,2025,2,102,80.3,67,74.4,0,0.0,8,12.1,7,87.5,0,0.0,0,0.0,10,90.9,28,100.0,3,100.0,11.9,11,28,6,24,2
8b6aa391-627f-45d7-bcbd-454c34dd9518,Dyami Brown,JAC,WR,2025,2,102,76.7,64,83.1,3,5.6,11,16.2,11,100.0,2,28.6,0,0.0,8,72.7,18,81.8,6,100.0,17.2,11,22,7,17,0
5fbde45e-1771-4a35-ac8e-cbb4d4744e04,Bijan Robinson,ATL,RB,2025,2,101,75.4,54,76.1,34,55.7,12,20.0,11,91.7,0,0.0,2,50.0,6,46.2,22,95.7,7,100.0,22.2,13,23,6,19,4
1108bce6-20ee-4dd6-b3c8-1a76ff1a0576,Tucker Kraft,GB,TE,2025,2,100,90.9,46,80.7,1,2.0,10,20.8,8,80.0,2,40.0,0,0.0,9,100.0,16,94.1,2,100.0,21.7,9,17,5,14,2
c1fdbfb1-e4f1-4c67-a2bd-9e1e7a402be8,Brandin Cooks,NO,WR,2025,2,99,73.3,74,83.1,0,0.0,6,8.0,5,83.3,0,0.0,0,0.0,9,75.0,21,95.5,26,89.7,8.1,12,22,7,19,1
baaf3ee6-c7a8-49e1-803e-773328aec75f,Calvin Austin III,PIT,WR,2025,2,99,87.6,64,87.7,0,0.0,9,15.5,5,55.6,1,33.3,0,0.0,11,91.7,18,100.0,13,100.0,14.1,12,18,3,17,3
f9c12962-1c66-4ec9-9f80-7bf58579b8f2,Davante Adams,LA,WR,2025,2,99,85.3,60,90.9,0,0.0,20,34.5,14,70.0,5,83.3,0,0.0,9,90.0,18,94.7,1,100.0,33.3,10,19,6,16,4
d012a0c5-cd87-437f-a772-50fdc7ec7dfc,DeVonta Smith,PHI,WR,2025,2,99,82.5,59,96.7,0,0.0,9,22.0,7,77.8,0,0.0,0,0.0,9,64.3,18,90.0,11,100.0,15.3,14,20,0,14,6
4d9ab615-df0d-47d4-b338-f99210eed789,AJ Barner,SEA,TE,2025,2,99,87.6,43,70.5,2,3.8,5,10.0,3,60.0,0,0.0,0,0.0,9,100.0,17,85.0,15,93.8,11.6,9,20,1,16,2
20afb131-b018-4b53-9462-8a99a035cfb1,Marvin Harrison Jr.,ARI,WR,2025,2,98,89.9,63,94.0,0,0.0,10,20.0,8,80.0,2,50.0,0,0.0,2,50.0,20,100.0,6,100.0,15.9,4,20,4,13,4
3be23ca8-a082-4f11-a2ca-48fae57ee15e,Saquon Barkley,PHI,RB,2025,2,98,81.7,39,63.9,39,72.2,7,17.1,7,100.0,0,0.0,4,66.7,13,92.9,15,75.0,11,100.0,17.9,14,20,0,14,6
103d3133-9fb5-4c59-ac23-dc931adca437,Zach Ertz,WAS,TE,2025,2,98,76.0,75,84.3,0,0.0,12,17.9,12,100.0,0,0.0,0,0.0,8,72.7,23,95.8,31,100.0,16.0,11,24,1,21,0
f40e4ea4-5fbe-48bd-9dd7-7be9dcab0390,Chuba Hubbard,CAR,RB,2025,2,98,71.0,62,62.6,26,70.3,10,12.5,10,100.0,0,0.0,0,0.0,13,81.2,15,53.6,32,86.5,16.1,16,28,7,21,1
d5c9a653-e4f2-4724-90eb-525423d2a541,Marquise Brown,KC,WR,2025,2,97,84.3,76,89.4,0,0.0,19,30.6,16,84.2,0,0.0,0,0.0,7,63.6,18,85.7,18,94.7,25.0,11,21,2,19,0
50720a07-ff50-4c4d-9665-7859438e9d17,Chigoziem Okonkwo,TEN,TE,2025,2,96,80.7,59,78.7,0,0.0,10,18.2,8,80.0,0,0.0,0,0.0,5,62.5,20,74.1,9,75.0,16.9,8,27,3,18,1
0d40bdbc-b7b9-48af-a36d-34aaf05ab100,Harold Fannin Jr.,CLE,TE,2025,2,96,67.1,64,64.6,1,2.3,14,17.1,13,92.9,0,0.0,0,0.0,11,78.6,21,65.6,2,20.0,21.9,14,32,3,23,4
603822d0-3e5d-4ea0-b33a-46dfc79ac4b9,Tee Higgins,CIN,WR,2025,2,96,84.2,71,92.2,0,0.0,13,20.0,7,53.8,1,20.0,0,0.0,8,80.0,20,95.2,16,94.1,18.3,10,21,5,19,6
e342b017-bdde-4e14-8a8c-00b662da06bd,Bucky Irving,TB,RB,2025,2,96,75.0,54,65.9,31,68.9,10,15.6,10,100.0,0,0.0,0,0.0,14,82.4,8,40.0,16,72.7,18.5,17,20,4,17,1
0ea3a955-4fbe-4bf9-814b-7d987e98c589,Justin Jefferson,MIN,WR,2025,2,95,100.0,55,100.0,0,0.0,13,34.2,10,76.9,2,100.0,0,0.0,15,100.0,13,100.0,7,100.0,23.6,15,13,2,11,0
c739b7b0-2f88-4c97-ab7b-a07eaa6ca333,Kayshon Boutte,NE,WR,2025,2,95,77.2,67,79.8,0,0.0,9,13.8,7,77.8,2,40.0,0,0.0,8,61.5,17,85.0,10,90.9,13.4,13,20,5,18,1
6239402a-45bf-445b-b0d3-d536274c76e0,Travis Kelce,KC,TE,2025,2,94,81.7,67,78.8,0,0.0,9,14.5,8,88.9,0,0.0,0,0.0,9,81.8,20,95.2,17,89.5,13.4,11,21,2,19,0
023755cc-e6f5-49bb-a2d0-70d01f135c31,Quentin Johnston,LAC,WR,2025,2,94,80.3,66,90.4,1,2.6,13,21.7,9,69.2,2,40.0,0,0.0,10,71.4,17,94.4,0,0.0,19.7,14,18,5,13,3
d81d3117-a780-4d23-946a-42906805ca2b,Ladd McConkey,LAC,WR,2025,2,94,80.3,66,90.4,0,0.0,14,23.3,11,78.6,0,0.0,0,0.0,10,71.4,17,94.4,0,0.0,21.2,14,18,5,13,3
3f85220c-e955-44a8-8cf5-0e2c0fcc409d,Wan'Dale Robinson,NYG,WR,2025,2,93,73.2,72,80.0,0,0.0,18,27.3,14,77.8,2,33.3,0,0.0,3,27.3,28,100.0,3,100.0,25.0,11,28,6,24,2
342ee78f-f6c6-42d5-ba14-5a1b05bfe951,Ashton Jeanty,LV,RB,2025,2,90,71.4,40,45.5,29,76.3,6,8.1,5,83.3,0,0.0,1,100.0,13,81.2,8,33.3,7,36.8,15.0,16,24,5,23,1
3e2752a5-6cfe-412f-a59d-7ddebb7349d3,Dont'e Thornton Jr.,LV,WR,2025,2,90,71.4,66,75.0,0,0.0,8,10.8,3,37.5,0,0.0,0,0.0,11,68.8,20,83.3,18,94.7,12.1,16,24,5,23,1
ac6d8552-3395-4227-858d-5dd120166115,Josh Jacobs,GB,RB,2025,2,90,81.8,31,54.4,42,84.0,1,2.1,1,100.0,0,0.0,2,100.0,9,100.0,7,41.2,2,100.0,3.2,9,17,5,14,2
e555cbf5-05aa-4bf5-a836-21eeb37ced41,Jalen Nailor,MIN,WR,2025,2,90,94.7,54,98.2,0,0.0,6,15.8,4,66.7,0,0.0,0,0.0,15,100.0,12,92.3,7,100.0,11.1,15,13,2,11,0
1b6f2bd1-48ed-4bbb-b1da-942f81bc5b26,Elic Ayomanor,TEN,WR,2025,2,89,74.8,56,74.7,0,0.0,13,23.6,8,61.5,1,33.3,0,0.0,4,50.0,19,70.4,9,75.0,23.2,8,27,3,18,1
60849038-7306-4861-ad03-d64b3bf11f43,Sterling Shepard,TB,WR,2025,2,89,69.5,67,81.7,0,0.0,10,15.6,7,70.0,0,0.0,0,0.0,10,58.8,19,95.0,20,90.9,14.9,17,20,4,17,1
6a406a94-9c4f-4a80-8868-dc0204fa025c,Nico Collins,HOU,WR,2025,2,89,86.4,56,87.5,0,0.0,14,28.6,6,42.9,3,75.0,0,0.0,7,77.8,14,93.3,9,75.0,25.0,9,15,4,12,1
d6ed24f0-f6c4-412b-86ab-420733ef7bb9,Cooper Kupp,SEA,WR,2025,2,88,77.9,53,86.9,0,0.0,11,22.0,10,90.9,0,0.0,0,0.0,5,55.6,19,95.0,16,100.0,20.8,9,20,1,16,2
239c6290-839c-4cd0-a604-ebb091b88ebb,Khalil Shakir,BUF,WR,2025,2,88,59.1,64,75.3,0,0.0,9,13.4,7,77.8,0,0.0,0,0.0,5,29.4,18,81.8,8,100.0,14.1,17,22,6,18,8
c31d94ec-04ba-497d-a73f-cd06676c0793,Mason Taylor,NYJ,TE,2025,2,88,80.7,43,76.8,0,0.0,3,8.1,2,66.7,0,0.0,0,0.0,9,81.8,17,81.0,11,100.0,7.0,11,21,1,15,3
85a80da0-deb9-4bed-8678-aa7750bdfc2f,Andrei Iosivas,CIN,WR,2025,2,87,76.3,59,76.6,0,0.0,4,6.2,1,25.0,0,0.0,0,0.0,8,80.0,21,100.0,16,94.1,6.8,10,21,5,19,6
c6087e40-8804-4907-9aff-d3fc10c08e49,Ja'Tavion Sanders,CAR,TE,2025,2,87,63.0,64,64.6,0,0.0,12,15.0,11,91.7,1,14.3,0,0.0,8,50.0,23,82.1,27,73.0,18.8,16,28,7,21,1
4598a60e-9bd6-4bbc-9466-072b67c5af3d,Troy Franklin,DEN,WR,2025,2,87,69.6,56,75.7,1,2.0,15,23.4,13,86.7,0,0.0,0,0.0,9,75.0,12,63.2,8,88.9,26.8,12,19,5,18,3
25239300-231c-4582-9afd-19727c9c45c1,Kyren Williams,LA,RB,2025,2,87,75.0,32,48.5,35,76.1,3,5.2,3,100.0,0,0.0,2,50.0,9,90.0,16,84.2,1,100.0,9.4,10,19,6,16,4
b93fca13-6ff1-43b4-8e9c-9c5358534869,Grant Calcaterra,PHI,TE,2025,2,87,72.5,32,52.5,0,0.0,2,4.9,1,50.0,0,0.0,0,0.0,11,78.6,13,65.0,6,54.5,6.2,14,20,0,14,6
37f6090b-3d04-4da4-8921-580b01eec256,Zay Flowers,BAL,WR,2025,2,86,83.5,51,92.7,3,6.7,19,42.2,14,73.7,1,12.5,0,0.0,1,25.0,20,95.2,2,100.0,37.3,4,21,8,15,2
677ab1ea-294d-4579-bf11-935467f6b96b,Tyquan Thornton,KC,WR,2025,2,86,74.8,68,80.0,0,0.0,9,14.5,5,55.6,1,50.0,0,0.0,6,54.5,14,66.7,14,73.7,13.2,11,21,2,19,0
f508d244-a60a-4c6a-b54d-f27ae93fdfdf,D'Andre Swift,CHI,RB,2025,2,86,67.7,45,52.9,28,66.7,8,12.7,6,75.0,0,0.0,1,100.0,4,50.0,16,66.7,4,66.7,17.8,8,24,2,19,1
050f81c3-6e60-4792-abb3-dabc225eb210,JuJu Smith-Schuster,KC,WR,2025,2,85,73.9,67,78.8,0,0.0,7,11.3,6,85.7,0,0.0,0,0.0,7,63.6,17,81.0,17,89.5,10.4,11,21,2,19,0
6c64548f-c91e-43d0-9d30-9352c7c589bc,Travis Etienne Jr.,JAC,RB,2025,2,85,63.9,37,48.1,30,55.6,6,8.8,5,83.3,0,0.0,0,0.0,7,63.6,2,9.1,5,83.3,16.2,11,22,7,17,0
616e049f-104f-4aa7-bb10-d198f5954d3a,Omarion Hampton,LAC,RB,2025,2,84,71.8,41,56.2,23,59.0,4,6.7,3,75.0,0,0.0,3,100.0,10,71.4,15,83.3,0,0.0,9.8,14,18,5,13,3
2435a2af-2fc6-400d-ae89-c0799e15f75e,Charlie Woerner,ATL,TE,2025,2,83,61.9,16,22.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,84.6,3,13.0,0,0.0,0.0,13,23,6,19,4
dc6f41a1-f5d7-4add-aac4-ea650630799b,De'Von Achane,MIA,RB,2025,2,82,83.7,57,76.0,16,69.6,14,23.0,12,85.7,0,0.0,0,0.0,6,85.7,18,81.8,13,100.0,24.6,7,22,3,16,0
99be8a87-998b-4cc0-94b2-776870d0034c,Dawson Knox,BUF,TE,2025,2,82,55.0,38,44.7,0,0.0,6,9.0,6,100.0,0,0.0,0,0.0,11,64.7,11,50.0,3,37.5,15.8,17,22,6,18,8
e79513b6-48db-4786-b8ff-c02f072db551,Chase Brown,CIN,RB,2025,2,82,71.9,35,45.5,36,97.3,6,9.2,5,83.3,0,0.0,5,83.3,8,80.0,4,19.0,9,52.9,17.1,10,21,5,19,6
d5ec0a76-0891-456f-ae34-2782c9a213e3,Luke Farrell,SF,TE,2025,2,82,59.0,33,40.2,0,0.0,3,4.3,3,100.0,0,0.0,0,0.0,13,86.7,3,14.3,0,0.0,9.1,15,21,4,21,0
7bf6186d-c640-4bf6-acf0-4e8c1190c4f8,Joshua Palmer,BUF,WR,2025,2,82,55.0,61,71.8,0,0.0,12,17.9,7,58.3,1,16.7,0,0.0,8,47.1,15,68.2,8,100.0,19.7,17,22,6,18,8
1946f4d7-7461-43b5-9997-f4cc9d1b6107,Jake Tonges,SF,TE,2025,2,81,58.3,47,57.3,0,0.0,8,11.6,8,100.0,1,25.0,0,0.0,8,53.3,15,71.4,9,100.0,17.0,15,21,4,21,0
95265030-c6d8-4b54-8ab2-95c69ff56132,Rhamondre Stevenson,NE,RB,2025,2,81,65.9,38,45.2,17,47.2,8,12.3,7,87.5,0,0.0,1,100.0,10,76.9,15,75.0,8,72.7,21.1,13,20,5,18,1
8500bbe1-1d43-4268-9a95-f3f18c8145d2,Travis Hunter,JAC,WR,2025,2,81,60.9,54,70.1,0,0.0,14,20.6,11,78.6,1,14.3,0,0.0,4,36.4,15,68.2,5,83.3,25.9,11,22,7,17,0
0cf680c0-a4dd-48b6-abb5-440c84e31d2e,James Cook,BUF,RB,2025,2,81,54.4,37,43.5,34,59.6,6,9.0,6,100.0,0,0.0,3,37.5,10,58.8,3,13.6,3,37.5,16.2,17,22,6,18,8
a8f31dde-5a1d-4b89-8811-18b8edefbed7,Brock Bowers,LV,TE,2025,2,80,63.5,65,73.9,0,0.0,15,20.3,11,73.3,1,20.0,0,0.0,5,31.2,20,83.3,19,100.0,23.1,16,24,5,23,1
0b8b555a-379b-4b01-8923-c225f1181f2a,Jaxon Smith-Njigba,SEA,WR,2025,2,80,70.8,54,88.5,0,0.0,22,44.0,18,81.8,0,0.0,0,0.0,4,44.4,19,95.0,15,93.8,40.7,9,20,1,16,2
12c8d08c-26ee-4e68-9656-d89328a08fcf,Mark Andrews,BAL,TE,2025,2,80,77.7,42,76.4,1,2.2,4,8.9,3,75.0,2,25.0,0,0.0,4,100.0,17,81.0,2,100.0,9.5,4,21,8,15,2
d7630875-9826-48c6-b896-c10bc6bb4b31,Romeo Doubs,GB,WR,2025,2,78,70.9,43,75.4,0,0.0,9,18.8,5,55.6,1,20.0,0,0.0,9,100.0,13,76.5,2,100.0,20.9,9,17,5,14,2
5a0c8b1b-567c-4993-9f60-2af1ad861aee,Tyler Higbee,LA,TE,2025,2,77,66.4,42,63.6,0,0.0,4,6.9,4,100.0,0,0.0,0,0.0,8,80.0,15,78.9,1,100.0,9.5,10,19,6,16,4
333c6365-cfac-4b93-9015-49cff018311e,Tyler Johnson,NYJ,WR,2025,2,77,70.6,44,78.6,0,0.0,3,8.1,3,100.0,0,0.0,0,0.0,8,72.7,20,95.2,11,100.0,6.8,11,21,1,15,3
