player_id,player,team,pos,season,week,snaps,snaps_pct,rush_att,rush_att_pct,targets,targets_pct,rec,ez_tgts,ez_tgts_pct,inside5_rush,inside5_rush_pct,adot,air_yards_total,team_targets,team_rush_att,team_ez_tgts,team_inside5_rush
00-0031610,Darren Waller,CAR,TE,2026,2,29,44.0,0,0.0,3,9.4,3,2,33.3,0,0.0,8.7,26.0,32,22,6,0
00-0038797,Emanuel Wilson,SEA,RB,2026,2,29,41.0,21,52.5,1,3.8,0,0,0.0,4,50.0,1.0,1.0,26,40,3,8
00-0035261,Tony Pollard,TEN,RB,2026,2,29,55.0,14,48.3,1,5.9,1,0,0.0,1,25.0,-7.0,-7.0,17,29,1,4
00-0036887,Luke Farrell,SF,TE,2026,2,28,54.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,27,1,5
00-0035125,Alec Ingold,LAC,RB,2026,2,28,41.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,32,1,2
00-0039738,Blake Corum,LAR,RB,2026,2,28,45.0,12,42.9,1,3.3,1,0,0.0,0,0.0,-6.0,-6.0,30,28,2,0
00-0041524,Will Kacmarek,MIA,TE,2026,2,28,47.0,0,0.0,1,4.3,1,0,0.0,0,0.0,2.0,2.0,23,29,0,1
00-0036988,Josh Palmer,BUF,WR,2026,2,28,38.0,0,0.0,3,10.7,1,0,0.0,0,0.0,13.0,39.0,28,36,2,4
00-0031408,Mike Evans,SF,WR,2026,2,28,54.0,0,0.0,3,14.3,3,0,0.0,0,0.0,13.3,40.0,21,27,1,5
00-0038117,Wan'Dale Robinson,TEN,WR,2026,2,28,53.0,0,0.0,1,5.9,1,0,0.0,0,0.0,6.0,6.0,17,29,1,4
00-0040170,Elic Ayomanor,TEN,WR,2026,2,28,53.0,0,0.0,3,17.6,2,1,100.0,0,0.0,11.0,33.0,17,29,1,4
00-0038685,Chris Brooks,GB,RB,2026,2,27,46.0,4,22.2,2,6.9,1,0,0.0,0,0.0,-1.0,-2.0,29,18,1,0
00-0033280,Christian McCaffrey,SF,RB,2026,2,27,52.0,10,37.0,4,19.0,4,0,0.0,4,80.0,2.8,11.0,21,27,1,5
00-0034975,Justice Hill,BAL,RB,2026,2,27,47.0,2,9.1,2,6.9,2,0,0.0,0,0.0,-4.5,-9.0,29,22,1,1
00-0038710,Blake Whiteheart,CLE,TE,2026,2,27,47.0,0,0.0,2,6.7,1,0,0.0,0,0.0,3.0,6.0,30,23,1,0
00-0041529,Kevin Coleman Jr.,MIA,WR,2026,2,27,46.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,23,29,0,1
00-0041032,Kenyon Sadiq,NYJ,TE,2026,2,27,36.0,0,0.0,3,8.3,2,0,0.0,0,0.0,2.7,8.0,36,27,0,1
00-0038359,Xavier Smith,LAR,WR,2026,2,26,42.0,0,0.0,1,3.3,0,0,0.0,0,0.0,0.0,0.0,30,28,2,0
00-0040242,Jacory Croskey-Merritt,WAS,RB,2026,2,26,37.0,12,37.5,1,2.9,1,0,0.0,0,0.0,-1.0,-1.0,34,32,8,1
00-0036970,Kyle Pitts,ATL,TE,2026,2,26,38.0,0,0.0,3,9.7,1,0,0.0,0,0.0,8.7,26.0,31,32,0,0
00-0038555,Tank Bigsby,PHI,RB,2026,2,26,34.0,13,40.6,2,5.9,2,0,0.0,1,100.0,-4.0,-8.0,34,32,4,1
00-0040506,Myles Price,MIN,WR,2026,2,26,50.0,0,0.0,1,5.3,0,0,0.0,0,0.0,2.0,2.0,19,28,1,0
00-0038621,DeMario Douglas,NE,WR,2026,2,26,47.0,0,0.0,2,9.5,1,0,0.0,0,0.0,0.0,0.0,21,28,0,0
00-0033217,Mo Alie-Cox,IND,TE,2026,2,25,38.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,32,1,2
00-0038498,E.J. Jenkins,PHI,TE,2026,2,25,33.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,34,32,4,1
00-0041496,Jonah Coleman,DEN,RB,2026,2,25,40.0,10,35.7,3,10.3,3,0,0.0,1,25.0,0.0,0.0,29,28,2,4
00-0037805,Jeremy Ruckert,NYJ,TE,2026,2,25,34.0,0,0.0,2,5.6,2,0,0.0,0,0.0,-5.0,-10.0,36,27,0,1
00-0039814,Erick All,CIN,TE,2026,2,25,42.0,0,0.0,3,9.7,2,0,0.0,0,0.0,-0.3,-1.0,31,23,2,0
00-0040236,Kyle Monangai,CHI,RB,2026,2,25,34.0,10,32.3,2,6.7,2,0,0.0,0,0.0,0.5,1.0,30,31,2,1
00-0033288,George Kittle,SF,TE,2026,2,25,48.0,0,0.0,4,19.0,4,1,100.0,0,0.0,12.5,50.0,21,27,1,5
00-0033526,Samaje Perine,CIN,RB,2026,2,24,40.0,2,8.7,1,3.2,1,0,0.0,0,0.0,7.0,7.0,31,23,2,0
00-0041512,Jadarian Price,SEA,RB,2026,2,24,34.0,13,32.5,2,7.7,1,1,33.3,1,12.5,8.0,16.0,26,40,3,8
00-0041525,Chris Bell,MIA,WR,2026,2,24,41.0,0,0.0,1,4.3,0,0,0.0,0,0.0,12.0,12.0,23,29,0,1
00-0038115,Daniel Bellinger,TEN,TE,2026,2,24,45.0,0,0.0,1,5.9,0,0,0.0,0,0.0,4.0,4.0,17,29,1,4
00-0039365,Jacob Cowing,SF,WR,2026,2,24,46.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,27,1,5
00-0039794,Braelon Allen,NYJ,RB,2026,2,23,31.0,5,18.5,1,2.8,1,0,0.0,1,100.0,3.0,3.0,36,27,0,1
00-0029892,Kyle Juszczyk,SF,RB,2026,2,23,44.0,0,0.0,2,9.5,2,0,0.0,0,0.0,9.5,19.0,21,27,1,5
00-0034827,DJ Moore,BUF,WR,2026,2,23,31.0,1,2.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,36,2,4
00-0036919,Kenny Gainwell,TB,RB,2026,2,23,35.0,2,8.0,4,12.1,3,0,0.0,0,0.0,-3.8,-15.0,33,25,4,0
00-0038783,Nate Adkins,DEN,TE,2026,2,23,37.0,1,3.6,3,10.3,3,0,0.0,0,0.0,8.0,24.0,29,28,2,4
00-0034981,Foster Moreau,HOU,TE,2026,2,23,29.0,0,0.0,2,4.0,2,0,0.0,0,0.0,7.0,14.0,50,18,4,0
00-0041503,Nate Boerkircher,JAC,TE,2026,2,23,39.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,24,0,2
00-0036628,John Bates,WAS,TE,2026,2,22,31.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,34,32,8,1
00-0040648,Tory Horton,SEA,WR,2026,2,22,31.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,40,3,8
00-0034829,Mike Gesicki,CIN,TE,2026,2,21,35.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,23,2,0
00-0037755,Jelani Woods,NYJ,TE,2026,2,21,28.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,36,27,0,1
00-0037742,Treylon Burks,WAS,WR,2026,2,21,30.0,0,0.0,1,2.9,0,1,12.5,0,0.0,56.0,56.0,34,32,8,1
00-0038090,Skyy Moore,GB,WR,2026,2,21,36.0,0,0.0,3,10.3,2,0,0.0,0,0.0,14.3,43.0,29,18,1,0
00-0036158,J.K. Dobbins,DEN,RB,2026,2,21,34.0,10,35.7,0,0.0,0,0,0.0,3,75.0,0.0,0.0,29,28,2,4
00-0039530,Brevyn Spann-Ford,DAL,TE,2026,2,21,38.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0039686,Colson Yankoff,WAS,TE,2026,2,21,30.0,0,0.0,1,2.9,1,0,0.0,0,0.0,4.0,4.0,34,32,8,1
00-0041326,CJ Donaldson,NO,RB,2026,2,20,29.0,1,3.6,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,28,2,3
00-0040598,Mark Redman,GB,TE,2026,2,20,34.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,18,1,0
00-0041027,Jeremiyah Love,ARI,RB,2026,2,20,40.0,9,52.9,3,11.5,3,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0036875,Rhamondre Stevenson,NE,RB,2026,2,20,36.0,6,21.4,2,9.5,1,0,0.0,0,0.0,1.5,3.0,21,28,0,0
00-0041558,Sam Roush,CHI,TE,2026,2,20,27.0,0,0.0,3,10.0,1,0,0.0,0,0.0,5.3,16.0,30,31,2,1
00-0039344,Jonathon Brooks,CAR,RB,2026,2,20,30.0,5,22.7,1,3.1,1,0,0.0,0,0.0,-6.0,-6.0,32,22,6,0
00-0033906,Alvin Kamara,NO,RB,2026,2,20,29.0,9,32.1,6,18.8,5,0,0.0,0,0.0,-1.0,-6.0,32,28,2,3
00-0034854,KhaDarel Hodge,SF,WR,2026,2,20,38.0,0,0.0,1,4.8,1,0,0.0,0,0.0,15.0,15.0,21,27,1,5
00-0036187,Reggie Gilliam,NE,RB,2026,2,20,36.0,0,0.0,2,9.5,1,0,0.0,0,0.0,-0.5,-1.0,21,28,0,0
00-0040237,Tez Johnson,TB,WR,2026,2,19,29.0,0,0.0,4,12.1,1,0,0.0,0,0.0,38.0,152.0,33,25,4,0
00-0037304,Connor Heyward,LV,RB,2026,2,19,30.0,1,3.4,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,29,4,4
00-0034351,Dallas Goedert,PHI,TE,2026,2,19,25.0,0,0.0,2,5.9,1,0,0.0,0,0.0,2.0,4.0,34,32,4,1
00-0040879,Matthew Hibner,BAL,TE,2026,2,19,33.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,22,1,1
00-0040058,Nick Kallerup,SEA,TE,2026,2,19,27.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,40,3,8
00-0037292,Andrew Ogletree,IND,TE,2026,2,19,29.0,0,0.0,1,3.3,0,0,0.0,0,0.0,4.0,4.0,30,32,1,2
00-0039032,Tyjae Spears,TEN,RB,2026,2,19,36.0,7,24.1,2,11.8,2,0,0.0,0,0.0,0.5,1.0,17,29,1,4
00-0033376,Patrick Ricard,NYG,RB,2026,2,18,31.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,21,1,1
00-0039299,George Holani,SEA,RB,2026,2,18,26.0,4,10.0,1,3.8,1,0,0.0,2,25.0,-4.0,-4.0,26,40,3,8
00-0031484,Chris Manhertz,NYG,TE,2026,2,18,31.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,21,1,1
00-0036139,Rico Dowdle,PIT,RB,2026,2,18,26.0,7,30.4,2,5.4,2,0,0.0,0,0.0,1.0,2.0,37,23,0,0
00-0035662,Marquise Brown,PHI,WR,2026,2,17,22.0,2,6.2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,34,32,4,1
00-0039792,Devontez Walker,BAL,WR,2026,2,17,29.0,0,0.0,2,6.9,1,0,0.0,0,0.0,30.0,60.0,29,22,1,1
00-0041052,Kaelon Black,SF,RB,2026,2,17,33.0,7,25.9,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,27,1,5
00-0041436,DJ Herman,MIA,RB,2026,2,17,29.0,0,0.0,3,13.0,1,0,0.0,0,0.0,12.0,36.0,23,29,0,1
00-0037664,Alec Pierce,IND,WR,2026,2,17,26.0,0,0.0,1,3.3,1,0,0.0,0,0.0,10.0,10.0,30,32,1,2
00-0033576,Eric Saubert,SEA,TE,2026,2,17,24.0,0,0.0,1,3.8,1,0,0.0,0,0.0,-10.0,-10.0,26,40,3,8
00-0036754,Brock Wright,DET,TE,2026,2,17,26.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,38,20,4,0
00-0038454,Keaton Mitchell,LAC,RB,2026,2,17,25.0,5,15.6,1,3.8,1,0,0.0,0,0.0,3.0,3.0,26,32,1,2
00-0041081,Max Bredeson,MIN,RB,2026,2,17,33.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,19,28,1,0
00-0038547,Luke Schoonmaker,DAL,TE,2026,2,16,29.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0032775,Demarcus Robinson,SF,WR,2026,2,16,31.0,0,0.0,3,14.3,3,0,0.0,0,0.0,9.0,27.0,21,27,1,5
00-0033110,Tyler Higbee,LAR,TE,2026,2,16,26.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,28,2,0
00-0040142,Kaleb Johnson,GB,RB,2026,2,16,27.0,8,44.4,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,18,1,0
00-0039847,Theo Johnson,NYG,TE,2026,2,16,28.0,0,0.0,4,12.5,0,0,0.0,0,0.0,13.8,55.0,32,21,1,1
00-0037085,Tyler Badie,DEN,RB,2026,2,16,26.0,1,3.6,3,10.3,2,0,0.0,0,0.0,-3.0,-9.0,29,28,2,4
00-0039811,MarShawn Lloyd,GB,RB,2026,2,16,27.0,6,33.3,2,6.9,2,0,0.0,0,0.0,-2.0,-4.0,29,18,1,0
00-0035250,Devin Singletary,NYG,RB,2026,2,15,26.0,3,14.3,1,3.1,0,0,0.0,0,0.0,-1.0,-1.0,32,21,1,1
00-0036862,Ben Skowronek,PIT,WR,2026,2,15,21.0,0,0.0,1,2.7,1,0,0.0,0,0.0,1.0,1.0,37,23,0,0
00-0037004,Hunter Long,ARI,TE,2026,2,15,30.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0040739,Elijah Arroyo,SEA,TE,2026,2,15,21.0,0,0.0,1,3.8,1,0,0.0,0,0.0,14.0,14.0,26,40,3,8
00-0036630,Tylan Wallace,CLE,WR,2026,2,14,24.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,23,1,0
00-0038564,Cameron Latu,NE,TE,2026,2,14,25.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,28,0,0
00-0041044,Zachariah Branch,ATL,WR,2026,2,14,20.0,0,0.0,2,6.5,2,0,0.0,0,0.0,-3.5,-7.0,31,32,0,0
00-0037317,Nick Muse,ATL,TE,2026,2,14,20.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,32,0,0
00-0041013,Emmett Johnson,KC,RB,2026,2,14,18.0,2,6.9,2,4.7,2,0,0.0,0,0.0,-2.0,-4.0,43,29,3,3
00-0038611,Chris Rodriguez Jr.,JAC,RB,2026,2,13,22.0,6,25.0,0,0.0,0,0,0.0,1,50.0,0.0,0.0,28,24,0,2
00-0039868,Troy Franklin,DEN,WR,2026,2,13,21.0,0,0.0,2,6.9,1,1,50.0,0,0.0,16.5,33.0,29,28,2,4
00-0036590,Quintin Morris,JAC,TE,2026,2,13,22.0,0,0.0,1,3.6,1,0,0.0,0,0.0,3.0,3.0,28,24,0,2
00-0033858,Jonnu Smith,GB,TE,2026,2,13,22.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,18,1,0
00-0039041,Elijah Higgins,ARI,TE,2026,2,13,26.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0038643,Brayden Willis,SF,TE,2026,2,13,25.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,27,1,5
00-0041467,Lewis Bond,HOU,WR,2026,2,13,16.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,50,18,4,0
00-0040878,Mike Washington Jr.,LV,RB,2026,2,12,19.0,3,10.3,1,3.4,0,0,0.0,0,0.0,10.0,10.0,29,29,4,4
00-0041550,Brenen Thompson,LAC,WR,2026,2,12,18.0,0,0.0,3,11.5,1,0,0.0,0,0.0,14.7,44.0,26,32,1,2
00-0040646,Jalen Royals,KC,WR,2026,2,12,15.0,0,0.0,2,4.7,2,1,33.3,0,0.0,0.5,1.0,43,29,3,3
00-0037093,Dareke Young,LV,WR,2026,2,12,19.0,0,0.0,1,3.4,1,0,0.0,0,0.0,13.0,13.0,29,29,4,4
00-0034844,Saquon Barkley,PHI,RB,2026,2,12,16.0,4,12.5,2,5.9,1,0,0.0,0,0.0,2.0,4.0,34,32,4,1
00-0033885,David Njoku,LAC,TE,2026,2,11,16.0,0,0.0,3,11.5,1,0,0.0,0,0.0,8.3,25.0,26,32,1,2
00-0036849,Tutu Atwell,LAR,WR,2026,2,11,18.0,0,0.0,2,6.7,1,0,0.0,0,0.0,29.0,58.0,30,28,2,0
00-0040198,Ollie Gordon II,MIA,RB,2026,2,11,19.0,3,10.3,0,0.0,0,0,0.0,0,0.0,0.0,0.0,23,29,0,1
00-0040785,Dohnte Meyers,CIN,WR,2026,2,11,18.0,0,0.0,1,3.2,0,0,0.0,0,0.0,-4.0,-4.0,31,23,2,0
00-0040164,Jaylin Lane,WAS,WR,2026,2,11,15.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,34,32,8,1
00-0040131,Kyle Williams,NE,WR,2026,2,11,20.0,0,0.0,2,9.5,1,0,0.0,0,0.0,11.5,23.0,21,28,0,0
00-0041395,Eli Raridon,NE,TE,2026,2,11,20.0,0,0.0,1,4.8,1,0,0.0,0,0.0,25.0,25.0,21,28,0,0
00-0038840,Brycen Tremayne,CAR,WR,2026,2,11,17.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,22,6,0
00-0040466,Raheim Sanders,CLE,RB,2026,2,11,19.0,2,8.7,1,3.3,1,0,0.0,0,0.0,-4.0,-4.0,30,23,1,0
00-0039062,Jonathan Mingo,DAL,WR,2026,2,11,20.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0039364,Sione Vaki,DET,RB,2026,2,11,17.0,1,5.0,1,2.6,1,0,0.0,0,0.0,1.0,1.0,38,20,4,0
00-0041069,Colbie Young,CIN,WR,2026,2,10,17.0,0,0.0,1,3.2,1,0,0.0,0,0.0,6.0,6.0,31,23,2,0
00-0041100,Josh Cameron,JAC,WR,2026,2,10,17.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,24,0,2
00-0040081,Jake Briningstool,KC,TE,2026,2,10,12.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,43,29,3,3
00-0031595,Michael Burton,CLE,RB,2026,2,10,17.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,23,1,0
00-0040563,Efton Chism III,NE,WR,2026,2,10,18.0,0,0.0,1,4.8,1,0,0.0,0,0.0,-2.0,-2.0,21,28,0,0
00-0039875,Ray Davis,BUF,RB,2026,2,10,14.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,36,2,4
00-0038738,Hunter Luepke,DAL,RB,2026,2,10,18.0,1,4.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0040948,J. Michael Sturdivant,GB,WR,2026,2,9,15.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,18,1,0
00-0041472,Marlin Klein,HOU,TE,2026,2,9,11.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,50,18,4,0
00-0041041,Oscar Delp,NO,TE,2026,2,9,13.0,0,0.0,1,3.1,1,0,0.0,0,0.0,7.0,7.0,32,28,2,3
00-0040238,LeQuint Allen Jr.,JAC,RB,2026,2,9,15.0,0,0.0,1,3.6,0,0,0.0,0,0.0,4.0,4.0,28,24,0,2
00-0037091,Bo Melton,GB,WR,2026,2,9,15.0,0,0.0,1,3.4,0,0,0.0,0,0.0,8.0,8.0,29,18,1,0
00-0038705,Emari Demercado,DAL,RB,2026,2,9,16.0,3,14.3,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0039471,Frank Gore Jr.,BUF,RB,2026,2,9,12.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,36,2,4
00-0038573,Derius Davis,LAC,WR,2026,2,8,12.0,0,0.0,1,3.8,0,0,0.0,0,0.0,14.0,14.0,26,32,1,2
00-0036893,Najee Harris,NYG,RB,2026,2,8,14.0,4,19.0,0,0.0,0,0,0.0,1,100.0,0.0,0.0,32,21,1,1
00-0038794,Jaleel McLaughlin,CLE,RB,2026,2,8,14.0,1,4.3,1,3.3,0,0,0.0,0,0.0,1.0,1.0,30,23,1,0
00-0036727,Adam Prentice,DEN,RB,2026,2,8,13.0,0,0.0,1,3.4,1,0,0.0,0,0.0,2.0,2.0,29,28,2,4
00-0040177,Jordan James,SF,RB,2026,2,8,15.0,4,14.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,27,1,5
00-0040894,Malik Benson,LV,WR,2026,2,8,13.0,0,0.0,1,3.4,0,0,0.0,0,0.0,27.0,27.0,29,29,4,4
00-0039359,Cade Stover,HOU,TE,2026,2,8,10.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,50,18,4,0
00-0036425,DeeJay Dallas,MIN,RB,2026,2,8,15.0,2,7.1,1,5.3,1,0,0.0,0,0.0,-4.0,-4.0,19,28,1,0
00-0039407,Dylan Laube,LV,RB,2026,2,8,13.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,29,4,4
00-0035891,Cody White,LV,WR,2026,2,7,11.0,0,0.0,2,6.9,2,2,50.0,0,0.0,12.0,24.0,29,29,4,4
00-0040277,Jahdae Walker,CHI,WR,2026,2,7,9.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,31,2,1
00-0037614,John Metchie III,CAR,WR,2026,2,7,11.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,22,6,0
00-0039855,Jalen McMillan,TB,WR,2026,2,7,11.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,33,25,4,0
00-0039648,David Martin-Robinson,TEN,TE,2026,2,7,13.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,17,29,1,4
00-0038824,Ryan Miller,MIA,WR,2026,2,7,12.0,0,0.0,1,4.3,1,0,0.0,0,0.0,41.0,41.0,23,29,0,1
00-0039391,Kimani Vidal,LAC,RB,2026,2,7,10.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,32,1,2
00-0040886,Nicholas Singleton,TEN,RB,2026,2,6,11.0,4,13.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,17,29,1,4
00-0032104,Ameer Abdullah,JAC,RB,2026,2,6,10.0,3,12.5,1,3.6,1,0,0.0,0,0.0,-6.0,-6.0,28,24,0,2
00-0036646,Simi Fehoko,ARI,WR,2026,2,6,12.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0041096,Kaytron Allen,WAS,RB,2026,2,6,8.0,5,15.6,0,0.0,0,0,0.0,0,0.0,0.0,0.0,34,32,8,1
00-0040718,Travis Hunter,JAC,WR,2026,2,6,10.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,24,0,2
00-0040363,Keleki Latu,BUF,TE,2026,2,6,8.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,36,2,4
00-0037801,KaVontae Turpin,DAL,WR,2026,2,5,9.0,1,4.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,31,21,4,1
00-0039518,Treyton Welch,NO,TE,2026,2,5,7.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,28,2,3
00-0034419,Braxton Berrios,NYG,WR,2026,2,5,9.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,21,1,1
00-0037231,Kevin Austin Jr.,NO,WR,2026,2,5,7.0,0,0.0,1,3.1,1,0,0.0,0,0.0,6.0,6.0,32,28,2,3
00-0040887,Josh Cuevas,BAL,TE,2026,2,5,9.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,22,1,1
00-0035500,Greg Dortch,BUF,WR,2026,2,4,5.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,28,36,2,4
00-0040556,Corey Kiner,NE,RB,2026,2,4,7.0,2,7.1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,21,28,0,0
00-0034959,Andrew Beck,NYJ,RB,2026,2,4,5.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,36,27,0,1
00-0040782,Isaiah Bond,CLE,WR,2026,2,4,7.0,0,0.0,1,3.3,1,0,0.0,0,0.0,7.0,7.0,30,23,1,0
00-0036825,Feleipe Franks,CAR,TE,2026,2,4,6.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,22,6,0
00-0036265,AJ Dillon,CAR,RB,2026,2,4,6.0,3,13.6,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,22,6,0
00-0039050,Payne Durham,TB,TE,2026,2,4,6.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,33,25,4,0
00-0041125,Seth McGowan,IND,RB,2026,2,4,6.0,2,6.2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,32,1,2
00-0034270,Tyler Conklin,DET,TE,2026,2,4,6.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,38,20,4,0
00-0037157,Bam Knight,ARI,RB,2026,2,3,6.0,2,11.8,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0031235,Odell Beckham Jr.,NYG,WR,2026,2,3,5.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,21,1,1
00-0035406,Lil'Jordan Humphrey,DEN,WR,2026,2,3,5.0,0,0.0,1,3.4,0,0,0.0,0,0.0,14.0,14.0,29,28,2,4
00-0035345,Chris Myarick,LV,TE,2026,2,3,5.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,29,29,4,4
00-0039874,Jaylen Wright,MIA,RB,2026,2,3,5.0,2,6.9,0,0.0,0,0,0.0,0,0.0,0.0,0.0,23,29,0,1
00-0041132,Deion Burks,IND,WR,2026,2,3,5.0,2,6.2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,32,1,2
00-0040890,Cyrus Allen,KC,WR,2026,2,3,4.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,43,29,3,3
00-0041094,Bauer Sharp,TB,TE,2026,2,3,5.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,33,25,4,0
00-0038640,Jalen Brooks,ARI,WR,2026,2,2,4.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,26,17,2,0
00-0033757,Robert Tonyan,PIT,TE,2026,2,2,3.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,37,23,0,0
00-0039146,Jayden Reed,GB,WR,2026,2,2,3.0,0,0.0,1,3.4,1,0,0.0,0,0.0,-5.0,-5.0,29,18,1,0
00-0035594,Travis Homer,PIT,RB,2026,2,2,3.0,2,8.7,0,0.0,0,0,0.0,0,0.0,0.0,0.0,37,23,0,0
00-0040705,Chimere Dike,TEN,WR,2026,2,2,4.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,17,29,1,4
00-0041051,Zavion Thomas,CHI,WR,2026,2,2,3.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,30,31,2,1
00-0041099,Barion Brown,NO,WR,2026,2,2,3.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,32,28,2,3
00-0041104,Demond Claiborne,MIN,RB,2026,2,2,4.0,0,0.0,1,5.3,1,0,0.0,0,0.0,-7.0,-7.0,19,28,1,0
