player_id,player,team,pos,season,week,snaps,snaps_pct,rush_att,rush_att_pct,inside5_rush,inside5_rush_pct,routes,routes_pct,targets,targets_pct,rec,ez_tgts,ez_tgts_pct,adot,air_yards_total,team_snaps,team_rush_att,team_inside5_rush,team_targets,team_ez_tgts,team_routes
00-0035676,A.J. Brown,NE,WR,2026,1,31,44.0,0,0.0,0,0.0,16,38.1,4,12.9,3,0,0.0,4.8,19.0,71,31,0,31,2,42
00-0040737,Terrance Ferguson,LA,TE,2026,1,31,51.0,0,0.0,0,0.0,13,44.8,1,3.7,0,0,0.0,24.0,24.0,61,29,3,27,0,29
00-0037261,Khalil Shakir,BUF,WR,2026,1,31,53.0,0,0.0,0,0.0,20,62.5,6,20.7,4,1,50.0,6.5,39.0,58,21,1,29,2,32
00-0036259,Jauan Jennings,MIN,WR,2026,1,31,48.0,0,0.0,0,0.0,19,63.3,1,4.2,0,0,0.0,30.0,30.0,65,34,2,24,2,30
00-0034975,Justice Hill,BAL,RB,2026,1,31,46.0,6,16.2,0,0.0,17,56.7,1,4.2,1,0,0.0,-1.0,-1.0,68,37,3,24,1,30
00-0039811,MarShawn Lloyd,GB,RB,2026,1,30,44.0,13,61.9,0,0.0,7,15.2,1,2.5,0,0,0.0,18.0,18.0,68,21,0,40,4,46
00-0033288,George Kittle,SF,TE,2026,1,30,46.0,0,0.0,0,0.0,17,47.2,5,14.7,2,0,0.0,7.6,38.0,65,30,0,34,4,36
00-0033885,David Njoku,LAC,TE,2026,1,30,55.0,0,0.0,0,0.0,17,48.6,5,18.5,5,0,0.0,5.6,28.0,55,21,0,27,1,35
00-0040134,Pat Bryant,DEN,WR,2026,1,30,59.0,0,0.0,0,0.0,21,63.6,6,22.2,4,0,0.0,4.2,25.0,51,15,0,27,1,33
00-0033293,Aaron Jones,MIN,RB,2026,1,30,46.0,12,35.3,1,50.0,7,23.3,1,4.2,0,0,0.0,4.0,4.0,65,34,2,24,2,30
00-0038046,Charlie Kolar,LAC,TE,2026,1,30,55.0,0,0.0,0,0.0,12,34.3,0,0.0,0,0,0.0,0.0,0.0,55,21,0,27,1,35
00-0039901,Keon Coleman,BUF,WR,2026,1,29,50.0,0,0.0,0,0.0,19,59.4,2,6.9,1,0,0.0,2.0,4.0,58,21,1,29,2,32
00-0037525,Jordan Mason,MIN,RB,2026,1,29,45.0,15,44.1,1,50.0,7,23.3,0,0.0,0,0,0.0,0.0,0.0,65,34,2,24,2,30
00-0041525,Chris Bell,MIA,WR,2026,1,29,52.0,0,0.0,0,0.0,20,54.1,2,7.4,1,0,0.0,21.0,42.0,56,18,0,27,0,37
00-0037805,Jeremy Ruckert,NYJ,TE,2026,1,29,43.0,0,0.0,0,0.0,6,23.1,1,4.3,1,0,0.0,1.0,1.0,67,39,3,23,0,26
00-0037256,Rachaad White,WAS,RB,2026,1,29,41.0,7,21.9,0,0.0,14,36.8,2,6.7,2,0,0.0,-5.0,-10.0,70,32,2,30,1,38
00-0041032,Kenyon Sadiq,NYJ,TE,2026,1,28,42.0,1,2.6,1,33.3,12,46.2,3,13.0,3,0,0.0,0.0,0.0,67,39,3,23,0,26
00-0040719,Bhayshul Tuten,JAC,RB,2026,1,28,49.0,15,46.9,0,0.0,8,32.0,1,4.8,1,0,0.0,-5.0,-5.0,57,32,0,21,3,25
00-0041052,Kaelon Black,SF,RB,2026,1,28,43.0,14,46.7,0,0.0,12,33.3,1,2.9,1,0,0.0,-5.0,-5.0,65,30,0,34,4,36
00-0040729,Jack Bech,LV,WR,2026,1,27,40.0,0,0.0,0,0.0,13,41.9,4,13.8,3,0,0.0,8.0,32.0,68,37,0,29,1,31
00-0039915,Ladd McConkey,LAC,WR,2026,1,27,49.0,0,0.0,0,0.0,18,51.4,7,25.9,5,1,100.0,13.9,97.0,55,21,0,27,1,35
00-0040187,Mitchell Evans,CAR,TE,2026,1,27,40.0,0,0.0,0,0.0,8,18.6,2,5.9,1,1,50.0,4.5,9.0,68,22,1,34,2,43
00-0035719,Deebo Samuel Sr.,SF,WR,2026,1,27,42.0,1,3.3,0,0.0,19,52.8,7,20.6,6,1,25.0,2.4,17.0,65,30,0,34,4,36
00-0040870,Ja'Kobi Lane,BAL,WR,2026,1,27,40.0,0,0.0,0,0.0,16,53.3,3,12.5,1,1,100.0,10.0,30.0,68,37,3,24,1,30
00-0039794,Braelon Allen,NYJ,RB,2026,1,27,40.0,10,25.6,0,0.0,10,38.5,1,4.3,0,0,0.0,0.0,0.0,67,39,3,23,0,26
00-0037004,Hunter Long,ARI,TE,2026,1,26,35.0,0,0.0,0,0.0,5,12.8,0,0.0,0,0,0.0,0.0,0.0,75,34,2,37,1,39
00-0038551,Kendre Miller,NO,RB,2026,1,26,29.0,9,36.0,0,0.0,5,7.9,0,0.0,0,0,0.0,0.0,0.0,90,25,0,53,4,63
00-0040730,RJ Harvey,DEN,RB,2026,1,26,51.0,3,20.0,0,0.0,15,45.5,4,14.8,4,0,0.0,-5.5,-22.0,51,15,0,27,1,33
00-0035261,Tony Pollard,TEN,RB,2026,1,26,52.0,7,50.0,0,0.0,7,17.9,2,7.1,1,0,0.0,12.0,24.0,50,14,0,28,2,39
00-0036919,Kenny Gainwell,TB,RB,2026,1,26,46.0,5,25.0,0,0.0,13,36.1,1,3.7,1,0,0.0,-5.0,-5.0,57,20,0,27,1,36
00-0041040,Antonio Williams,WAS,WR,2026,1,26,37.0,0,0.0,0,0.0,11,28.9,4,13.3,4,1,100.0,13.8,55.0,70,32,2,30,1,38
00-0040170,Elic Ayomanor,TEN,WR,2026,1,26,52.0,0,0.0,0,0.0,21,53.8,3,10.7,1,1,50.0,13.7,41.0,50,14,0,28,2,39
00-0037228,Jaylen Warren,PIT,RB,2026,1,25,37.0,10,47.6,0,0.0,13,31.0,6,16.2,5,0,0.0,-1.0,-6.0,67,21,0,37,3,42
00-0038728,Jared Wayne,HOU,WR,2026,1,25,32.0,0,0.0,0,0.0,8,19.0,1,2.7,1,0,0.0,12.0,12.0,79,32,3,37,1,42
00-0041013,Emmett Johnson,KC,RB,2026,1,25,36.0,8,21.1,0,0.0,8,24.2,2,8.0,2,0,0.0,-4.0,-8.0,69,38,1,25,0,33
00-0040194,Jackson Hawes,BUF,TE,2026,1,25,43.0,0,0.0,0,0.0,3,9.4,0,0.0,0,0,0.0,0.0,0.0,58,21,1,29,2,32
00-0039751,Jordan Whittington,LA,WR,2026,1,25,41.0,0,0.0,0,0.0,13,44.8,1,3.7,1,0,0.0,8.0,8.0,61,29,3,27,0,29
00-0032398,Chris Moore,BAL,WR,2026,1,25,37.0,0,0.0,0,0.0,7,23.3,2,8.3,1,0,0.0,34.0,68.0,68,37,3,24,1,30
00-0035250,Devin Singletary,NYG,RB,2026,1,25,36.0,6,16.2,0,0.0,17,50.0,4,13.8,4,0,0.0,-4.0,-16.0,69,37,2,29,1,34
00-0039032,Tyjae Spears,TEN,RB,2026,1,25,50.0,3,21.4,0,0.0,14,35.9,4,14.3,2,0,0.0,-3.0,-12.0,50,14,0,28,2,39
00-0031484,Chris Manhertz,NYG,TE,2026,1,24,35.0,0,0.0,0,0.0,3,8.8,0,0.0,0,0,0.0,0.0,0.0,69,37,2,29,1,34
00-0039359,Cade Stover,HOU,TE,2026,1,24,30.0,0,0.0,0,0.0,4,9.5,1,2.7,1,0,0.0,-2.0,-2.0,79,32,3,37,1,42
00-0041512,Jadarian Price,SEA,RB,2026,1,24,48.0,10,45.5,0,0.0,11,40.7,2,8.3,2,0,0.0,-0.5,-1.0,50,22,0,24,1,27
00-0036590,Quintin Morris,JAC,TE,2026,1,24,42.0,0,0.0,0,0.0,7,28.0,1,4.8,0,0,0.0,2.0,2.0,57,32,0,21,3,25
00-0031610,Darren Waller,CAR,TE,2026,1,24,35.0,0,0.0,0,0.0,18,41.9,2,5.9,2,0,0.0,4.0,8.0,68,22,1,34,2,43
00-0040138,Jaylin Noel,HOU,WR,2026,1,24,30.0,0,0.0,0,0.0,15,35.7,2,5.4,2,0,0.0,13.0,26.0,79,32,3,37,1,42
00-0038611,Chris Rodriguez Jr.,JAC,RB,2026,1,23,40.0,6,18.8,0,0.0,8,32.0,0,0.0,0,0,0.0,0.0,0.0,57,32,0,21,3,25
00-0040879,Matthew Hibner,BAL,TE,2026,1,23,34.0,0,0.0,0,0.0,5,16.7,1,4.2,1,0,0.0,1.0,1.0,68,37,3,24,1,30
00-0039299,George Holani,SEA,RB,2026,1,23,46.0,8,36.4,0,0.0,7,25.9,1,4.2,0,0,0.0,6.0,6.0,50,22,0,24,1,27
00-0039364,Sione Vaki,DET,RB,2026,1,22,29.0,2,6.1,0,0.0,17,41.5,1,2.6,1,0,0.0,2.0,2.0,77,33,5,39,1,41
00-0036158,J.K. Dobbins,DEN,RB,2026,1,22,43.0,8,53.3,0,0.0,6,18.2,0,0.0,0,0,0.0,0.0,0.0,51,15,0,27,1,33
00-0039074,Davis Allen,LA,TE,2026,1,21,34.0,0,0.0,0,0.0,4,13.8,1,3.7,1,0,0.0,-1.0,-1.0,61,29,3,27,0,29
00-0040598,Mark Redman,GB,TE,2026,1,21,31.0,0,0.0,0,0.0,2,4.3,0,0.0,0,0,0.0,0.0,0.0,68,21,0,40,4,46
00-0034829,Mike Gesicki,CIN,TE,2026,1,21,33.0,0,0.0,0,0.0,17,45.9,7,20.6,5,1,100.0,9.0,63.0,64,27,3,34,1,37
00-0041035,De'Zhaun Stribling,SF,WR,2026,1,21,32.0,0,0.0,0,0.0,14,38.9,0,0.0,0,0,0.0,0.0,0.0,65,30,0,34,4,36
00-0039064,Zay Flowers,BAL,WR,2026,1,20,29.0,0,0.0,0,0.0,11,36.7,6,25.0,5,0,0.0,15.2,91.0,68,37,3,24,1,30
00-0039814,Erick All,CIN,TE,2026,1,20,31.0,0,0.0,0,0.0,6,16.2,0,0.0,0,0,0.0,0.0,0.0,64,27,3,34,1,37
00-0039041,Elijah Higgins,ARI,TE,2026,1,20,27.0,0,0.0,0,0.0,4,10.3,0,0.0,0,0,0.0,0.0,0.0,75,34,2,37,1,39
00-0033246,Johnny Mundt,PHI,TE,2026,1,20,36.0,0,0.0,0,0.0,4,11.8,0,0.0,0,0,0.0,0.0,0.0,55,25,0,22,2,34
00-0039893,Brian Thomas Jr.,JAC,WR,2026,1,20,35.0,0,0.0,0,0.0,14,56.0,3,14.3,3,0,0.0,14.7,44.0,57,32,0,21,3,25
00-0040075,LaJohntay Wester,BAL,WR,2026,1,20,29.0,0,0.0,0,0.0,13,43.3,2,8.3,2,0,0.0,5.5,11.0,68,37,3,24,1,30
00-0038710,Blake Whiteheart,CLE,TE,2026,1,20,39.0,0,0.0,0,0.0,9,29.0,1,4.5,1,0,0.0,6.0,6.0,51,22,1,22,1,31
00-0032951,Laquon Treadwell,IND,WR,2026,1,19,35.0,0,0.0,0,0.0,9,26.5,1,3.4,0,0,0.0,4.0,4.0,54,20,3,29,0,34
00-0041100,Josh Cameron,JAC,WR,2026,1,19,33.0,0,0.0,0,0.0,7,28.0,2,9.5,2,1,33.3,9.0,18.0,57,32,0,21,3,25
00-0036422,Adam Trautman,DEN,TE,2026,1,19,37.0,0,0.0,0,0.0,8,24.2,3,11.1,2,0,0.0,-0.3,-1.0,51,15,0,27,1,33
00-0039912,Ben Sinnott,WAS,TE,2026,1,18,26.0,0,0.0,0,0.0,10,26.3,0,0.0,0,0,0.0,0.0,0.0,70,32,2,30,1,38
00-0033526,Samaje Perine,CIN,RB,2026,1,18,28.0,5,18.5,0,0.0,7,18.9,3,8.8,3,0,0.0,1.0,3.0,64,27,3,34,1,37
00-0040466,Raheim Sanders,CLE,RB,2026,1,18,35.0,1,4.5,0,0.0,13,41.9,3,13.6,3,0,0.0,-2.0,-6.0,51,22,1,22,1,31
00-0035208,Olamide Zaccheaus,ATL,WR,2026,1,18,30.0,0,0.0,0,0.0,9,34.6,1,5.3,1,0,0.0,5.0,5.0,60,31,0,19,0,26
00-0036988,Josh Palmer,BUF,WR,2026,1,18,31.0,0,0.0,0,0.0,13,40.6,2,6.9,1,1,50.0,31.0,62.0,58,21,1,29,2,32
00-0040164,Jaylin Lane,WAS,WR,2026,1,18,26.0,0,0.0,0,0.0,9,23.7,1,3.3,1,0,0.0,4.0,4.0,70,32,2,30,1,38
00-0041044,Zachariah Branch,ATL,WR,2026,1,18,30.0,0,0.0,0,0.0,6,23.1,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0039868,Troy Franklin,DEN,WR,2026,1,17,33.0,1,6.7,0,0.0,9,27.3,1,3.7,0,0,0.0,31.0,31.0,51,15,0,27,1,33
00-0038454,Keaton Mitchell,LAC,RB,2026,1,17,31.0,4,19.0,0,0.0,11,31.4,0,0.0,0,0,0.0,0.0,0.0,55,21,0,27,1,35
00-0040590,Konata Mumpfield,LA,WR,2026,1,16,26.0,0,0.0,0,0.0,11,37.9,1,3.7,0,0,0.0,13.0,13.0,61,29,3,27,0,29
00-0037755,Jelani Woods,NYJ,TE,2026,1,16,24.0,0,0.0,0,0.0,2,7.7,0,0.0,0,0,0.0,0.0,0.0,67,39,3,23,0,26
00-0041529,Kevin Coleman Jr.,MIA,WR,2026,1,16,29.0,0,0.0,0,0.0,14,37.8,2,7.4,0,0,0.0,12.0,24.0,56,18,0,27,0,37
00-0038359,Xavier Smith,LA,WR,2026,1,16,26.0,0,0.0,0,0.0,9,31.0,0,0.0,0,0,0.0,0.0,0.0,61,29,3,27,0,29
00-0041326,CJ Donaldson,NO,RB,2026,1,15,17.0,2,8.0,0,0.0,7,11.1,2,3.8,1,0,0.0,2.5,5.0,90,25,0,53,4,63
00-0037746,Brian Robinson,ATL,RB,2026,1,15,25.0,9,29.0,0,0.0,2,7.7,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0036630,Tylan Wallace,CLE,WR,2026,1,15,29.0,0,0.0,0,0.0,4,12.9,0,0.0,0,0,0.0,0.0,0.0,51,22,1,22,1,31
00-0041524,Will Kacmarek,MIA,TE,2026,1,14,25.0,0,0.0,0,0.0,5,13.5,1,3.7,0,0,0.0,6.0,6.0,56,18,0,27,0,37
00-0038115,Daniel Bellinger,TEN,TE,2026,1,14,28.0,0,0.0,0,0.0,5,12.8,1,3.6,1,0,0.0,1.0,1.0,50,14,0,28,2,39
00-0032392,Austin Hooper,ATL,TE,2026,1,14,23.0,0,0.0,0,0.0,6,23.1,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0040218,Jimmy Horn Jr.,CAR,WR,2026,1,14,21.0,0,0.0,0,0.0,7,16.3,1,2.9,0,0,0.0,3.0,3.0,68,22,1,34,2,43
00-0033217,Mo Alie-Cox,IND,TE,2026,1,14,26.0,0,0.0,0,0.0,3,8.8,0,0.0,0,0,0.0,0.0,0.0,54,20,3,29,0,34
00-0039738,Blake Corum,LA,RB,2026,1,14,23.0,10,34.5,0,0.0,2,6.9,0,0.0,0,0,0.0,0.0,0.0,61,29,3,27,0,29
00-0039344,Jonathon Brooks,CAR,RB,2026,1,13,19.0,4,18.2,0,0.0,5,11.6,2,5.9,1,0,0.0,15.0,30.0,68,22,1,34,2,43
00-0039530,Brevyn Spann-Ford,DAL,TE,2026,1,13,22.0,0,0.0,0,0.0,8,22.2,2,6.7,2,0,0.0,3.0,6.0,58,18,3,30,1,36
00-0040081,Jake Briningstool,KC,TE,2026,1,13,19.0,0,0.0,0,0.0,3,9.1,1,4.0,1,0,0.0,4.0,4.0,69,38,1,25,0,33
00-0040237,Tez Johnson,TB,WR,2026,1,13,23.0,1,5.0,0,0.0,6,16.7,1,3.7,0,1,100.0,9.0,9.0,57,20,0,27,1,36
00-0038783,Nate Adkins,DEN,TE,2026,1,13,25.0,0,0.0,0,0.0,4,12.1,0,0.0,0,0,0.0,0.0,0.0,51,15,0,27,1,33
00-0038547,Luke Schoonmaker,DAL,TE,2026,1,13,22.0,0,0.0,0,0.0,5,13.9,1,3.3,1,0,0.0,12.0,12.0,58,18,3,30,1,36
00-0040878,Mike Washington Jr.,LV,RB,2026,1,13,19.0,7,18.9,0,0.0,3,9.7,0,0.0,0,0,0.0,0.0,0.0,68,37,0,29,1,31
00-0040131,Kyle Williams,NE,WR,2026,1,12,17.0,0,0.0,0,0.0,7,16.7,0,0.0,0,0,0.0,0.0,0.0,71,31,0,31,2,42
00-0033110,Tyler Higbee,LA,TE,2026,1,12,20.0,0,0.0,0,0.0,4,13.8,2,7.4,2,0,0.0,4.5,9.0,61,29,3,27,0,29
00-0038840,Brycen Tremayne,CAR,WR,2026,1,12,18.0,0,0.0,0,0.0,6,14.0,0,0.0,0,0,0.0,0.0,0.0,68,22,1,34,2,43
00-0034419,Braxton Berrios,NYG,WR,2026,1,12,17.0,0,0.0,0,0.0,4,11.8,0,0.0,0,0,0.0,0.0,0.0,69,37,2,29,1,34
00-0041558,Sam Roush,CHI,TE,2026,1,12,16.0,0,0.0,0,0.0,5,13.2,0,0.0,0,0,0.0,0.0,0.0,75,39,4,26,3,38
00-0039471,Frank Gore Jr.,BUF,RB,2026,1,11,19.0,1,4.8,0,0.0,4,12.5,0,0.0,0,0,0.0,0.0,0.0,58,21,1,29,2,32
00-0040739,Elijah Arroyo,SEA,TE,2026,1,11,22.0,0,0.0,0,0.0,7,25.9,0,0.0,0,0,0.0,0.0,0.0,50,22,0,24,1,27
00-0038589,Josh Whyle,GB,TE,2026,1,11,16.0,0,0.0,0,0.0,1,2.2,0,0.0,0,0,0.0,0.0,0.0,68,21,0,40,4,46
00-0039062,Jonathan Mingo,DAL,WR,2026,1,11,19.0,0,0.0,0,0.0,7,19.4,1,3.3,1,0,0.0,11.0,11.0,58,18,3,30,1,36
00-0035891,Cody White,LV,WR,2026,1,11,16.0,0,0.0,0,0.0,5,16.1,1,3.4,0,0,0.0,3.0,3.0,68,37,0,29,1,31
00-0031235,Odell Beckham Jr.,NYG,WR,2026,1,11,16.0,0,0.0,0,0.0,6,17.6,0,0.0,0,0,0.0,0.0,0.0,69,37,2,29,1,34
00-0035021,Ashton Dulin,IND,WR,2026,1,10,19.0,0,0.0,0,0.0,6,17.6,1,3.4,0,0,0.0,0.0,0.0,54,20,3,29,0,34
00-0033576,Eric Saubert,SEA,TE,2026,1,10,20.0,0,0.0,0,0.0,3,11.1,0,0.0,0,0,0.0,0.0,0.0,50,22,0,24,1,27
00-0037093,Dareke Young,LV,WR,2026,1,10,15.0,0,0.0,0,0.0,2,6.5,0,0.0,0,0,0.0,0.0,0.0,68,37,0,29,1,31
00-0040189,Oronde Gadsden II,LAC,TE,2026,1,10,18.0,0,0.0,0,0.0,5,14.3,2,7.4,2,0,0.0,3.5,7.0,55,21,0,27,1,35
00-0037380,Kaden Davis,CHI,WR,2026,1,10,13.0,0,0.0,0,0.0,2,5.3,0,0.0,0,0,0.0,0.0,0.0,75,39,4,26,3,38
00-0041106,C.J. Williams,JAC,WR,2026,1,10,18.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0,0.0,0.0,0.0,57,32,0,21,3,25
00-0041550,Brenen Thompson,LAC,WR,2026,1,10,18.0,0,0.0,0,0.0,9,25.7,0,0.0,0,0,0.0,0.0,0.0,55,21,0,27,1,35
00-0039407,Dylan Laube,LV,RB,2026,1,10,15.0,0,0.0,0,0.0,5,16.1,0,0.0,0,0,0.0,0.0,0.0,68,37,0,29,1,31
00-0038573,Derius Davis,LAC,WR,2026,1,10,18.0,0,0.0,0,0.0,9,25.7,1,3.7,0,0,0.0,55.0,55.0,55,21,0,27,1,35
00-0039518,Treyton Welch,NO,TE,2026,1,10,11.0,0,0.0,0,0.0,5,7.9,0,0.0,0,0,0.0,0.0,0.0,90,25,0,53,4,63
00-0040785,Dohnte Meyers,CIN,WR,2026,1,10,16.0,1,3.7,0,0.0,5,13.5,1,2.9,1,0,0.0,2.0,2.0,64,27,3,34,1,37
00-0036463,Chris Blair,ATL,WR,2026,1,10,17.0,0,0.0,0,0.0,3,11.5,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0039746,Will Shipley,PHI,RB,2026,1,10,18.0,2,8.0,0,0.0,7,20.6,1,4.5,1,0,0.0,6.0,6.0,55,25,0,22,2,34
00-0034270,Tyler Conklin,DET,TE,2026,1,10,13.0,0,0.0,0,0.0,2,4.9,0,0.0,0,0,0.0,0.0,0.0,77,33,5,39,1,41
00-0041472,Marlin Klein,HOU,TE,2026,1,9,11.0,0,0.0,0,0.0,2,4.8,1,2.7,1,0,0.0,14.0,14.0,79,32,3,37,1,42
00-0041069,Colbie Young,CIN,WR,2026,1,9,14.0,0,0.0,0,0.0,3,8.1,0,0.0,0,0,0.0,0.0,0.0,64,27,3,34,1,37
00-0038976,Marvin Mims Jr.,DEN,WR,2026,1,9,18.0,0,0.0,0,0.0,6,18.2,0,0.0,0,0,0.0,0.0,0.0,51,15,0,27,1,33
00-0040556,Corey Kiner,NE,RB,2026,1,8,11.0,6,19.4,0,0.0,1,2.4,0,0.0,0,0,0.0,0.0,0.0,71,31,0,31,2,42
00-0040024,Darius Cooper,PHI,WR,2026,1,8,15.0,0,0.0,0,0.0,4,11.8,0,0.0,0,0,0.0,0.0,0.0,55,25,0,22,2,34
00-0037091,Bo Melton,GB,WR,2026,1,8,12.0,0,0.0,0,0.0,6,13.0,1,2.5,1,0,0.0,10.0,10.0,68,21,0,40,4,46
00-0037557,Ronnie Rivers,LA,RB,2026,1,8,13.0,5,17.2,0,0.0,3,10.3,1,3.7,1,0,0.0,2.0,2.0,61,29,3,27,0,29
00-0037801,KaVontae Turpin,DAL,WR,2026,1,8,14.0,0,0.0,0,0.0,5,13.9,1,3.3,1,0,0.0,1.0,1.0,58,18,3,30,1,36
00-0037112,Jake Tonges,SF,TE,2026,1,8,12.0,0,0.0,0,0.0,5,13.9,0,0.0,0,0,0.0,0.0,0.0,65,30,0,34,4,36
00-0040782,Isaiah Bond,CLE,WR,2026,1,7,14.0,0,0.0,0,0.0,5,16.1,0,0.0,0,0,0.0,0.0,0.0,51,22,1,22,1,31
00-0040894,Malik Benson,LV,WR,2026,1,7,10.0,1,2.7,0,0.0,4,12.9,2,6.9,1,0,0.0,15.5,31.0,68,37,0,29,1,31
00-0041096,Kaytron Allen,WAS,RB,2026,1,7,10.0,4,12.5,1,50.0,1,2.6,0,0.0,0,0,0.0,0.0,0.0,70,32,2,30,1,38
00-0039050,Payne Durham,TB,TE,2026,1,7,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,57,20,0,27,1,36
00-0041099,Barion Brown,NO,WR,2026,1,7,8.0,1,4.0,0,0.0,2,3.2,0,0.0,0,0,0.0,0.0,0.0,90,25,0,53,4,63
00-0036265,AJ Dillon,CAR,RB,2026,1,7,10.0,5,22.7,0,0.0,2,4.7,0,0.0,0,0,0.0,0.0,0.0,68,22,1,34,2,43
00-0036425,DeeJay Dallas,MIN,RB,2026,1,6,9.0,0,0.0,0,0.0,4,13.3,1,4.2,1,0,0.0,1.0,1.0,65,34,2,24,2,30
00-0038555,Tank Bigsby,PHI,RB,2026,1,6,11.0,1,4.0,0,0.0,1,2.9,0,0.0,0,0,0.0,0.0,0.0,55,25,0,22,2,34
00-0034613,Tanner Hudson,CIN,TE,2026,1,6,9.0,0,0.0,0,0.0,4,10.8,1,2.9,1,0,0.0,4.0,4.0,64,27,3,34,1,37
00-0041125,Seth McGowan,IND,RB,2026,1,6,11.0,0,0.0,0,0.0,4,11.8,1,3.4,1,0,0.0,-2.0,-2.0,54,20,3,29,0,34
00-0037292,Andrew Ogletree,IND,TE,2026,1,6,11.0,0,0.0,0,0.0,1,2.9,1,3.4,0,0,0.0,3.0,3.0,54,20,3,29,0,34
00-0040887,Josh Cuevas,BAL,TE,2026,1,6,9.0,0,0.0,0,0.0,2,6.7,0,0.0,0,0,0.0,0.0,0.0,68,37,3,24,1,30
00-0036646,Simi Fehoko,ARI,WR,2026,1,6,8.0,0,0.0,0,0.0,1,2.6,0,0.0,0,0,0.0,0.0,0.0,75,34,2,37,1,39
00-0039875,Ray Davis,BUF,RB,2026,1,5,9.0,1,4.8,0,0.0,3,9.4,0,0.0,0,0,0.0,0.0,0.0,58,21,1,29,2,32
00-0036825,Feleipe Franks,CAR,TE,2026,1,5,7.0,0,0.0,0,0.0,2,4.7,0,0.0,0,0,0.0,0.0,0.0,68,22,1,34,2,43
00-0037317,Nick Muse,ATL,TE,2026,1,5,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,60,31,0,19,0,26
00-0038705,Emari Demercado,DAL,RB,2026,1,5,9.0,2,11.1,0,0.0,2,5.6,0,0.0,0,0,0.0,0.0,0.0,58,18,3,30,1,36
00-0039589,Kameron Johnson,TB,WR,2026,1,5,9.0,0,0.0,0,0.0,2,5.6,0,0.0,0,0,0.0,0.0,0.0,57,20,0,27,1,36
00-0032104,Ameer Abdullah,JAC,RB,2026,1,5,9.0,4,12.5,0,0.0,1,4.0,1,4.8,1,0,0.0,-3.0,-3.0,57,32,0,21,3,25
00-0039365,Jacob Cowing,SF,WR,2026,1,5,8.0,0,0.0,0,0.0,4,11.1,0,0.0,0,0,0.0,0.0,0.0,65,30,0,34,4,36
00-0037231,Kevin Austin Jr.,NO,WR,2026,1,5,6.0,0,0.0,0,0.0,4,6.3,0,0.0,0,0,0.0,0.0,0.0,90,25,0,53,4,63
00-0041511,Omar Cooper Jr.,NYJ,WR,2026,1,5,7.0,0,0.0,0,0.0,1,3.8,1,4.3,1,0,0.0,4.0,4.0,67,39,3,23,0,26
00-0035345,Chris Myarick,LV,TE,2026,1,5,7.0,0,0.0,0,0.0,1,3.2,0,0.0,0,0,0.0,0.0,0.0,68,37,0,29,1,31
00-0040363,Keleki Latu,BUF,TE,2026,1,4,7.0,0,0.0,0,0.0,1,3.1,0,0.0,0,0,0.0,0.0,0.0,58,21,1,29,2,32
00-0040718,Travis Hunter,JAC,WR,2026,1,4,7.0,1,3.1,0,0.0,3,12.0,1,4.8,1,0,0.0,-3.0,-3.0,57,32,0,21,3,25
00-0040705,Chimere Dike,TEN,WR,2026,1,4,8.0,0,0.0,0,0.0,3,7.7,1,3.6,1,0,0.0,3.0,3.0,50,14,0,28,2,39
00-0038640,Jalen Brooks,ARI,WR,2026,1,4,5.0,0,0.0,0,0.0,1,2.6,0,0.0,0,0,0.0,0.0,0.0,75,34,2,37,1,39
00-0039874,Jaylen Wright,MIA,RB,2026,1,4,7.0,1,5.6,0,0.0,2,5.4,0,0.0,0,0,0.0,0.0,0.0,56,18,0,27,0,37
00-0038090,Skyy Moore,GB,WR,2026,1,4,6.0,0,0.0,0,0.0,3,6.5,1,2.5,0,1,25.0,12.0,12.0,68,21,0,40,4,46
00-0039391,Kimani Vidal,LAC,RB,2026,1,4,7.0,0,0.0,0,0.0,3,8.6,0,0.0,0,0,0.0,0.0,0.0,55,21,0,27,1,35
00-0040198,Ollie Gordon II,MIA,RB,2026,1,4,7.0,0,0.0,0,0.0,1,2.7,0,0.0,0,0,0.0,0.0,0.0,56,18,0,27,0,37
00-0037157,Bam Knight,ARI,RB,2026,1,3,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,75,34,2,37,1,39
00-0040506,Myles Price,MIN,WR,2026,1,3,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,65,34,2,24,2,30
00-0041489,Germie Bernard,PIT,WR,2026,1,3,4.0,0,0.0,0,0.0,3,7.1,0,0.0,0,0,0.0,0.0,0.0,67,21,0,37,3,42
00-0041496,Jonah Coleman,DEN,RB,2026,1,3,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,51,15,0,27,1,33
