player_id,player,team,pos,season,week,snaps,snaps_pct,rush_att,rush_att_pct,targets,targets_pct,ez_tgts,ez_tgts_pct,inside5_rush,inside5_rush_pct,adot,team_targets,team_rush_att,team_ez_tgts,team_inside5_rush
00-0037277,Teagan Quitoriano,ATL,TE,2025,2,15,23.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,39,3,1
00-0037801,KaVontae Turpin,DAL,WR,2025,2,14,16.0,2,7.1,4,7.7,1,20.0,0,0.0,7.8,52,28,5,1
00-0037340,Zaire Mitchell-Paden,BAL,TE,2025,2,14,25.0,0,0.0,1,3.6,1,14.3,0,0.0,1.0,28,21,7,2
00-0040134,Pat Bryant,DEN,WR,2025,2,14,24.0,0,0.0,3,10.0,0,0.0,0,0.0,2.7,30,24,3,3
00-0031484,Chris Manhertz,NYG,TE,2025,2,14,21.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,40,21,5,1
00-0035249,Josh Oliver,MIN,TE,2025,2,14,30.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0038738,Hunter Luepke,DAL,RB,2025,2,14,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,52,28,5,1
00-0039792,Devontez Walker,BAL,WR,2025,2,13,23.0,0,0.0,2,7.1,2,28.6,0,0.0,13.0,28,21,7,2
00-0037085,Tyler Badie,DEN,RB,2025,2,13,22.0,1,4.2,2,6.7,0,0.0,0,0.0,-5.0,30,24,3,3
00-0040583,Woody Marks,HOU,RB,2025,2,13,27.0,3,15.8,1,4.3,0,0.0,0,0.0,5.0,23,19,4,1
00-0038685,Chris Brooks,GB,RB,2025,2,13,19.0,0,0.0,4,14.8,0,0.0,0,0.0,-2.8,27,30,3,1
00-0037292,Andrew Ogletree,IND,TE,2025,2,12,17.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,32,2,2
00-0033589,David Moore,CAR,WR,2025,2,12,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,53,21,6,3
00-0033375,Tim Patrick,JAC,WR,2025,2,12,17.0,0,0.0,1,2.4,1,16.7,0,0.0,10.0,41,27,6,0
00-0039407,Dylan Laube,LV,RB,2025,2,12,17.0,0,0.0,2,4.7,0,0.0,0,0.0,-1.5,43,19,4,0
00-0040024,Darius Cooper,PHI,WR,2025,2,12,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,34,0,4
00-0040735,Luther Burden III,CHI,WR,2025,2,12,18.0,0,0.0,2,6.1,0,0.0,0,0.0,3.0,33,27,2,1
00-0038551,Kendre Miller,NO,RB,2025,2,11,15.0,5,16.7,1,2.9,0,0.0,0,0.0,2.0,34,30,3,0
00-0040238,LeQuint Allen Jr.,JAC,RB,2025,2,11,15.0,2,7.4,0,0.0,0,0.0,0,0.0,0.0,41,27,6,0
00-0039410,Ryan Flournoy,DAL,WR,2025,2,11,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,52,28,5,1
00-0040009,Savion Williams,GB,WR,2025,2,11,16.0,2,6.7,0,0.0,0,0.0,0,0.0,0.0,27,30,3,1
00-0040590,Konata Mumpfield,LA,WR,2025,2,11,18.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,25,5,3
00-0039530,Brevyn Spann-Ford,DAL,TE,2025,2,11,12.0,0,0.0,1,1.9,0,0.0,0,0.0,1.0,52,28,5,1
00-0039798,Isaiah Davis,NYJ,RB,2025,2,10,21.0,0,0.0,3,14.3,0,0.0,0,0.0,8.3,21,21,1,0
00-0033854,Dare Ogunbowale,HOU,RB,2025,2,10,20.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,23,19,4,1
00-0035021,Ashton Dulin,IND,WR,2025,2,10,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,32,2,2
00-0040131,Kyle Williams,NE,WR,2025,2,10,17.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,23,30,3,1
00-0036265,AJ Dillon,PHI,RB,2025,2,10,17.0,3,8.8,0,0.0,0,0.0,0,0.0,0.0,21,34,0,4
00-0038839,Mitchell Tinsley,CIN,WR,2025,2,10,14.0,0,0.0,1,2.3,1,33.3,0,0.0,13.0,43,17,3,4
00-0030564,DeAndre Hopkins,BAL,WR,2025,2,10,18.0,0,0.0,2,7.1,1,14.3,0,0.0,32.0,28,21,7,2
00-0035500,Greg Dortch,ARI,WR,2025,2,10,18.0,0,0.0,1,4.0,0,0.0,0,0.0,11.0,25,22,3,3
00-0038752,Jake Bobo,SEA,WR,2025,2,10,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30,29,0,0
00-0036328,Antonio Gibson,NE,RB,2025,2,10,17.0,5,16.7,1,4.3,0,0.0,0,0.0,-4.0,23,30,3,1
00-0039794,Braelon Allen,NYJ,RB,2025,2,9,19.0,2,9.5,1,4.8,0,0.0,0,0.0,0.0,21,21,1,0
00-0035298,Scott Miller,PIT,WR,2025,2,9,15.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,21,2,2
00-0036628,John Bates,WAS,TE,2025,2,9,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,19,0,0
00-0037539,Lucas Krull,DEN,TE,2025,2,9,16.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30,24,3,3
00-0034272,Marquez Valdes-Scantling,SF,WR,2025,2,9,13.0,0,0.0,1,2.6,0,0.0,0,0.0,16.0,38,26,1,0
00-0034854,KhaDarel Hodge,ATL,WR,2025,2,9,14.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,39,3,1
00-0037304,Connor Heyward,PIT,TE,2025,2,9,15.0,0,0.0,1,3.1,0,0.0,0,0.0,5.0,32,21,2,2
00-0033757,Robert Tonyan,KC,TE,2025,2,8,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,29,26,2,0
00-0038492,Jason Brownlee,KC,WR,2025,2,8,13.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,29,26,2,0
00-0037093,Dareke Young,SEA,WR,2025,2,8,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30,29,0,0
00-0039650,Bryce Oliver,TEN,WR,2025,2,8,12.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,31,26,3,0
00-0039589,Kameron Johnson,TB,WR,2025,2,7,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,36,30,3,1
00-0037614,John Metchie III,PHI,WR,2025,2,7,12.0,0,0.0,1,4.8,0,0.0,0,0.0,-3.0,21,34,0,4
00-0040198,Ollie Gordon II,MIA,RB,2025,2,7,12.0,1,6.7,1,3.1,0,0.0,0,0.0,-3.0,32,15,2,0
00-0039890,Adonai Mitchell,IND,WR,2025,2,7,10.0,0,0.0,4,12.1,0,0.0,0,0.0,26.8,33,32,2,2
00-0034365,Ian Thomas,LV,TE,2025,2,7,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,19,4,0
00-0037594,Julius Chestnut,TEN,RB,2025,2,7,11.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,31,26,3,0
00-0040187,Mitchell Evans,CAR,TE,2025,2,6,7.0,0,0.0,1,1.9,0,0.0,0,0.0,5.0,53,21,6,3
00-0038643,Brayden Willis,SF,TE,2025,2,6,8.0,0,0.0,1,2.6,0,0.0,0,0.0,2.0,38,26,1,0
00-0038564,Cameron Latu,PHI,TE,2025,2,6,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,34,0,4
00-0034798,Durham Smythe,CHI,TE,2025,2,6,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,27,2,1
00-0040184,KeAndre Lambert-Smith,LAC,WR,2025,2,6,10.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27,26,1,3
00-0038797,Emanuel Wilson,GB,RB,2025,2,5,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27,30,3,1
00-0040179,DJ Giddens,IND,RB,2025,2,5,7.0,0,0.0,1,3.0,0,0.0,0,0.0,-6.0,33,32,2,2
00-0040729,Jack Bech,LV,WR,2025,2,5,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,19,4,0
00-0040078,Brashard Smith,KC,RB,2025,2,5,8.0,1,3.8,1,3.4,0,0.0,0,0.0,0.0,29,26,2,0
00-0039146,Jayden Reed,GB,WR,2025,2,5,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27,30,3,1
00-0038573,Derius Davis,LAC,WR,2025,2,5,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27,26,1,3
00-0037311,Ko Kieft,TB,TE,2025,2,5,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,36,30,3,1
00-0036620,Dee Eskridge,MIA,WR,2025,2,4,7.0,0,0.0,1,3.1,0,0.0,0,0.0,7.0,32,15,2,0
00-0040244,Moliki Matavao,NO,TE,2025,2,4,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,34,30,3,0
00-0038710,Blake Whiteheart,CLE,TE,2025,2,4,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,22,2,0
00-0040737,Terrance Ferguson,LA,TE,2025,2,4,7.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,25,5,3
00-0040509,Ben Yurosek,MIN,TE,2025,2,4,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0035250,Devin Singletary,NYG,RB,2025,2,4,6.0,1,4.8,1,2.5,0,0.0,0,0.0,-7.0,40,21,5,1
00-0039912,Ben Sinnott,WAS,TE,2025,2,3,4.0,0,0.0,1,2.4,0,0.0,0,0.0,7.0,41,19,0,0
00-0036497,Tim Jones,MIN,WR,2025,2,3,6.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0036862,Ben Skowronek,PIT,WR,2025,2,3,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,21,2,2
00-0040075,LaJohntay Wester,BAL,WR,2025,2,3,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,21,7,2
00-0035567,Craig Reynolds,DET,RB,2025,2,3,5.0,3,10.0,0,0.0,0,0.0,0,0.0,0.0,28,30,2,3
00-0035359,David Sills,ATL,WR,2025,2,3,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,39,3,1
00-0040241,Dominic Lovett,DET,WR,2025,2,3,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,30,2,3
00-0038359,Xavier Smith,LA,WR,2025,2,2,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,25,5,3
00-0040142,Kaleb Johnson,PIT,RB,2025,2,2,3.0,1,4.8,0,0.0,0,0.0,0,0.0,0.0,32,21,2,2
00-0038090,Skyy Moore,SF,WR,2025,2,2,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,38,26,1,0
00-0040644,Trevor Etienne,CAR,RB,2025,2,2,2.0,0,0.0,1,1.9,0,0.0,0,0.0,-3.0,53,21,6,3
00-0038519,Nikko Remigio,KC,WR,2025,2,2,3.0,0,0.0,1,3.4,0,0.0,0,0.0,18.0,29,26,2,0
00-0038576,Charlie Jones,CIN,WR,2025,2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,17,3,4
00-0035602,Alex Bachman,LV,WR,2025,2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,19,4,0
00-0037004,Hunter Long,JAC,TE,2025,2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,27,6,0
00-0038951,Sean Tucker,TB,RB,2025,2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,36,30,3,1
00-0037617,Hassan Haskins,LAC,RB,2025,2,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,27,26,1,3
00-0039686,Colson Yankoff,WAS,TE,2025,2,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,19,0,0
00-0038705,Emari Demercado,ARI,RB,2025,2,1,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,22,3,3
00-0038896,Jacob Saylors,DET,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,30,2,3
00-0038678,Jordan Mims,TEN,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,31,26,3,0
00-0039299,George Holani,SEA,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,30,29,0,0
00-0039796,Rasheen Ali,BAL,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,21,7,2
00-0038597,Chase Brown,,RB,2025,2,0,0.0,16,0.0,3,0.0,0,0.0,3,0.0,2.7,0,0,0,0
00-0039363,Isaac Guerendo,SF,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,38,26,1,0
00-0039603,British Brooks,HOU,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,23,19,4,1
00-0040506,Myles Price,MIN,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0037157,Bam Knight,ARI,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,22,3,3
00-0031763,DeAndre Carter,CLE,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,22,2,0
00-0036534,Shane Zylstra,DET,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,28,30,2,3
00-0038590,Justin Shorter,LV,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,19,4,0
00-0037475,Stone Smartt,NYJ,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,21,1,0
00-0036646,Simi Fehoko,ARI,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,22,3,3
00-0039648,David Martin-Robinson,TEN,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,31,26,3,0
00-0036590,Quintin Morris,JAC,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,41,27,6,0
00-0040432,Beaux Collins,NYG,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,40,21,5,1
00-0038440,Zavier Scott,MIN,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0040692,Jarquez Hunter,LA,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,25,5,3
00-0036331,Devin Duvernay,CHI,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,27,2,1
00-0034613,Tanner Hudson,CIN,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,43,17,3,4
00-0037745,Velus Jones Jr.,NO,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,34,30,3,0
00-0039816,Anthony Gould,IND,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,32,2,2
00-0035645,Gunner Olszewski,NYG,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,40,21,5,1
00-0039451,Isaiah Williams,NYJ,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,21,1,0
00-0032394,Nick Vannett,MIN,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0038555,Tank Bigsby,PHI,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,34,0,4
00-0034115,Jeff Wilson,MIA,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,32,15,2,0
00-0036825,Feleipe Franks,ATL,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,39,3,1
00-0039021,Roschon Johnson,CHI,RB,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,33,27,2,1
00-0040154,Tai Felton,MIN,WR,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,21,19,1,0
00-0036332,Josiah Deguara,ARI,TE,2025,2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,25,22,3,3
