Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
52,,KC Concepcion,CLE,WR,11,,,,
53,,Jayden Higgins,HOU,WR,8,,,,
54,,Romeo Doubs,NE,WR,11,,,,
55,,Khalil Shakir,BUF,WR,7,,,,
56,,Rashid Shaheed,SEA,WR,11,,,,
57,,Matthew Golden,GB,WR,11,,,,
58,,Jauan Jennings,MIN,WR,6,,,,
59,,Jalen McMillan,TB,WR,10,,,,
60,,Omar Cooper Jr.,NYJ,WR,13,,,,
61,,Adonai Mitchell,NYJ,WR,13,,,,
62,,Denzel Boston,CLE,WR,11,,,,
63,,Antonio Williams,WAS,WR,7,,,,
64,,Malik Washington,MIA,WR,6,,,,
65,,Jalen Nailor,LV,WR,13,,,,
66,,Jaylin Noel,HOU,WR,8,,,,
67,,Tre Tucker,LV,WR,13,,,,
68,,Travis Hunter,JAC,WR,7,,,,
69,,Ryan Flournoy,DAL,WR,14,,,,
70,,Isaac TeSlaa,DET,WR,6,,,,
71,,Deebo Samuel Sr.,FA,WR,,,,,
72,,Jerry Jeudy,CLE,WR,11,,,,
73,,Tre' Harris,LAC,WR,7,,,,
74,,Zachariah Branch,ATL,WR,11,,,,
75,,Germie Bernard,PIT,WR,9,,,,
76,,Brandon Aiyuk,SF,WR,8,,,,
77,,Malachi Fields,NYG,WR,8,,,,
78,,De'Zhaun Stribling,SF,WR,8,,,,
79,,Dontayvion Wicks,PHI,WR,10,,,,
80,,Pat Bryant,DEN,WR,10,,,,
81,,Rashod Bateman,BAL,WR,13,,,,
82,,Darnell Mooney,NYG,WR,8,,,,
83,,Tank Dell,HOU,WR,8,,,,
84,,Tyreek Hill,FA,WR,,,,,
85,,Ted Hurst III,TB,WR,10,,,,
86,,Chris Bell,MIA,WR,6,,,,
87,,Troy Franklin,DEN,WR,10,,,,
88,,Elijah Sarratt,BAL,WR,13,,,,
89,,Skyler Bell,BUF,WR,7,,,,
90,,Tory Horton,SEA,WR,11,,,,
91,,Darius Slayton,NYG,WR,8,,,,
92,,Tyquan Thornton,KC,WR,5,,,,
93,,Jahan Dotson,ATL,WR,11,,,,
94,,Calvin Ridley,TEN,WR,9,,,,
95,,Hollywood Brown,PHI,WR,10,,,,
96,,Jalen Tolbert,MIA,WR,6,,,,
97,,Keon Coleman,BUF,WR,7,,,,
98,,Christian Kirk,SF,WR,8,,,,
99,,Marvin Mims Jr.,DEN,WR,10,,,,
100,,Treylon Burks,WAS,WR,7,,,,
101,,Ja'Kobi Lane,BAL,WR,13,,,,
102,,Keenan Allen,LAC,WR,7,,,,
103,,Cooper Kupp,SEA,WR,11,,,,
104,,Devaughn Vele,NO,WR,8,,,,
105,,Elic Ayomanor,TEN,WR,9,,,,
106,,Chris Brazzell II,CAR,WR,5,,,,
107,,Caleb Douglas,MIA,WR,6,,,,
108,,Konata Mumpfield,LAR,WR,11,,,,
109,,Kayshon Boutte,NE,WR,11,,,,
110,,Andrei Iosivas,CIN,WR,6,,,,
111,,Jack Bech,LV,WR,13,,,,
112,,Jalen Royals,KC,WR,5,,,,
113,,Savion Williams,GB,WR,11,,,,
114,,Kevin Coleman Jr.,MIA,WR,6,,,,
115,,Kalif Raymond,CHI,WR,10,,,,
116,,Zavion Thomas,CHI,WR,10,,,,
117,,Ashton Dulin,IND,WR,13,,,,
118,,Dyami Brown,WAS,WR,7,,,,
119,,Brenen Thompson,LAC,WR,7,,,,
120,,KaVontae Turpin,DAL,WR,14,,,,
121,,Kendrick Bourne,ARI,WR,14,,,,
122,,Isaiah Bond,CLE,WR,11,,,,
123,,Tutu Atwell,MIA,WR,6,,,,
124,,Kyle Williams,NE,WR,11,,,,
125,,DeMario Douglas,NE,WR,11,,,,
126,,Devontez Walker,BAL,WR,13,,,,
127,,Malik Benson,LV,WR,13,,,,
128,,Olamide Zaccheaus,ATL,WR,11,,,,
129,,Jordan Whittington,LAR,WR,11,,,,
130,,Calvin Austin III,NYG,WR,8,,,,
131,,Cyrus Allen,KC,WR,5,,,,
132,,Xavier Legette,CAR,WR,5,,,,
133,,Nick Westbrook-Ikhine,IND,WR,13,,,,
134,,Colbie Young,CIN,WR,6,,,,
135,,Van Jefferson,WAS,WR,7,,,,
