Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
42,RB16,Kyren Williams,LAR,RB,11,6,46,46,0.00
43,RB17,D'Andre Swift,CHI,RB,10,6,47,47,0.00
44,WR24,Mike Evans,SF,WR,8,6,48,48,0.00
45,WR25,Chris Godwin Jr.,TB,WR,10,6,49,49,0.00
46,RB18,Travis Etienne Jr.,NO,RB,8,6,50,50,0.00
47,WR26,Davante Adams,LAR,WR,11,6,51,51,0.00
48,WR27,DJ Moore,BUF,WR,7,6,52,52,0.00
49,RB19,Bucky Irving,TB,RB,10,6,53,53,0.00
50,WR28,Jameson Williams,DET,WR,6,7,55,55,0.00
51,RB20,Cam Skattebo,NYG,RB,8,7,56,56,0.00
52,TE4,Tyler Warren,IND,TE,13,7,57,57,0.00
53,RB21,Quinshon Judkins,CLE,RB,11,7,58,58,0.00
54,WR29,Rome Odunze,CHI,WR,10,7,60,60,0.00
55,RB22,David Montgomery,HOU,RB,8,7,61,61,0.00
56,WR30,Marvin Harrison Jr.,ARI,WR,14,7,62,62,0.00
57,WR31,Parker Washington,JAC,WR,7,7,64,64,0.00
58,RB23,Jadarian Price,SEA,RB,11,7,65,65,0.00
59,TE5,Kyle Pitts Sr.,ATL,TE,11,7,66,66,0.00
60,RB24,Rhamondre Stevenson,NE,RB,11,7,67,67,0.00
61,WR32,Terry McLaurin,WAS,WR,7,7,68,68,0.00
62,WR33,Quentin Johnston,LAC,WR,7,7,69,69,0.00
63,WR34,DK Metcalf,PIT,WR,9,7,71,71,0.00
64,RB25,Jaylen Warren,PIT,RB,9,8,72,72,0.00
65,TE6,Sam LaPorta,DET,TE,6,8,73,73,0.00
66,RB26,Bhayshul Tuten,JAC,RB,7,8,75,75,0.00
67,WR35,Carnell Tate,TEN,WR,9,8,76,76,0.00
68,RB27,TreVeyon Henderson,NE,RB,11,8,77,77,0.00
69,RB28,Jonathon Brooks,CAR,RB,5,8,78,78,0.00
70,RB29,Rico Dowdle,PIT,RB,9,8,80,80,0.00
71,WR36,Stefon Diggs,WAS,WR,7,8,81,81,0.00
72,WR37,Josh Downs,IND,WR,13,8,82,82,0.00
73,WR38,Jayden Reed,GB,WR,11,8,83,83,0.00
74,RB30,Chuba Hubbard,CAR,RB,5,8,84,84,0.00
75,TE7,Harold Fannin Jr.,CLE,TE,11,8,85,85,0.00
76,RB31,Tony Pollard,TEN,RB,9,8,86,86,0.00
77,TE8,Tucker Kraft,GB,TE,11,8,87,87,0.00
78,WR39,KC Concepcion,CLE,WR,11,8,88,88,0.00
79,RB32,Blake Corum,LAR,RB,11,8,89,89,0.00
80,WR40,Courtland Sutton,DEN,WR,10,8,90,90,0.00
81,WR41,De'Zhaun Stribling,SF,WR,8,8,91,91,0.00
82,RB33,RJ Harvey,DEN,RB,10,8,93,93,0.00
83,WR42,Brian Thomas Jr.,JAC,WR,7,9,94,94,0.00
84,TE9,George Kittle,SF,TE,8,9,95,95,0.00
85,WR43,Wan'Dale Robinson,TEN,WR,9,9,96,96,0.00
86,TE10,Dallas Goedert,PHI,TE,10,9,97,97,0.00
87,RB34,Kenny Gainwell,TB,RB,10,9,99,99,0.00
88,WR44,Michael Wilson,ARI,WR,14,9,100,100,0.00
89,RB35,MarShawn Lloyd,GB,RB,11,9,102,102,0.00
90,RB36,J.K. Dobbins,DEN,RB,10,9,103,103,0.00
91,TE11,Dalton Kincaid,BUF,TE,7,9,106,106,0.00
92,WR45,Alec Pierce,IND,WR,13,9,107,107,0.00
93,WR46,Michael Pittman Jr.,PIT,WR,9,9,109,109,0.00
94,WR47,Jalen Coker,CAR,WR,5,9,110,110,0.00
95,TE12,Juwan Johnson,NO,TE,8,9,111,111,0.00
96,TE13,Travis Kelce,KC,TE,5,9,112,112,0.00
97,WR48,Makai Lemon,PHI,WR,10,9,115,115,0.00
98,WR49,Jordan Addison,MIN,WR,6,9,116,116,0.00
99,RB37,Mike Washington Jr.,LV,RB,13,9,117,117,0.00
100,RB38,Jonah Coleman,DEN,RB,10,9,118,118,0.00
101,RB39,Jacory Croskey-Merritt,WAS,RB,7,10,120,120,0.00
102,WR50,Matthew Golden,GB,WR,11,10,121,121,0.00
103,RB40,Jordan Mason,MIN,RB,6,10,122,122,0.00
104,WR51,Xavier Worthy,KC,WR,5,10,123,123,0.00
105,TE14,Jake Ferguson,DAL,TE,14,10,124,124,0.00
106,WR52,Jakobi Meyers,JAC,WR,7,10,126,126,0.00
107,RB41,Chris Rodriguez Jr.,JAC,RB,7,10,127,127,0.00
108,WR53,Deebo Samuel Sr.,SF,WR,8,10,128,128,0.00
109,RB42,Tyjae Spears,TEN,RB,9,10,130,130,0.00
110,TE15,Isaiah Likely,NYG,TE,8,10,131,131,0.00
111,RB43,Woody Marks,HOU,RB,8,10,132,132,0.00
112,WR54,Romeo Doubs,NE,WR,11,10,133,133,0.00
113,RB44,Aaron Jones Sr.,MIN,RB,6,10,135,135,0.00
114,WR55,Tre Tucker,LV,WR,13,10,136,136,0.00
115,WR56,Denzel Boston,CLE,WR,11,10,137,137,0.00
116,TE16,Brenton Strange,JAC,TE,7,10,138,138,0.00
117,WR57,Khalil Shakir,BUF,WR,7,10,140,140,0.00
118,RB45,Rachaad White,WAS,RB,7,10,141,141,0.00
119,WR58,Rashid Shaheed,SEA,WR,11,10,142,142,0.00
120,RB46,Emmett Johnson,KC,RB,5,10,143,143,0.00
121,TE17,Hunter Henry,NE,TE,11,10,144,144,0.00
122,RB47,Tyler Allgeier,ARI,RB,14,10,145,145,0.00
123,RB48,Dylan Sampson,CLE,RB,11,10,146,146,0.00
124,RB49,Kyle Monangai,CHI,RB,10,10,148,148,0.00
125,WR59,Adonai Mitchell,NYJ,WR,13,10,149,149,0.00
126,WR60,Ryan Flournoy,DAL,WR,14,11,150,150,0.00
127,RB50,Keaton Mitchell,LAC,RB,7,11,152,152,0.00
128,WR61,Pat Bryant,DEN,WR,10,11,154,154,0.00
129,TE18,Mark Andrews,BAL,TE,13,11,155,155,0.00
130,RB51,Josh Jacobs,GB,RB,11,11,156,156,0.00
131,RB52,Malik Davis,DAL,RB,14,11,157,157,0.00
132,TE19,Dalton Schultz,HOU,TE,8,11,158,158,0.00
133,RB53,Tank Bigsby,PHI,RB,10,11,160,160,0.00
134,RB54,Kaelon Black,SF,RB,8,11,162,162,0.00
135,WR62,Jordyn Tyson,NO,WR,8,11,163,163,0.00
136,RB55,Zach Charbonnet,SEA,RB,11,11,164,164,0.00
137,WR63,Ja'Kobi Lane,BAL,WR,13,11,165,165,0.00
138,WR64,Jalen McMillan,TB,WR,10,11,166,166,0.00
139,WR65,Tre' Harris,LAC,WR,7,11,168,168,0.00
140,RB56,Braelon Allen,NYJ,RB,13,11,169,169,0.00
141,WR66,Kayshon Boutte,HOU,WR,8,11,170,170,0.00
142,TE20,Chig Okonkwo,WAS,TE,7,11,173,173,0.00
143,WR67,Dontayvion Wicks,PHI,WR,10,11,174,174,0.00
144,RB57,Ray Davis,BUF,RB,7,11,175,175,0.00
145,WR68,Jalen Nailor,LV,WR,13,11,176,176,0.00
146,RB58,Najee Harris,NYG,RB,8,11,177,177,0.00
147,WR69,Rashod Bateman,BAL,WR,13,11,178,178,0.00
148,WR70,Jauan Jennings,MIN,WR,6,11,180,180,0.00
149,TE21,T.J. Hockenson,MIN,TE,6,11,181,181,0.00
150,RB59,Kimani Vidal,LAC,RB,7,11,182,182,0.00
151,WR71,Keenan Allen,IND,WR,13,11,184,184,0.00
152,RB60,Brian Robinson Jr.,ATL,RB,11,12,189,189,0.00
153,WR72,Cyrus Allen,KC,WR,5,12,195,195,0.00
154,TE22,AJ Barner,SEA,TE,11,12,196,196,0.00
155,WR73,Jerry Jeudy,CLE,WR,11,12,197,197,0.00
156,WR74,Jaylin Noel,HOU,WR,8,12,199,199,0.00
157,RB61,Jordan James,SF,RB,8,12,201,201,0.00
158,WR75,Ted Hurst III,TB,WR,10,12,202,202,0.00
159,TE23,Cade Otton,TB,TE,10,12,203,203,0.00
160,WR76,Caleb Douglas,MIA,WR,6,12,205,205,0.00
161,WR77,Travis Hunter,JAC,WR,7,12,208,208,0.00
162,TE24,Terrance Ferguson,LAR,TE,11,12,209,209,0.00
163,WR78,Omar Cooper Jr.,NYJ,WR,13,12,210,210,0.00
164,WR79,Chris Bell,MIA,WR,6,12,218,218,0.00
165,RB62,Alvin Kamara,NO,RB,8,12,219,219,0.00
166,WR80,Devaughn Vele,NO,WR,8,12,221,221,0.00
167,RB63,Sean Tucker,TB,RB,10,12,222,222,0.00
168,WR81,Troy Franklin,DEN,WR,10,12,223,223,0.00
169,WR82,Malik Washington,MIA,WR,6,12,224,224,0.00
170,WR83,Calvin Ridley,TEN,WR,9,12,225,225,0.00
171,TE25,Pat Freiermuth,PIT,TE,9,13,226,226,0.00
172,WR84,Keon Coleman,BUF,WR,7,13,227,227,0.00
173,RB64,Demond Claiborne,MIN,RB,6,13,228,228,0.00
174,TE26,Darnell Washington,PIT,TE,9,13,229,229,0.00
175,WR85,Darnell Mooney,NYG,WR,8,13,230,230,0.00
176,RB65,Samaje Perine,CIN,RB,6,13,231,231,0.00
177,WR86,Tyquan Thornton,KC,WR,5,13,232,232,0.00
178,RB66,Justice Hill,BAL,RB,13,13,233,233,0.00
179,RB67,Seth McGowan,IND,RB,13,13,234,234,0.00
180,TE27,Gunnar Helm,TEN,TE,9,13,236,236,0.00
181,RB68,Emanuel Wilson,SEA,RB,11,13,237,237,0.00
182,RB69,Kendre Miller,NO,RB,8,13,238,238,0.00
183,WR87,Jack Bech,LV,WR,13,13,239,239,0.00
184,WR88,Cooper Kupp,SEA,WR,11,13,241,241,0.00
185,RB70,Tyrone Tracy Jr.,NYG,RB,8,13,243,243,0.00
186,WR89,Germie Bernard,PIT,WR,9,13,244,244,0.00
187,WR90,Malachi Fields,NYG,WR,8,13,245,245,0.00
188,TE28,Evan Engram,DEN,TE,10,13,246,246,0.00
189,WR91,Antonio Williams,WAS,WR,7,13,247,247,0.00
190,RB71,Nicholas Singleton,TEN,RB,9,13,248,248,0.00
191,RB72,Kaytron Allen,WAS,RB,7,13,251,251,0.00
192,TE29,Greg Dulcich,MIA,TE,6,13,254,254,0.00
193,TE30,Colby Parkinson,LAR,TE,11,13,256,256,0.00
194,RB73,James Conner,ARI,RB,14,13,257,257,0.00
195,WR92,Darius Slayton,NYG,WR,8,13,258,258,0.00
196,TE31,Kenyon Sadiq,NYJ,TE,13,13,259,259,0.00
197,RB74,DJ Giddens,IND,RB,13,13,260,260,0.00
198,TE32,David Njoku,LAC,TE,7,13,261,261,0.00
199,WR93,Isaac TeSlaa,DET,WR,6,13,262,262,0.00
200,RB75,George Holani,SEA,RB,11,13,263,263,0.00
201,WR94,Demarcus Robinson,SF,WR,8,13,264,264,0.00
202,WR95,Bryce Lance,NO,WR,8,13,265,265,0.00
203,RB76,Ollie Gordon II,MIA,RB,6,13,266,266,0.00
204,WR96,Elijah Sarratt,BAL,WR,13,13,267,267,0.00
205,TE33,Oronde Gadsden II,LAC,TE,7,13,268,268,0.00
206,WR97,Zachariah Branch,ATL,WR,11,13,269,269,0.00
207,WR98,Tory Horton,SEA,WR,11,13,270,270,0.00
208,RB77,Kaleb Johnson,GB,RB,11,13,271,271,0.00
209,WR99,Chimere Dike,TEN,WR,9,14,272,272,0.00
210,WR100,Elic Ayomanor,TEN,WR,9,14,273,273,0.00
211,TE34,Michael Mayer,LV,TE,13,14,274,274,0.00
212,RB78,Isaiah Davis,NYJ,RB,13,14,275,275,0.00
213,WR101,Skyler Bell,BUF,WR,7,14,277,277,0.00
214,RB79,Jaylen Wright,MIA,RB,6,14,278,278,0.00
215,TE35,Charlie Kolar,LAC,TE,7,14,281,281,0.00
216,RB80,LeQuint Allen Jr.,JAC,RB,7,14,283,283,0.00
217,RB81,Brashard Smith,KC,RB,5,14,284,284,0.00
218,RB82,Devin Singletary,NYG,RB,8,14,286,286,0.00
219,TE36,Oscar Delp,NO,TE,8,14,287,287,0.00
220,RB83,Trevor Etienne,CAR,RB,5,14,288,288,0.00
221,RB84,Emari Demercado,DAL,RB,14,14,289,289,0.00
222,TE37,Mason Taylor,NYJ,TE,13,14,290,290,0.00
223,RB85,Trey Benson,ARI,RB,14,14,291,291,0.00
224,TE38,Theo Johnson,NYG,TE,8,14,292,292,0.00
225,RB86,Tahj Brooks,CIN,RB,6,14,293,293,0.00
226,RB87,Ty Johnson,BUF,RB,7,14,294,294,0.00
227,TE39,Mike Gesicki,CIN,TE,6,14,295,295,0.00
228,TE40,Tyler Higbee,LAR,TE,11,14,297,297,0.00
229,RB88,Sione Vaki,DET,RB,6,14,298,298,0.00
230,RB89,Chris Brooks,GB,RB,11,14,299,299,0.00
231,RB90,Devin Neal,FA,RB,,14,300,300,0.00
232,RB91,Adam Randall,BAL,RB,13,14,301,301,0.00
233,RB92,Jarquez Hunter,FA,RB,,14,302,302,0.00
234,TE41,Jake Tonges,SF,TE,8,14,303,303,0.00
235,TE42,Darren Waller,CAR,TE,5,14,306,306,0.00
236,TE43,Cole Kmet,CHI,TE,10,14,309,309,0.00
237,TE44,Eli Raridon,NE,TE,11,14,311,311,0.00
238,TE45,Erick All Jr.,CIN,TE,6,14,312,312,0.00
239,TE46,Eli Stowers,PHI,TE,10,14,314,314,0.00
