Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
52,,Adonai Mitchell,NYJ,WR,13,,,,
53,,Jalen McMillan,TB,WR,10,,,,
54,,Stefon Diggs,FA,WR,,,,,
55,,Michael Pittman Jr.,PIT,WR,9,,,,
56,,Matthew Golden,GB,WR,11,,,,
57,,Josh Downs,IND,WR,13,,,,
58,,Omar Cooper Jr.,NYJ,WR,13,,,,
59,,Antonio Williams,WAS,WR,7,,,,
60,,Travis Hunter,JAC,WR,7,,,,
61,,Denzel Boston,CLE,WR,11,,,,
62,,Isaac TeSlaa,DET,WR,6,,,,
63,,Brandon Aiyuk,SF,WR,8,,,,
64,,Romeo Doubs,NE,WR,11,,,,
65,,Jalen Nailor,LV,WR,13,,,,
66,,Zachariah Branch,ATL,WR,11,,,,
67,,Malik Washington,MIA,WR,6,,,,
68,,Ryan Flournoy,DAL,WR,14,,,,
69,,Khalil Shakir,BUF,WR,7,,,,
70,,Tre Tucker,LV,WR,13,,,,
71,,Tre' Harris,LAC,WR,7,,,,
72,,Skyler Bell,BUF,WR,7,,,,
73,,Malachi Fields,NYG,WR,8,,,,
74,,Deebo Samuel Sr.,FA,WR,,,,,
75,,De'Zhaun Stribling,SF,WR,8,,,,
76,,Germie Bernard,PIT,WR,9,,,,
77,,Jerry Jeudy,CLE,WR,11,,,,
78,,Dontayvion Wicks,PHI,WR,10,,,,
79,,Pat Bryant,DEN,WR,10,,,,
80,,Ja'Kobi Lane,BAL,WR,13,,,,
81,,Ted Hurst III,TB,WR,10,,,,
82,,Elijah Sarratt,BAL,WR,13,,,,
83,,Darnell Mooney,NYG,WR,8,,,,
84,,Jauan Jennings,MIN,WR,6,,,,
85,,Tory Horton,SEA,WR,11,,,,
86,,Chris Bell,MIA,WR,6,,,,
87,,Tank Dell,HOU,WR,8,,,,
88,,Tyreek Hill,FA,WR,,,,,
89,,Hollywood Brown,PHI,WR,10,,,,
90,,Jahan Dotson,ATL,WR,11,,,,
91,,Keon Coleman,BUF,WR,7,,,,
92,,Troy Franklin,DEN,WR,10,,,,
93,,Jaylin Noel,HOU,WR,8,,,,
94,,Tyquan Thornton,KC,WR,5,,,,
95,,Treylon Burks,WAS,WR,7,,,,
96,,Konata Mumpfield,LAR,WR,11,,,,
97,,Jalen Tolbert,MIA,WR,6,,,,
98,,Elic Ayomanor,TEN,WR,9,,,,
99,,Marvin Mims Jr.,DEN,WR,10,,,,
100,,Chris Brazzell II,CAR,WR,5,,,,
101,,Darius Slayton,NYG,WR,8,,,,
102,,Christian Kirk,SF,WR,8,,,,
103,,Devaughn Vele,NO,WR,8,,,,
104,,Jalen Royals,KC,WR,5,,,,
105,,Savion Williams,GB,WR,11,,,,
106,,Kayshon Boutte,NE,WR,11,,,,
107,,Keenan Allen,LAC,WR,7,,,,
108,,Rashod Bateman,BAL,WR,13,,,,
109,,Cooper Kupp,SEA,WR,11,,,,
110,,Kevin Coleman Jr.,MIA,WR,6,,,,
111,,Jack Bech,LV,WR,13,,,,
112,,Kalif Raymond,CHI,WR,10,,,,
113,,Zavion Thomas,CHI,WR,10,,,,
114,,Isaiah Bond,CLE,WR,11,,,,
115,,Ashton Dulin,IND,WR,13,,,,
116,,Brenen Thompson,LAC,WR,7,,,,
117,,Kyle Williams,NE,WR,11,,,,
118,,KaVontae Turpin,DAL,WR,14,,,,
119,,Calvin Ridley,TEN,WR,9,,,,
120,,Cyrus Allen,KC,WR,5,,,,
121,,Tutu Atwell,MIA,WR,6,,,,
122,,Caleb Douglas,MIA,WR,6,,,,
123,,DeMario Douglas,NE,WR,11,,,,
124,,Malik Benson,LV,WR,13,,,,
125,,Devontez Walker,BAL,WR,13,,,,
126,,Dyami Brown,WAS,WR,7,,,,
127,,Colbie Young,CIN,WR,6,,,,
128,,Jordan Whittington,LAR,WR,11,,,,
129,,Calvin Austin III,NYG,WR,8,,,,
130,,Nick Westbrook-Ikhine,IND,WR,13,,,,
131,,Van Jefferson,WAS,WR,7,,,,
132,,Olamide Zaccheaus,ATL,WR,11,,,,
133,,Andrei Iosivas,CIN,WR,6,,,,
134,,Xavier Legette,CAR,WR,5,,,,
135,,Kendrick Bourne,ARI,WR,14,,,,
