Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
84,WR84,Elijah Sarratt,BAL,WR,13,8,84,84,0.00
85,WR85,Tank Dell,HOU,WR,8,8,85,85,0.00
86,WR86,Chris Bell,MIA,WR,6,8,86,86,0.00
87,WR87,Tyreek Hill,FA,WR,,8,87,87,0.00
88,WR88,Tory Horton,SEA,WR,11,9,88,88,0.00
89,WR89,Troy Franklin,DEN,WR,10,9,89,89,0.00
90,WR90,Ja'Kobi Lane,BAL,WR,13,9,90,90,0.00
91,WR91,Jahan Dotson,ATL,WR,11,9,91,91,0.00
92,WR92,Hollywood Brown,PHI,WR,10,9,92,92,0.00
93,WR93,Tyquan Thornton,KC,WR,5,9,93,93,0.00
94,WR94,Keon Coleman,BUF,WR,7,9,94,94,0.00
95,WR95,Rashod Bateman,BAL,WR,13,9,95,95,0.00
96,WR96,Darius Slayton,NYG,WR,8,9,96,96,0.00
97,WR97,Jalen Tolbert,MIA,WR,6,9,97,97,0.00
98,WR98,Treylon Burks,WAS,WR,7,9,98,98,0.00
99,WR99,Marvin Mims Jr.,DEN,WR,10,9,99,99,0.00
100,WR100,Christian Kirk,SF,WR,8,9,100,100,0.00
101,WR101,Elic Ayomanor,TEN,WR,9,9,101,101,0.00
102,WR102,Konata Mumpfield,LAR,WR,11,9,102,102,0.00
103,WR103,Chris Brazzell II,CAR,WR,5,9,103,103,0.00
104,WR104,Devaughn Vele,NO,WR,8,9,104,104,0.00
105,WR105,Keenan Allen,LAC,WR,7,9,105,105,0.00
106,WR106,Cooper Kupp,SEA,WR,11,9,106,106,0.00
107,WR107,Calvin Ridley,TEN,WR,9,9,107,107,0.00
108,WR108,Jalen Royals,KC,WR,5,9,108,108,0.00
109,WR109,Kayshon Boutte,NE,WR,11,9,109,109,0.00
110,WR110,Savion Williams,GB,WR,11,9,110,110,0.00
111,WR111,Jack Bech,LV,WR,13,10,111,111,0.00
112,WR112,Kevin Coleman Jr.,MIA,WR,6,10,112,112,0.00
113,WR113,Kalif Raymond,CHI,WR,10,10,113,113,0.00
114,WR114,Zavion Thomas,CHI,WR,10,10,114,114,0.00
115,WR115,Caleb Douglas,MIA,WR,6,10,115,115,0.00
116,WR116,Ashton Dulin,IND,WR,13,10,116,116,0.00
117,WR117,Brenen Thompson,LAC,WR,7,10,117,117,0.00
118,WR118,Isaiah Bond,CLE,WR,11,10,118,118,0.00
119,WR119,Kyle Williams,NE,WR,11,10,119,119,0.00
120,WR120,KaVontae Turpin,DAL,WR,14,10,120,120,0.00
121,WR121,Dyami Brown,WAS,WR,7,10,121,121,0.00
122,WR122,Tutu Atwell,MIA,WR,6,10,122,122,0.00
123,WR123,Andrei Iosivas,CIN,WR,6,10,123,123,0.00
124,WR124,DeMario Douglas,NE,WR,11,10,124,124,0.00
125,WR125,Devontez Walker,BAL,WR,13,10,125,125,0.00
126,WR126,Malik Benson,LV,WR,13,10,126,126,0.00
127,WR127,Cyrus Allen,KC,WR,5,10,127,127,0.00
128,WR128,Kendrick Bourne,ARI,WR,14,10,128,128,0.00
129,WR129,Jordan Whittington,LAR,WR,11,10,129,129,0.00
130,WR130,Colbie Young,CIN,WR,6,10,130,130,0.00
131,WR131,Calvin Austin III,NYG,WR,8,10,131,131,0.00
132,WR132,Olamide Zaccheaus,ATL,WR,11,10,132,132,0.00
133,WR133,Nick Westbrook-Ikhine,IND,WR,13,10,133,133,0.00
134,WR134,Xavier Legette,CAR,WR,5,10,134,134,0.00
135,WR135,Van Jefferson,WAS,WR,7,10,135,135,0.00
