Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
37,RB37,Rhamondre Stevenson,NE,RB,11,5,37,37,0.00
38,RB38,Aaron Jones Sr.,MIN,RB,6,5,38,38,0.00
39,RB39,Jordan Mason,MIN,RB,6,5,39,39,0.00
40,RB40,RJ Harvey,DEN,RB,10,5,40,40,0.00
41,RB41,Tyrone Tracy Jr.,NYG,RB,8,6,41,41,0.00
42,RB42,Jonah Coleman,DEN,RB,10,6,42,42,0.00
43,RB43,Alvin Kamara,NO,RB,8,6,43,43,0.00
44,RB44,Nicholas Singleton,TEN,RB,9,6,44,44,0.00
45,RB45,Jonathon Brooks,CAR,RB,5,6,45,45,0.00
46,RB46,Braelon Allen,NYJ,RB,13,6,46,46,0.00
47,RB47,Jacory Croskey-Merritt,WAS,RB,7,6,47,47,0.00
48,RB48,Dylan Sampson,CLE,RB,11,6,48,48,0.00
49,RB49,Tyjae Spears,TEN,RB,9,6,49,49,0.00
50,RB50,Chris Rodriguez Jr.,JAC,RB,7,6,50,50,0.00
51,RB51,Isiah Pacheco,DET,RB,6,6,51,51,0.00
52,RB52,Zach Charbonnet,SEA,RB,11,6,52,52,0.00
53,RB53,Tyler Allgeier,ARI,RB,14,6,53,53,0.00
54,RB54,Kaytron Allen,WAS,RB,7,6,54,54,0.00
55,RB55,Emmett Johnson,KC,RB,5,6,55,55,0.00
56,RB56,Sean Tucker,TB,RB,10,6,56,56,0.00
57,RB57,Jaylen Wright,MIA,RB,6,7,57,57,0.00
58,RB58,Brian Robinson Jr.,ATL,RB,11,7,58,58,0.00
59,RB59,Demond Claiborne,MIN,RB,6,7,59,59,0.00
60,RB60,Trey Benson,ARI,RB,14,7,60,60,0.00
61,RB61,George Holani,SEA,RB,11,7,61,61,0.00
62,RB62,James Conner,ARI,RB,14,7,62,62,0.00
63,RB63,Kaleb Johnson,PIT,RB,9,7,63,63,0.00
64,RB64,Tank Bigsby,PHI,RB,10,7,64,64,0.00
65,RB65,Kimani Vidal,LAC,RB,7,7,65,65,0.00
66,RB66,Keaton Mitchell,LAC,RB,7,7,66,66,0.00
67,RB67,Devin Neal,NO,RB,8,7,67,67,0.00
68,RB68,Kendre Miller,NO,RB,8,7,68,68,0.00
69,RB69,Emanuel Wilson,SEA,RB,11,7,69,69,0.00
70,RB70,Mike Washington Jr.,LV,RB,13,7,70,70,0.00
71,RB71,Isaiah Davis,NYJ,RB,13,7,71,71,0.00
72,RB72,Ray Davis,BUF,RB,7,7,72,72,0.00
73,RB73,Najee Harris,LAC,RB,7,7,73,73,0.00
74,RB74,Jaleel McLaughlin,DEN,RB,10,7,74,74,0.00
75,RB75,Ollie Gordon II,MIA,RB,6,7,75,75,0.00
76,RB76,Brashard Smith,KC,RB,5,8,76,76,0.00
77,RB77,Isaac Guerendo,SF,RB,8,8,77,77,0.00
78,RB78,Ty Johnson,BUF,RB,7,8,78,78,0.00
79,RB79,Jerome Ford,WAS,RB,7,8,79,79,0.00
80,RB80,Malik Davis,DAL,RB,14,8,80,80,0.00
81,RB81,Bam Knight,ARI,RB,14,8,81,81,0.00
82,RB82,DJ Giddens,IND,RB,13,8,82,82,0.00
83,RB83,Audric Estime,NO,RB,8,8,83,83,0.00
84,RB84,Jarquez Hunter,LAR,RB,11,8,84,84,0.00
85,RB85,Devin Singletary,NYG,RB,8,8,85,85,0.00
86,RB86,MarShawn Lloyd,GB,RB,11,8,86,86,0.00
87,RB87,LeQuint Allen Jr.,JAC,RB,7,8,87,87,0.00
88,RB88,Trevor Etienne,CAR,RB,5,8,88,88,0.00
89,RB89,Justice Hill,BAL,RB,13,8,89,89,0.00
90,RB90,Chris Brooks,GB,RB,11,8,90,90,0.00
91,RB91,Emari Demercado,KC,RB,5,8,91,91,0.00
92,RB92,Jaydon Blue,DAL,RB,14,8,92,92,0.00
93,RB93,Kareem Hunt,FA,RB,,8,93,93,0.00
94,RB94,Michael Carter,TEN,RB,9,8,94,94,0.00
95,RB95,Samaje Perine,CIN,RB,6,8,95,95,0.00
96,RB96,Nick Chubb,FA,RB,,8,96,96,0.00
97,RB97,Tahj Brooks,CIN,RB,6,8,97,97,0.00
98,RB98,Will Shipley,PHI,RB,10,8,98,98,0.00
