Rank,Pos Rank,Player,Team,Position,Bye,Tier,Rank Min,Rank Max,Rank Std
1,WR1,Ja'Marr Chase,CIN,WR,6,1,1,1,0.00
2,RB1,Bijan Robinson,ATL,RB,11,1,2,2,0.00
3,WR2,Puka Nacua,LAR,WR,11,1,3,3,0.00
4,WR3,Jaxon Smith-Njigba,SEA,WR,11,1,4,4,0.00
5,RB2,Jahmyr Gibbs,DET,RB,6,2,5,5,0.00
6,WR4,CeeDee Lamb,DAL,WR,14,2,6,6,0.00
7,RB3,Christian McCaffrey,SF,RB,8,2,7,7,0.00
8,WR5,Amon-Ra St. Brown,DET,WR,6,2,8,8,0.00
9,WR6,Justin Jefferson,MIN,WR,6,2,9,9,0.00
10,RB4,Jonathan Taylor,IND,RB,13,3,10,10,0.00
11,WR7,Drake London,ATL,WR,11,3,11,11,0.00
12,WR8,Tetairoa McMillan,CAR,WR,5,3,12,12,0.00
13,RB5,Ashton Jeanty,LV,RB,13,3,13,13,0.00
14,WR9,Emeka Egbuka,TB,WR,10,3,14,14,0.00
15,WR10,A.J. Brown,NE,WR,11,3,15,15,0.00
16,TE1,Trey McBride,ARI,TE,14,3,16,16,0.00
17,RB6,De'Von Achane,MIA,RB,6,3,17,17,0.00
18,WR11,George Pickens,DAL,WR,14,4,18,18,0.00
19,WR12,Nico Collins,HOU,WR,8,4,19,19,0.00
20,WR13,Malik Nabers,NYG,WR,8,4,20,20,0.00
21,RB7,Chase Brown,CIN,RB,6,4,21,21,0.00
22,TE2,Brock Bowers,LV,TE,13,4,22,22,0.00
23,RB8,Omarion Hampton,LAC,RB,7,4,23,23,0.00
24,RB9,Saquon Barkley,PHI,RB,10,4,24,24,0.00
25,WR14,Ladd McConkey,LAC,WR,7,4,26,26,0.00
26,WR15,Garrett Wilson,NYJ,WR,13,5,28,28,0.00
27,WR16,Jaylen Waddle,DEN,WR,10,5,29,29,0.00
28,RB10,Jeremiyah Love,ARI,RB,14,5,31,31,0.00
29,TE3,Colston Loveland,CHI,TE,10,5,32,32,0.00
30,RB11,James Cook III,BUF,RB,7,5,33,33,0.00
31,RB12,Kenneth Walker III,KC,RB,5,5,34,34,0.00
32,WR17,Rashee Rice,KC,WR,5,5,35,35,0.00
33,WR18,Luther Burden III,CHI,WR,10,5,36,36,0.00
34,WR19,Mike Evans,SF,WR,8,5,38,38,0.00
35,RB13,Breece Hall,NYJ,RB,13,5,39,39,0.00
36,WR20,Tee Higgins,CIN,WR,6,5,40,40,0.00
37,RB14,TreVeyon Henderson,NE,RB,11,6,41,41,0.00
38,WR21,DeVonta Smith,PHI,WR,10,6,42,42,0.00
39,RB15,Javonte Williams,DAL,RB,14,6,43,43,0.00
40,WR22,Terry McLaurin,WAS,WR,7,6,44,44,0.00
41,WR23,Chris Olave,NO,WR,8,6,45,45,0.00
42,RB16,Derrick Henry,BAL,RB,13,6,46,46,0.00
43,RB17,Travis Etienne Jr.,NO,RB,8,6,47,47,0.00
44,WR24,Zay Flowers,BAL,WR,13,6,48,48,0.00
45,WR25,DK Metcalf,PIT,WR,9,6,49,49,0.00
46,RB18,Kyren Williams,LAR,RB,11,6,50,50,0.00
47,WR26,Jordyn Tyson,NO,WR,8,6,51,51,0.00
48,WR27,Rome Odunze,CHI,WR,10,6,52,52,0.00
49,RB19,Cam Skattebo,NYG,RB,8,6,53,53,0.00
50,WR28,Davante Adams,LAR,WR,11,6,55,55,0.00
51,RB20,Jadarian Price,SEA,RB,11,6,56,56,0.00
52,TE4,Tyler Warren,IND,TE,13,7,57,57,0.00
53,RB21,Josh Jacobs,GB,RB,11,7,58,58,0.00
54,WR29,Carnell Tate,TEN,WR,9,7,60,60,0.00
55,RB22,Bucky Irving,TB,RB,10,7,61,61,0.00
56,WR30,Alec Pierce,IND,WR,13,7,62,62,0.00
57,WR31,Jameson Williams,DET,WR,6,7,64,64,0.00
58,RB23,Quinshon Judkins,CLE,RB,11,7,65,65,0.00
59,TE5,Kyle Pitts Sr.,ATL,TE,11,7,66,66,0.00
60,RB24,Jaylen Warren,PIT,RB,9,7,67,67,0.00
61,WR32,DJ Moore,BUF,WR,7,7,68,68,0.00
62,WR33,Marvin Harrison Jr.,ARI,WR,14,7,69,69,0.00
63,WR34,Michael Wilson,ARI,WR,14,7,71,71,0.00
64,RB25,David Montgomery,HOU,RB,8,7,72,72,0.00
65,TE6,Harold Fannin Jr.,CLE,TE,11,7,73,73,0.00
66,RB26,D'Andre Swift,CHI,RB,10,7,75,75,0.00
67,WR35,Brian Thomas Jr.,JAC,WR,7,8,76,76,0.00
68,RB27,Kenny Gainwell,TB,RB,10,8,77,77,0.00
69,RB28,Kyle Monangai,CHI,RB,10,8,78,78,0.00
70,RB29,Rico Dowdle,PIT,RB,9,8,80,80,0.00
71,WR36,KC Concepcion,CLE,WR,11,8,81,81,0.00
72,WR37,Michael Pittman Jr.,PIT,WR,9,8,82,82,0.00
73,WR38,Wan'Dale Robinson,TEN,WR,9,8,83,83,0.00
74,RB30,Bhayshul Tuten,JAC,RB,7,8,84,84,0.00
75,TE7,Sam LaPorta,DET,TE,6,8,85,85,0.00
76,RB31,Rachaad White,WAS,RB,7,8,86,86,0.00
77,TE8,Tucker Kraft,GB,TE,11,8,87,87,0.00
78,WR39,Christian Watson,GB,WR,11,8,88,88,0.00
79,RB32,Chuba Hubbard,CAR,RB,5,8,89,89,0.00
80,WR40,Chris Godwin Jr.,TB,WR,10,8,90,90,0.00
81,WR41,Parker Washington,JAC,WR,7,8,91,91,0.00
82,RB33,Tony Pollard,TEN,RB,9,8,93,93,0.00
83,WR42,Makai Lemon,PHI,WR,10,8,94,94,0.00
84,TE9,Jake Ferguson,DAL,TE,14,8,95,95,0.00
85,WR43,Courtland Sutton,DEN,WR,10,8,96,96,0.00
86,TE10,Oronde Gadsden II,LAC,TE,7,8,97,97,0.00
87,RB34,Woody Marks,HOU,RB,8,9,99,99,0.00
88,WR44,Jordan Addison,MIN,WR,6,9,100,100,0.00
89,RB35,J.K. Dobbins,DEN,RB,10,9,102,102,0.00
90,RB36,Blake Corum,LAR,RB,11,9,103,103,0.00
91,TE11,Dalton Kincaid,BUF,TE,7,9,106,106,0.00
92,WR45,Ricky Pearsall,SF,WR,8,9,107,107,0.00
93,WR46,Jakobi Meyers,JAC,WR,7,9,109,109,0.00
94,WR47,Jayden Higgins,HOU,WR,8,9,110,110,0.00
95,TE12,Dallas Goedert,PHI,TE,10,9,111,111,0.00
96,TE13,Travis Kelce,KC,TE,5,9,112,112,0.00
97,WR48,Chris Bell,MIA,WR,6,9,115,115,0.00
98,WR49,Tre Tucker,LV,WR,13,9,116,116,0.00
99,RB37,Aaron Jones Sr.,MIN,RB,6,9,117,117,0.00
100,RB38,Rhamondre Stevenson,NE,RB,11,9,118,118,0.00
101,RB39,RJ Harvey,DEN,RB,10,9,120,120,0.00
102,WR50,Antonio Williams,WAS,WR,7,9,121,121,0.00
103,RB40,Tyrone Tracy Jr.,NYG,RB,8,9,122,122,0.00
104,WR51,Khalil Shakir,BUF,WR,7,9,123,123,0.00
105,TE14,Isaiah Likely,NYG,TE,8,9,124,124,0.00
106,WR52,Quentin Johnston,LAC,WR,7,10,126,126,0.00
107,RB41,Jordan Mason,MIN,RB,6,10,127,127,0.00
108,WR53,Jalen Coker,CAR,WR,5,10,128,128,0.00
109,RB42,Alvin Kamara,NO,RB,8,10,130,130,0.00
110,TE15,Hunter Henry,NE,TE,11,10,131,131,0.00
111,RB43,Jonah Coleman,DEN,RB,10,10,132,132,0.00
112,WR54,Jayden Reed,GB,WR,11,10,133,133,0.00
113,RB44,Nicholas Singleton,TEN,RB,9,10,135,135,0.00
114,WR55,Brandon Aiyuk,SF,WR,8,10,136,136,0.00
115,WR56,Denzel Boston,CLE,WR,11,10,137,137,0.00
116,TE16,Juwan Johnson,NO,TE,8,10,138,138,0.00
117,WR57,Xavier Worthy,KC,WR,5,10,140,140,0.00
118,RB45,Jonathon Brooks,CAR,RB,5,10,141,141,0.00
119,WR58,Omar Cooper Jr.,NYJ,WR,13,10,142,142,0.00
120,RB46,Braelon Allen,NYJ,RB,13,10,143,143,0.00
121,TE17,Mark Andrews,BAL,TE,13,10,144,144,0.00
122,RB47,Dylan Sampson,CLE,RB,11,10,145,145,0.00
123,RB48,Tyjae Spears,TEN,RB,9,10,146,146,0.00
124,RB49,Jacory Croskey-Merritt,WAS,RB,7,10,148,148,0.00
125,WR59,De'Zhaun Stribling,SF,WR,8,10,149,149,0.00
126,WR60,Josh Downs,IND,WR,13,10,150,150,0.00
127,RB50,Isiah Pacheco,DET,RB,6,10,152,152,0.00
128,WR61,Darnell Mooney,NYG,WR,8,10,154,154,0.00
129,TE18,George Kittle,SF,TE,8,10,155,155,0.00
130,RB51,Emmett Johnson,KC,RB,5,10,156,156,0.00
131,RB52,Kaytron Allen,WAS,RB,7,11,157,157,0.00
132,TE19,Brenton Strange,JAC,TE,7,11,158,158,0.00
133,RB53,Tyler Allgeier,ARI,RB,14,11,160,160,0.00
134,RB54,Zach Charbonnet,SEA,RB,11,11,162,162,0.00
135,WR62,Deebo Samuel Sr.,FA,WR,,11,163,163,0.00
136,RB55,Chris Rodriguez Jr.,JAC,RB,7,11,164,164,0.00
137,WR63,Troy Franklin,DEN,WR,10,11,165,165,0.00
138,WR64,Malik Washington,MIA,WR,6,11,166,166,0.00
139,WR65,Jerry Jeudy,CLE,WR,11,11,168,168,0.00
140,RB56,Sean Tucker,TB,RB,10,11,169,169,0.00
141,WR66,Adonai Mitchell,NYJ,WR,13,11,170,170,0.00
142,TE20,Dalton Schultz,HOU,TE,8,11,173,173,0.00
143,WR67,Chimere Dike,TEN,WR,9,11,174,174,0.00
144,RB57,Jaylen Wright,MIA,RB,6,11,175,175,0.00
145,WR68,Tre' Harris,LAC,WR,7,11,176,176,0.00
146,RB58,Demond Claiborne,MIN,RB,6,11,177,177,0.00
147,WR69,Romeo Doubs,NE,WR,11,11,178,178,0.00
148,WR70,Rashid Shaheed,SEA,WR,11,11,180,180,0.00
149,TE21,T.J. Hockenson,MIN,TE,6,11,181,181,0.00
150,RB59,Brian Robinson Jr.,ATL,RB,11,11,182,182,0.00
151,WR71,Jaylin Noel,HOU,WR,8,11,184,184,0.00
152,RB60,James Conner,ARI,RB,14,11,189,189,0.00
153,WR72,Elic Ayomanor,TEN,WR,9,12,195,195,0.00
154,TE22,Greg Dulcich,MIA,TE,6,12,196,196,0.00
155,WR73,Matthew Golden,GB,WR,11,12,197,197,0.00
156,WR74,Travis Hunter,JAC,WR,7,12,199,199,0.00
157,RB61,Trey Benson,ARI,RB,14,12,201,201,0.00
158,WR75,Kayshon Boutte,NE,WR,11,12,202,202,0.00
159,TE23,Kenyon Sadiq,NYJ,TE,13,12,203,203,0.00
160,WR76,Germie Bernard,PIT,WR,9,12,205,205,0.00
161,WR77,Pat Bryant,DEN,WR,10,12,208,208,0.00
162,TE24,Chig Okonkwo,WAS,TE,7,12,209,209,0.00
163,WR78,Elijah Sarratt,BAL,WR,13,12,210,210,0.00
164,WR79,Ryan Flournoy,DAL,WR,14,12,218,218,0.00
165,RB62,George Holani,SEA,RB,11,12,219,219,0.00
166,WR80,Keon Coleman,BUF,WR,7,12,221,221,0.00
167,RB63,Jaleel McLaughlin,DEN,RB,10,12,222,222,0.00
168,WR81,Isaac TeSlaa,DET,WR,6,12,223,223,0.00
169,WR82,Kyle Williams,NE,WR,11,12,224,224,0.00
170,WR83,Mack Hollins,NE,WR,11,12,225,225,0.00
171,TE25,AJ Barner,SEA,TE,11,12,226,226,0.00
172,WR84,Jalen McMillan,TB,WR,10,12,227,227,0.00
173,RB64,Kimani Vidal,LAC,RB,7,12,228,228,0.00
174,TE26,Colby Parkinson,LAR,TE,11,12,229,229,0.00
175,WR85,Marvin Mims Jr.,DEN,WR,10,12,230,230,0.00
176,RB65,Keaton Mitchell,LAC,RB,7,12,231,231,0.00
177,WR86,Xavier Legette,CAR,WR,5,12,232,232,0.00
178,RB66,Kaleb Johnson,PIT,RB,9,12,233,233,0.00
179,RB67,Isaiah Davis,NYJ,RB,13,12,234,234,0.00
180,TE27,Terrance Ferguson,LAR,TE,11,13,236,236,0.00
181,RB68,Devin Neal,NO,RB,8,13,237,237,0.00
182,RB69,Tank Bigsby,PHI,RB,10,13,238,238,0.00
183,WR87,Tank Dell,HOU,WR,8,13,239,239,0.00
184,WR88,Calvin Ridley,TEN,WR,9,13,241,241,0.00
185,RB70,Emanuel Wilson,SEA,RB,11,13,243,243,0.00
186,WR89,Dontayvion Wicks,PHI,WR,10,13,244,244,0.00
187,WR90,Cooper Kupp,SEA,WR,11,13,245,245,0.00
188,TE28,Gunnar Helm,TEN,TE,9,13,246,246,0.00
189,WR91,Rashod Bateman,BAL,WR,13,13,247,247,0.00
190,RB71,Mike Washington Jr.,LV,RB,13,13,248,248,0.00
191,RB72,Kendre Miller,NO,RB,8,13,251,251,0.00
192,TE29,Cade Otton,TB,TE,10,13,254,254,0.00
193,TE30,Mason Taylor,NYJ,TE,13,13,256,256,0.00
194,RB73,Bam Knight,ARI,RB,14,13,257,257,0.00
195,WR92,Tory Horton,SEA,WR,11,13,258,258,0.00
196,TE31,Eli Stowers,PHI,TE,10,13,259,259,0.00
197,RB74,Ray Davis,BUF,RB,7,13,260,260,0.00
198,TE32,Justin Joly,DEN,TE,10,13,261,261,0.00
199,WR93,Darius Slayton,NYG,WR,8,13,262,262,0.00
200,RB75,Ollie Gordon II,MIA,RB,6,13,263,263,0.00
201,WR94,Keenan Allen,LAC,WR,7,13,264,264,0.00
202,WR95,Jack Bech,LV,WR,13,13,265,265,0.00
203,RB76,Najee Harris,LAC,RB,7,13,266,266,0.00
204,WR96,Isaiah Bond,CLE,WR,11,13,267,267,0.00
205,TE33,Max Klare,LAR,TE,11,13,268,268,0.00
206,WR97,Konata Mumpfield,LAR,WR,11,13,269,269,0.00
207,WR98,Andrei Iosivas,CIN,WR,6,13,270,270,0.00
208,RB77,Brashard Smith,KC,RB,5,13,271,271,0.00
209,WR99,Calvin Austin III,NYG,WR,8,13,272,272,0.00
210,WR100,Devaughn Vele,NO,WR,8,13,273,273,0.00
211,TE34,Theo Johnson,NYG,TE,8,13,274,274,0.00
212,RB78,Ty Johnson,BUF,RB,7,13,275,275,0.00
213,WR101,Christian Kirk,SF,WR,8,13,277,277,0.00
214,RB79,Jerome Ford,WAS,RB,7,13,278,278,0.00
215,TE35,Evan Engram,DEN,TE,10,13,281,281,0.00
216,RB80,Isaac Guerendo,SF,RB,8,14,283,283,0.00
217,RB81,DJ Giddens,IND,RB,13,14,284,284,0.00
