10-team
Overall,Bye Week,VALUES,Tags,Expert Notes,,QB,Bye Week,VALUES,Tags,Expert Notes,,RB,Bye Week,VALUES,Tags,Expert Notes,,WR,Bye Week,VALUES,Tags,Expert Notes,,TE,Bye Week,VALUES,Tags,Expert Notes,,K,Bye Week,VALUES,Tags,Expert Notes,,DST,Bye Week,VALUES,Tags,Expert Notes,,DB,Bye Week,VALUES,Tags,Expert Notes,,
Trey McBride (TE - ARI),14,$29,,,,Jordan Love - GB,11,$0,,,,D'Andre Swift - CHI,10,$20,,,,Jameson Williams - DET,6,$17,,,,Pat Freiermuth - PIT,9,$0,,,,Andy Borregales - NE,11,$0,,,,Green Bay Packers,11,$0,,,,,,,,,,
Breece Hall (RB - NYJ),13,$27,,,,Sam Darnold - SEA,11,$0,,,,Quinshon Judkins - CLE,11,$18,,,,Terry McLaurin - WAS,7,$15,,,,Greg Dulcich - MIA,6,$0,,,,Jake Elliott - PHI,10,$0,,,,Washington Commanders,7,$0,,,,,,,,,,
A.J. Brown (WR - NE),11,$27,,,,C.J. Stroud - HOU,8,$0,,,,Bhayshul Tuten - JAC,7,$17,,,,Rome Odunze - CHI,10,$15,,,,Kenyon Sadiq - NYJ,13,$0,,,,Chris Boswell - PIT,9,$0,,,,Indianapolis Colts,13,$0,,,,,,,,,,
George Pickens (WR - DAL),14,$27,,,,Daniel Jones - IND,13,$0,,,,TreVeyon Henderson - NE,11,$14,,,,Alec Pierce - IND,13,$14,,,,Cade Otton - TB,10,$0,,,,Jason Sanders - NYJ,13,$0,,,,Kansas City Chiefs,5,$0,,,,,,,,,,
Brock Bowers (TE - LV),13,$27,,,,Bryce Young - CAR,5,$0,,,,David Montgomery - HOU,8,$12,,,,Ladd McConkey - LAC,7,$14,,,,AJ Barner - SEA,11,$0,,,,Zane Gonzalez - MIA,6,$0,,,,New York Giants,8,$0,,,,,,,,,,
Josh Allen (QB - BUF),7,$26,,,,Geno Smith - NYJ,13,$0,,,,Tony Pollard - TEN,9,$12,,,,DJ Moore - BUF,7,$13,,,,Chig Okonkwo - WAS,7,$0,,,,Joey Slye - TEN,9,$0,,,,Dallas Cowboys,14,$0,,,,,,,,,,
Kenneth Walker III (RB - KC),5,$26,,,,Jacoby Brissett - ARI,14,$0,,,,Jadarian Price - SEA,11,$12,,,,Jaylen Waddle - DEN,10,$13,,,,Oronde Gadsden II - LAC,7,$0,,,,Chad Ryland - ARI,14,$0,,,,Las Vegas Raiders,13,$0,,,,,,,,,,
Jeremiyah Love (RB - ARI),14,$26,,,,Cam Ward - TEN,9,$0,,,,Jaylen Warren - PIT,9,$11,,,,Luther Burden III - CHI,10,$12,,,,Terrance Ferguson - LAR,11,$0,,,,,,,,,,Arizona Cardinals,14,$0,,,,,,,,,,
Chris Olave (WR - NO),8,$26,,,,Aaron Rodgers - PIT,9,$0,,,,Chuba Hubbard - CAR,5,$11,,,,Courtland Sutton - DEN,10,$12,,,,Mike Gesicki - CIN,6,$0,,,,,,,,,,Miami Dolphins,6,$0,,,,,,,,,,
Kyren Williams (RB - LAR),11,$25,,,,Fernando Mendoza - LV,13,$0,,,,Rico Dowdle - PIT,9,$11,,,,Mike Evans - SF,8,$10,,,,Evan Engram - DEN,10,$0,,,,,,,,,,San Francisco 49ers,8,$0,,,,,,,,,,
Nico Collins (WR - HOU),8,$25,,,,Tua Tagovailoa - ATL,11,$0,,,,Rhamondre Stevenson - NE,11,$11,,,,Marvin Harrison Jr. - ARI,14,$10,,,,Gunnar Helm - TEN,9,$0,,,,,,,,,,Carolina Panthers,5,$0,,,,,,,,,,
Cam Skattebo (RB - NYG),8,$24,,,,Deshaun Watson - CLE,11,$0,,,,J.K. Dobbins - DEN,10,$10,,,,Christian Watson - GB,11,$10,,,,David Njoku - LAC,7,$0,,,,,,,,,,New York Jets,13,$0,,,,,,,,,,
Zay Flowers (WR - BAL),13,$24,,,,Shedeur Sanders - CLE,11,$0,,,,RJ Harvey - DEN,10,$8,,,,DK Metcalf - PIT,9,$10,,,,Mason Taylor - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,
Javonte Williams (RB - DAL),14,$22,,,,,,,,,,Aaron Jones Sr. - MIN,6,$8,,,,Jakobi Meyers - JAC,7,$5,,,,Colby Parkinson - LAR,11,$0,,,,,,,,,,,,,,,,,,,,,,
Travis Etienne Jr. (RB - NO),8,$22,,,,,,,,,,Rachaad White - WAS,7,$7,,,,Michael Pittman Jr. - PIT,9,$5,,,,Michael Mayer - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson (WR - NYJ),13,$22,,,,,,,,,,Kyle Monangai - CHI,10,$6,,,,Parker Washington - JAC,7,$5,,,,Dawson Knox - BUF,7,$0,,,,,,,,,,,,,,,,,,,,,,
Bucky Irving (RB - TB),10,$20,,,,,,,,,,Kenny Gainwell - TB,10,$6,,,,Carnell Tate - TEN,9,$5,,,,Theo Johnson - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,
D'Andre Swift (RB - CHI),10,$20,,,,,,,,,,Jacory Croskey-Merritt - WAS,7,$6,,,,Brian Thomas Jr. - JAC,7,$5,,,,Darnell Washington - PIT,9,$0,,,,,,,,,,,,,,,,,,,,,,
DeVonta Smith (WR - PHI),10,$20,,,,,,,,,,Blake Corum - LAR,11,$5,,,,Wan'Dale Robinson - TEN,9,$5,,,,Tyler Higbee - LAR,11,$0,,,,,,,,,,,,,,,,,,,,,,
Emeka Egbuka (WR - TB),10,$20,,,,,,,,,,Jordan Mason - MIN,6,$5,,,,Jayden Reed - GB,11,$4,,,,Cole Kmet - CHI,10,$0,,,,,,,,,,,,,,,,,,,,,,
Tetairoa McMillan (WR - CAR),5,$19,,,,,,,,,,Jonathon Brooks - CAR,5,$4,,,,Quentin Johnston - LAC,7,$4,,,,Ja'Tavion Sanders - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,
Quinshon Judkins (RB - CLE),11,$18,,,,,,,,,,Tyjae Spears - TEN,9,$3,,,,Chris Godwin Jr. - TB,10,$3,,,,Noah Fant - NO,8,$0,,,,,,,,,,,,,,,,,,,,,,
Davante Adams (WR - LAR),11,$18,,,,,,,,,,Zach Charbonnet - SEA,11,$3,,,,Jordan Addison - MIN,6,$3,,,,Tommy Tremble - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,
Malik Nabers (WR - NYG),8,$18,,,,,,,,,,Woody Marks - HOU,8,$3,,,,Jordyn Tyson - NO,8,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tee Higgins (WR - CIN),6,$18,,,,,,,,,,Alvin Kamara - NO,8,$3,,,,Michael Wilson - ARI,14,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhayshul Tuten (RB - JAC),7,$17,,,,,,,,,,Isiah Pacheco - DET,6,$3,,,,Xavier Worthy - KC,5,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameson Williams (WR - DET),6,$17,,,,,,,,,,Tyrone Tracy Jr. - NYG,8,$3,,,,Khalil Shakir - BUF,7,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colston Loveland (TE - CHI),10,$17,,,,,,,,,,Justice Hill - BAL,13,$2,,,,Romeo Doubs - NE,11,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terry McLaurin (WR - WAS),7,$15,,,,,,,,,,Chris Rodriguez Jr. - JAC,7,$1,,,,Ricky Pearsall - SF,8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rome Odunze (WR - CHI),10,$15,,,,,,,,,,Dylan Sampson - CLE,11,$1,,,,Josh Downs - IND,13,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TreVeyon Henderson (RB - NE),11,$14,,,,,,,,,,Brian Robinson Jr. - ATL,11,$1,,,,Makai Lemon - PHI,10,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Pierce (WR - IND),13,$14,,,,,,,,,,Samaje Perine - CIN,6,$1,,,,Rashid Shaheed - SEA,11,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ladd McConkey (WR - LAC),7,$14,,,,,,,,,,Tyler Allgeier - ARI,14,$1,,,,John Metchie III - CAR,5,$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ Moore (WR - BUF),7,$13,,,,,,,,,,AJ Dillon - CAR,5,$0,,,,Matthew Golden - GB,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Waddle (WR - DEN),10,$13,,,,,,,,,,Jordan James - SF,8,$0,,,,Calvin Ridley - TEN,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Warren (TE - IND),13,$13,,,,,,,,,,Braelon Allen - NYJ,13,$0,,,,Jalen Coker - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Montgomery (RB - HOU),8,$12,,,,,,,,,,Ty Johnson - BUF,7,$0,,,,Theo Wease Jr. - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tony Pollard (RB - TEN),9,$12,,,,,,,,,,Emari Demercado - KC,5,$0,,,,Jerry Jeudy - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jadarian Price (RB - SEA),11,$12,,,,,,,,,,Kaelon Black - SF,8,$0,,,,KC Concepcion - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luther Burden III (WR - CHI),10,$12,,,,,,,,,,Mike Washington Jr. - LV,13,$0,,,,Tre Tucker - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton (WR - DEN),10,$12,,,,,,,,,,Tank Bigsby - PHI,10,$0,,,,Rashod Bateman - BAL,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Pitts Sr. (TE - ATL),11,$12,,,,,,,,,,Keaton Mitchell - LAC,7,$0,,,,Jayden Higgins - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drake Maye (QB - NE),11,$11,,,,,,,,,,Malik Davis - DAL,14,$0,,,,Jalen McMillan - TB,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Jackson (QB - BAL),13,$11,,,,,,,,,,Adam Randall - BAL,13,$0,,,,Jauan Jennings - MIN,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Daniels (QB - WAS),7,$11,,,,,,,,,,Chris Brooks - GB,11,$0,,,,Jalen Nailor - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Warren (RB - PIT),9,$11,,,,,,,,,,Kimani Vidal - LAC,7,$0,,,,Antonio Williams - WAS,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuba Hubbard (RB - CAR),5,$11,,,,,,,,,,James Conner - ARI,14,$0,,,,Denzel Boston - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rico Dowdle (RB - PIT),9,$11,,,,,,,,,,Emanuel Wilson - SEA,11,$0,,,,Tank Dell - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhamondre Stevenson (RB - NE),11,$11,,,,,,,,,,Jaylen Wright - MIA,6,$0,,,,Cooper Kupp - SEA,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Hurts (QB - PHI),10,$10,,,,,,,,,,Jawhar Jordan - HOU,8,$0,,,,Omar Cooper Jr. - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.K. Dobbins (RB - DEN),10,$10,,,,,,,,,,Kyle Juszczyk - SF,8,$0,,,,Adonai Mitchell - NYJ,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Evans (WR - SF),8,$10,,,,,,,,,,Jaydon Blue - DAL,14,$0,,,,Germie Bernard - PIT,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marvin Harrison Jr. (WR - ARI),14,$10,,,,,,,,,,MarShawn Lloyd - GB,11,$0,,,,Travis Hunter - JAC,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Watson (WR - GB),11,$10,,,,,,,,,,Kendre Miller - NO,8,$0,,,,Darnell Mooney - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK Metcalf (WR - PIT),9,$10,,,,,,,,,,George Holani - SEA,11,$0,,,,Bub Means - NO,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Fannin Jr. (TE - CLE),11,$10,,,,,,,,,,LeQuint Allen Jr. - JAC,7,$0,,,,Kayshon Boutte - NE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam LaPorta (TE - DET),6,$9,,,,,,,,,,Jonah Coleman - DEN,10,$0,,,,Malik Washington - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ Harvey (RB - DEN),10,$8,,,,,,,,,,Frank Gore Jr. - BUF,7,$0,,,,Christian Kirk - SF,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones Sr. (RB - MIN),6,$8,,,,,,,,,,Roschon Johnson - CHI,10,$0,,,,Darius Slayton - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Goedert (TE - PHI),10,$8,,,,,,,,,,Ollie Gordon II - MIA,6,$0,,,,Jaylin Noel - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travis Kelce (TE - KC),5,$8,,,,,,,,,,Isaiah Davis - NYJ,13,$0,,,,Ja'Kobi Lane - BAL,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachaad White (RB - WAS),7,$7,,,,,,,,,,Ty Chandler - NO,8,$0,,,,Tyquan Thornton - KC,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Dart (QB - NYG),8,$6,,,,,,,,,,Ray Davis - BUF,7,$0,,,,Tory Horton - SEA,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Burrow (QB - CIN),6,$6,,,,,,,,,,Emmett Johnson - KC,5,$0,,,,Troy Franklin - DEN,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Monangai (RB - CHI),10,$6,,,,,,,,,,DJ Giddens - IND,13,$0,,,,Nick Westbrook-Ikhine - IND,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Gainwell (RB - TB),10,$6,,,,,,,,,,Austin Ekeler - ,,$0,,,,Devaughn Vele - NO,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacory Croskey-Merritt (RB - WAS),7,$6,,,,,,,,,,Sean Tucker - TB,10,$0,,,,De'Zhaun Stribling - SF,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Purdy (QB - SF),8,$5,,,,,,,,,,Brashard Smith - KC,5,$0,,,,Hollywood Brown - PHI,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dak Prescott (QB - DAL),14,$5,,,,,,,,,,Trevor Etienne - CAR,5,$0,,,,Andrei Iosivas - CIN,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Corum (RB - LAR),11,$5,,,,,,,,,,Phil Mafah - DAL,14,$0,,,,Ryan Flournoy - DAL,14,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Mason (RB - MIN),6,$5,,,,,,,,,,Devin Singletary - NYG,8,$0,,,,Isaac TeSlaa - DET,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakobi Meyers (WR - JAC),7,$5,,,,,,,,,,Jam Miller - NE,11,$0,,,,Jack Bech - LV,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Pittman Jr. (WR - PIT),9,$5,,,,,,,,,,Elijah Mitchell - PHI,10,$0,,,,Tre' Harris - LAC,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parker Washington (WR - JAC),7,$5,,,,,,,,,,,,,,,,Jalen Tolbert - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnell Tate (WR - TEN),9,$5,,,,,,,,,,,,,,,,Chris Bell - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Thomas Jr. (WR - JAC),7,$5,,,,,,,,,,,,,,,,Caleb Douglas - MIA,6,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wan'Dale Robinson (WR - TEN),9,$5,,,,,,,,,,,,,,,,Dyami Brown - WAS,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tucker Kraft (TE - GB),11,$5,,,,,,,,,,,,,,,,Ted Hurst III - TB,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Lawrence (QB - JAC),7,$4,,,,,,,,,,,,,,,,Jahan Dotson - ATL,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Mahomes II (QB - KC),5,$4,,,,,,,,,,,,,,,,Dontayvion Wicks - PHI,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathon Brooks (RB - CAR),5,$4,,,,,,,,,,,,,,,,Zachariah Branch - ATL,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayden Reed (WR - GB),11,$4,,,,,,,,,,,,,,,,Elic Ayomanor - TEN,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Johnston (WR - LAC),7,$4,,,,,,,,,,,,,,,,Ashton Dulin - IND,13,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George Kittle (TE - SF),8,$4,,,,,,,,,,,,,,,,Chimere Dike - TEN,9,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Andrews (TE - BAL),13,$4,,,,,,,,,,,,,,,,Van Jefferson - WAS,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Likely (TE - NYG),8,$4,,,,,,,,,,,,,,,,Pat Bryant - DEN,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Herbert (QB - LAC),7,$3,,,,,,,,,,,,,,,,Olamide Zaccheaus - ATL,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Williams (QB - CHI),10,$3,,,,,,,,,,,,,,,,Xavier Legette - CAR,5,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bo Nix (QB - DEN),10,$3,,,,,,,,,,,,,,,,Savion Williams - GB,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyjae Spears (RB - TEN),9,$3,,,,,,,,,,,,,,,,Joshua Palmer - BUF,7,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Charbonnet (RB - SEA),11,$3,,,,,,,,,,,,,,,,Xavier Hutchinson - HOU,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woody Marks (RB - HOU),8,$3,,,,,,,,,,,,,,,,Marvin Mims Jr. - DEN,10,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alvin Kamara (RB - NO),8,$3,,,,,,,,,,,,,,,,KaVontae Turpin - DAL,14,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isiah Pacheco (RB - DET),6,$3,,,,,,,,,,,,,,,,Cedric Tillman - CLE,11,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrone Tracy Jr. (RB - NYG),8,$3,,,,,,,,,,,,,,,,Calvin Austin III - NYG,8,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Godwin Jr. (WR - TB),10,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Addison (WR - MIN),6,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordyn Tyson (WR - NO),8,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Wilson (WR - ARI),14,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Worthy (WR - KC),5,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalton Kincaid (TE - BUF),7,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Ferguson (TE - DAL),14,$3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Stafford (QB - LAR),11,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justice Hill (RB - BAL),13,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil Shakir (WR - BUF),7,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romeo Doubs (WR - NE),11,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricky Pearsall (WR - SF),8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houston Texans (DST - HOU),8,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denver Broncos (DST - DEN),10,$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
