"","Rank","Player","Overall Tier","Pos. Tier","Pos","Team","Bye","ADP","Floor","Consensus","DS Proj","Ceiling","3D Proj","3d Value","Market $","Auction $"
"","1","Puka Nacua","1.0","1.0","WR","LAR","11","1.03","298.7","316.0","364.3","400.7","362.3","100.0","$64","$65"
"","2","Jahmyr Gibbs","1.0","1.0","RB","DET","6","1.01","296.9","346.0","357.7","418.5","363.2","96.9","$67","$63"
"","3","Ja'Marr Chase","1.0","1.0","WR","CIN","6","1.04","303.7","324.0","345.1","407.2","354.5","95.7","$62","$62"
"","4","Bijan Robinson","1.0","1.0","RB","ATL","11","1.02","298.8","352.0","351.5","411.3","358.2","94.3","$69","$61"
"","5","Christian McCaffrey","1.0","1.0","RB","SF","8","1.05","279.6","325.0","336.9","421.1","349.5","89.9","$57","$58"
"","6","Jaxon Smith-Njigba","2.0","2.0","WR","SEA","11","1.06","292.4","300.0","321.3","382.3","332.7","83.8","$54","$54"
"","7","Amon-Ra St. Brown","2.0","2.0","WR","DET","6","1.07","292.2","300.0","324.7","360.4","328.5","81.5","$50","$53"
"","8","CeeDee Lamb","2.0","2.0","WR","DAL","14","1.09","270.7","267.0","307.6","369.1","317.7","75.5","$49","$49"
"","9","Jonathan Taylor","2.0","2.0","RB","IND","13","1.08","266.7","308.0","310.1","365.9","317.4","73.7","$63","$48"
"","10","Justin Jefferson","2.0","2.0","WR","MIN","6","1.11","255.2","270.0","296.7","385.7","313.4","73.2","$43","$48"
"","11","Ashton Jeanty","2.0","2.0","RB","LVR","13","1.13","265.8","272.0","298.6","382.2","315.4","72.7","$48","$47"
"","12","James Cook","2.0","2.0","RB","BUF","7","1.12","256.0","269.0","294.3","359.0","305.0","67.4","$57","$44"
"Injured","13","De'Von Achane","2.0","2.0","RB","MIA","6","1.10","255.0","289.0","280.2","358.7","297.0","63.3","$47","$41"
"","14","Saquon Barkley","2.0","2.0","RB","PHI","10","1.14","248.6","257.0","273.2","377.0","297.0","63.3","$48","$41"
"","15","Drake London","3.0","3.0","WR","ATL","11","2.03","260.6","271.0","283.3","340.0","294.6","62.9","$41","$41"
"","16","A.J. Brown","3.0","3.0","WR","NE","11","2.12","240.5","258.0","282.9","350.8","293.7","62.4","$39","$41"
"","17","Rashee Rice","3.0","3.0","WR","KC","5","2.09","213.3","237.0","296.3","340.7","293.3","62.1","$32","$40"
"","18","Nico Collins","3.0","3.0","WR","HOU","8","2.07","253.1","241.0","281.2","340.3","292.2","61.5","$38","$40"
"","19","Kenneth Walker III","3.0","3.0","RB","KC","5","2.14","237.4","248.0","266.7","365.4","288.3","58.9","$38","$38"
"","20","Chase Brown","3.0","3.0","RB","CIN","6","2.11","228.7","268.0","272.3","356.7","287.4","58.5","$41","$38"
"","21","Omarion Hampton","3.0","3.0","RB","LAC","7","2.04","230.3","261.0","264.7","370.6","287.3","58.4","$43","$38"
"","22","George Pickens","3.0","3.0","WR","DAL","14","2.13","241.2","248.0","268.0","335.0","281.4","55.6","$37","$36"
"","23","Derrick Henry","3.0","3.0","RB","BAL","13","2.02","227.9","261.0","268.1","340.5","280.5","55.0","$55","$36"
"","24","Jeremiyah Love","3.0","3.0","RB","ARI","14","2.01","227.1","250.0","255.2","362.4","279.3","54.4","$43","$35"
"","25","Brock Bowers","3.0","1.0","TE","LVR","13","2.06","242.6","240.0","260.9","315.7","272.5","51.8","$31","$34"
"","26","Josh Allen","3.0","1.0","QB","BUF","7","2.08","306.7","362.0","378.7","439.3","382.1","51.4","$41","$33"
"","27","Trey McBride","3.0","1.0","TE","ARI","14","2.05","240.9","254.0","259.0","310.8","269.8","50.9","$29","$33"
"","28","Breece Hall","4.0","4.0","RB","NYJ","13","3.03","220.5","244.0","253.5","327.0","267.6","48.4","$35","$31"
"Value","29","Zay Flowers","4.0","4.0","WR","BAL","13","3.13","229.7","235.0","261.0","302.8","266.7","47.5","$30","$31"
"Injured","30","Chris Olave","4.0","4.0","WR","NO","8","3.02","222.0","244.0","258.1","307.1","264.9","46.6","$31","$30"
"Value","31","Josh Jacobs","4.0","4.0","RB","GB","11","2.10","188.1","251.0","261.2","316.1","262.9","46.1","$35","$30"
"Value","32","DeVonta Smith","4.0","4.0","WR","PHI","10","3.05","228.5","233.0","248.4","313.0","262.4","45.2","$25","$29"
"","33","Tee Higgins","4.0","4.0","WR","CIN","6","4.04","222.6","237.0","250.1","310.1","261.5","44.7","$25","$29"
"","34","Garrett Wilson","4.0","4.0","WR","NYJ","13","3.08","224.9","233.0","249.9","307.4","261.0","44.4","$29","$29"
"","35","Javonte Williams","4.0","4.0","RB","DAL","14","3.06","213.7","231.0","248.5","310.6","259.1","44.1","$32","$29"
"","36","Colston Loveland","4.0","2.0","TE","CHI","10","3.11","202.0","226.0","246.3","290.6","250.3","43.9","$26","$29"
"Injured","37","Malik Nabers","4.0","4.0","WR","NYG","8","3.01","194.5","223.0","240.1","340.9","259.3","43.5","$24","$28"
"","38","Travis Etienne","4.0","4.0","RB","NO","8","3.12","216.8","225.0","238.2","324.0","257.7","43.4","$29","$28"
"","39","Kyren Williams","4.0","4.0","RB","LAR","11","3.07","221.3","232.0","240.5","307.8","255.4","42.3","$32","$27"
"","40","Tyler Warren","4.0","2.0","TE","IND","13","4.01","194.6","207.0","234.5","272.0","237.5","39.3","$22","$26"
"Injured","41","Cameron 'Cam' Skattebo","4.0","4.0","RB","NYG","8","3.10","197.9","230.0","235.6","311.0","249.3","39.2","$25","$25"
"Value","42","Jaylen Waddle","4.0","4.0","WR","DEN","10","4.14","204.7","213.0","235.3","303.5","248.3","37.5","$18","$24"
"Value","43","Davante Adams","5.0","5.0","WR","LAR","11","3.14","205.9","214.0","236.7","298.2","247.9","37.2","$18","$24"
"Value","44","Terry McLaurin","5.0","5.0","WR","WAS","7","4.06","205.8","222.0","231.2","298.2","244.9","35.6","$23","$23"
"","45","Emeka Egbuka","5.0","5.0","WR","TB","10","4.03","199.4","205.0","229.2","304.8","244.4","35.3","$25","$23"
"Injured","46","Tetairoa McMillan","5.0","5.0","WR","CAR","5","3.09","206.6","226.0","229.5","298.4","244.1","35.1","$26","$23"
"Value","47","Christian Watson","5.0","5.0","WR","GB","11","6.14","198.1","189.0","233.0","295.9","243.8","35.0","$18","$23"
"","48","D'Andre Swift","5.0","5.0","RB","CHI","10","5.06","199.6","212.0","226.8","297.1","241.0","35.0","$22","$23"
"","49","Luther Burden III","5.0","5.0","WR","CHI","10","5.10","196.3","209.0","228.2","305.8","243.6","34.9","$18","$23"
"","50","Lamar Jackson","5.0","1.0","QB","BAL","13","3.04","298.7","329.0","339.4","437.8","358.8","34.7","$23","$23"
"","51","Ladd McConkey","5.0","5.0","WR","LAC","7","4.10","199.8","218.0","227.1","304.3","243.2","34.7","$21","$23"
"Injured","52","Tucker Kraft","5.0","3.0","TE","GB","11","8.02","177.2","191.0","213.5","271.1","222.6","33.9","$20","$22"
"","53","Drake Maye","5.0","1.0","QB","NE","11","4.02","296.0","317.0","340.2","428.7","356.3","32.9","$23","$21"
