"","Rank","Player","Overall Tier","Pos. Tier","Pos","Team","Bye","ADP","Floor","Consensus","DS Proj","Ceiling","3D Proj","3d Value","Market $","Auction $"
"","1","Puka Nacua","1.0","1.0","WR","LAR","11","1.03","244.9","259.0","298.6","328.5","297.0","100.0","$57","$57"
"","2","Jahmyr Gibbs","1.0","1.0","RB","DET","6","1.01","266.8","312.0","321.4","376.0","326.4","97.5","$61","$56"
"","3","Bijan Robinson","1.0","1.0","RB","ATL","11","1.02","268.7","315.0","316.1","369.8","322.1","94.5","$62","$54"
"","4","Ja'Marr Chase","1.0","1.0","WR","CIN","6","1.04","248.2","266.0","282.0","332.8","289.7","94.5","$55","$54"
"","5","Christian McCaffrey","1.0","1.0","RB","SF","8","1.05","247.3","286.0","297.9","372.4","309.0","85.4","$49","$49"
"","6","Jaxon Smith-Njigba","1.0","1.0","WR","SEA","11","1.06","243.4","248.0","267.5","318.3","277.0","84.9","$49","$48"
"","7","Amon-Ra St. Brown","2.0","2.0","WR","DET","6","1.07","239.2","243.0","265.8","295.0","268.9","78.7","$43","$45"
"","8","Jonathan Taylor","2.0","2.0","RB","IND","13","1.08","247.2","286.0","287.4","339.1","294.2","75.0","$58","$43"
"","9","CeeDee Lamb","2.0","2.0","WR","DAL","14","1.09","223.4","219.0","253.9","304.7","262.2","73.7","$43","$42"
"","10","Justin Jefferson","2.0","2.0","WR","MIN","6","2.01","210.5","220.0","244.8","318.2","258.6","70.9","$36","$40"
"","11","James Cook","2.0","2.0","RB","BUF","7","2.02","239.3","253.0","275.0","335.5","285.0","68.6","$52","$39"
"","12","Ashton Jeanty","2.0","2.0","RB","LVR","13","2.03","237.8","243.0","267.2","342.0","282.3","66.7","$40","$38"
"","13","Saquon Barkley","2.0","2.0","RB","PHI","10","2.04","230.2","238.0","253.0","349.1","275.1","61.7","$42","$35"
"","14","Nico Collins","3.0","3.0","WR","HOU","8","3.01","211.5","201.0","235.0","284.4","244.2","60.0","$33","$34"
"","15","A.J. Brown","3.0","3.0","WR","NE","11","3.06","199.1","215.0","234.2","290.4","243.2","59.3","$32","$34"
"","16","Josh Allen","3.0","1.0","QB","BUF","7","3.02","306.7","362.0","378.7","439.3","382.1","59.1","$42","$34"
"","17","Drake London","3.0","3.0","WR","ATL","11","2.07","214.3","224.0","232.9","279.5","242.2","58.5","$34","$33"
"","18","Derrick Henry","3.0","3.0","RB","BAL","13","2.06","219.4","252.0","258.1","327.8","270.1","58.2","$52","$33"
"","19","Rashee Rice","3.0","3.0","WR","KC","5","3.03","173.7","191.0","241.3","277.5","238.9","56.0","$26","$32"
"Injured","20","De'Von Achane","3.0","3.0","RB","MIA","6","1.10","227.3","257.0","249.8","319.7","264.8","54.5","$36","$31"
"","21","George Pickens","3.0","3.0","WR","DAL","14","3.07","202.1","207.0","224.5","280.6","235.7","53.6","$32","$31"
"","22","Kenneth Walker III","3.0","3.0","RB","KC","5","3.08","216.0","225.0","242.7","332.5","262.3","52.7","$31","$30"
"","23","Omarion Hampton","3.0","3.0","RB","LAC","7","2.08","209.8","234.0","241.1","337.5","261.7","52.3","$34","$30"
"","24","Brock Bowers","3.0","1.0","TE","LVR","13","2.10","195.7","192.0","210.4","254.6","219.8","51.8","$27","$30"
"","25","Trey McBride","3.0","1.0","TE","ARI","14","2.09","190.9","201.0","205.3","246.4","213.9","48.9","$24","$28"
"","26","Chase Brown","3.0","3.0","RB","CIN","6","3.05","203.3","236.0","242.0","317.0","255.4","47.9","$31","$27"
"","27","Jeremiyah Love","3.0","3.0","RB","ARI","14","2.05","204.7","222.0","230.0","326.6","251.8","45.4","$32","$26"
"","28","Colston Loveland","3.0","1.0","TE","CHI","10","4.09","165.6","184.0","202.0","238.4","205.3","44.7","$23","$25"
"","29","Tee Higgins","4.0","4.0","WR","CIN","6","5.06","186.8","198.0","209.9","260.3","219.5","41.3","$20","$24"
"Value","30","Zay Flowers","4.0","4.0","WR","BAL","13","5.01","188.3","194.0","214.0","248.2","218.7","40.7","$23","$23"
"Injured","31","Chris Olave","4.0","4.0","WR","NO","8","3.10","182.2","200.0","211.9","252.2","217.5","39.8","$24","$23"
"Value","32","Josh Jacobs","4.0","4.0","RB","GB","11","3.04","173.2","232.0","240.6","291.1","242.1","38.6","$26","$22"
"","33","Tyler Warren","4.0","2.0","TE","IND","13","5.03","157.9","164.0","190.2","220.6","192.6","38.4","$19","$22"
"Value","34","DeVonta Smith","4.0","4.0","WR","PHI","10","4.03","187.6","191.0","203.9","256.9","215.4","38.2","$19","$22"
"","35","Breece Hall","4.0","4.0","RB","NYJ","13","4.01","197.1","220.0","226.5","292.2","239.1","36.5","$24","$21"
"","36","Javonte Williams","4.0","4.0","RB","DAL","14","4.04","197.1","213.0","229.2","286.5","239.0","36.5","$23","$21"
"Injured","37","Malik Nabers","4.0","4.0","WR","NYG","8","3.09","159.7","184.0","197.1","279.9","212.9","36.3","$18","$21"
"","38","Lamar Jackson","4.0","1.0","QB","BAL","13","4.02","298.7","329.0","339.4","437.8","358.8","36.0","$21","$21"
"","39","Kyren Williams","4.0","4.0","RB","LAR","11","4.05","205.9","215.0","223.8","286.5","237.7","35.6","$25","$20"
"","40","Garrett Wilson","4.0","4.0","WR","NYJ","13","4.06","181.9","186.0","202.1","248.6","211.1","35.0","$20","$20"
"","41","Travis Etienne","4.0","4.0","RB","NO","8","4.10","197.7","205.0","217.2","295.4","235.0","34.0","$21","$19"
