"","Rank","Player","Overall Tier","Pos. Tier","Pos","Team","Bye","ADP","Floor","Consensus","DS Proj","Ceiling","3D Proj","3d Value","Market $","Auction $"
"","56","David Montgomery","5.0","5.0","RB","HOU","8","5.07","168.0","182.0","197.6","274.7","213.3","33.2","$20","$21"
"","57","Sam LaPorta","5.0","3.0","TE","DET","6","5.11","148.1","159.0","164.6","212.3","174.6","33.1","$20","$21"
"Injured","58","Bucky Irving","5.0","5.0","RB","TB","10","4.07","171.7","192.0","192.9","277.8","212.2","32.6","$21","$20"
"Injured","59","Quinshon Judkins","5.0","5.0","RB","CLE","11","4.09","174.3","193.0","191.5","275.8","211.4","32.3","$25","$20"
"","60","Jalen Hurts","5.0","2.0","QB","PHI","10","4.11","292.8","320.0","332.7","432.5","352.7","32.1","$16","$20"
"","61","Harold Fannin Jr.","5.0","3.0","TE","CLE","11","5.03","147.3","154.0","163.7","206.3","172.3","32.0","$16","$20"
"Value","62","Mike Evans","5.0","5.0","WR","SF","8","5.14","156.1","170.0","181.5","243.2","193.7","31.7","$21","$20"
"","63","TreVeyon Henderson","6.0","6.0","RB","NE","11","4.12","163.9","181.0","182.1","291.4","208.6","31.6","$13","$20"
"","64","Jayden Daniels","6.0","2.0","QB","WAS","7","4.05","285.9","314.0","332.4","432.1","351.1","31.5","$19","$20"
"","65","Rome Odunze","6.0","5.0","WR","CHI","10","5.09","154.7","164.0","175.8","247.9","191.6","30.7","$18","$19"
"Value","66","D.K. Metcalf","6.0","6.0","WR","PIT","9","6.05","153.3","164.0","182.5","224.5","188.7","29.2","$12","$18"
"","67","Bhayshul Tuten","6.0","6.0","RB","JAC","7","5.12","146.9","178.0","168.9","285.4","196.7","28.7","$14","$18"
"","68","Parker Washington","6.0","6.0","WR","JAC","7","7.12","149.8","148.0","178.3","228.2","186.7","28.2","$13","$17"
"","69","Caleb Williams","6.0","2.0","QB","CHI","10","7.05","282.4","299.0","324.6","418.7","342.6","28.1","$11","$17"
"","70","Jadarian Price","6.0","6.0","RB","SEA","11","5.01","138.2","171.0","164.5","291.2","194.3","28.1","$16","$17"
"Value","71","Trevor Lawrence","6.0","2.0","QB","JAC","7","8.11","278.3","303.0","327.4","412.5","341.7","27.7","$15","$17"
"","72","Tony Pollard","7.0","7.0","RB","TEN","9","6.10","151.8","171.0","172.5","260.5","192.7","27.7","$9","$17"
"","73","Rhamondre Stevenson","7.0","7.0","RB","NE","11","8.07","152.0","165.0","174.7","255.1","192.5","27.6","$7","$17"
"","74","D.J. Moore","7.0","6.0","WR","BUF","7","5.02","149.6","158.0","172.0","235.6","185.3","27.5","$12","$17"
"","75","Jaylen Warren","7.0","7.0","RB","PIT","9","6.13","154.7","170.0","182.0","236.6","191.9","27.5","$7","$17"
"","76","Justin Herbert","7.0","2.0","QB","LAC","7","9.04","279.1","305.0","324.5","415.4","341.0","27.5","$15","$17"
"","77","Chuba Hubbard","7.0","7.0","RB","CAR","5","6.03","142.4","162.0","167.5","266.3","189.9","27.0","$8","$17"
"","78","J.K. Dobbins","7.0","7.0","RB","DEN","10","7.14","141.3","160.0","166.2","262.6","188.0","26.5","$7","$16"
"","79","Marvin Harrison Jr.","7.0","6.0","WR","ARI","14","5.13","148.4","160.0","168.6","236.0","183.3","26.5","$11","$16"
"","80","Kyle Pitts","7.0","3.0","TE","ATL","11","5.05","140.6","148.0","152.8","198.6","163.1","26.4","$13","$16"
"","81","Brock Purdy","7.0","2.0","QB","SF","8","7.09","278.2","297.0","323.5","407.6","338.2","26.3","$10","$16"
"Injured","82","George Kittle","7.0","3.0","TE","SF","8","6.01","92.1","148.0","153.5","228.7","162.9","26.2","$15","$16"
"Injured","83","Alec Pierce","7.0","6.0","WR","IND","13","6.08","147.1","165.0","171.0","229.1","182.5","26.1","$17","$16"
"","84","Dak Prescott","7.0","2.0","QB","DAL","14","7.01","281.1","307.0","323.1","403.9","337.5","26.1","$15","$16"
"","85","Jaxson Dart","7.0","2.0","QB","NYG","8","5.08","278.2","302.0","316.1","417.3","336.8","25.8","$11","$16"
"","86","Courtland Sutton","7.0","6.0","WR","DEN","10","6.07","147.9","151.0","172.0","221.9","181.2","25.4","$9","$16"
"","87","Carnell Tate","7.0","6.0","WR","TEN","9","4.13","139.9","159.0","166.5","234.8","180.3","25.0","$15","$16"
"","88","Rico Dowdle","7.0","7.0","RB","PIT","9","7.06","139.8","163.0","158.9","252.7","181.0","24.8","$8","$15"
"","89","Brian Thomas Jr.","7.0","6.0","WR","JAC","7","7.07","141.9","147.0","161.3","242.0","179.8","24.7","$18","$15"
"Value","90","Jayden Reed","7.0","6.0","WR","GB","11","10.11","143.7","143.0","169.0","224.8","179.6","24.6","$8","$15"
"","91","Jordyn Tyson","7.0","6.0","WR","NO","8","6.09","137.8","144.0","166.0","234.1","179.5","24.6","$10","$15"
"","92","Jordan Addison","7.0","6.0","WR","MIN","6","9.14","142.9","140.0","168.1","223.6","178.7","24.2","$8","$15"
"Injured","93","Bo Nix","7.0","2.0","QB","DEN","10","9.02","279.2","290.0","310.2","409.5","331.7","23.8","$12","$15"
"","94","Quentin Johnston","7.0","6.0","WR","LAC","7","10.06","135.4","140.0","163.1","234.9","177.7","23.7","$8","$15"
"Injured","95","Patrick Mahomes","7.0","2.0","QB","KC","5","8.09","276.2","306.0","306.9","417.4","331.5","23.7","$10","$15"
"Value","96","Kyler Murray","7.0","2.0","QB","MIN","6","11.13","271.3","290.0","308.3","416.2","331.0","23.5","$9","$15"
"Sleeper","97","Jonathon Brooks","8.0","8.0","RB","CAR","5","9.11","117.9","112.0","140.3","276.4","173.4","22.9","$8","$14"
"","98","Ricky Pearsall","8.0","6.0","WR","SF","8","9.03","133.2","135.0","164.5","227.0","175.9","22.8","$8","$14"
"Injured","99","RJ Harvey","8.0","8.0","RB","DEN","10","8.10","125.8","141.0","149.8","248.7","172.4","22.7","$6","$14"
"Value","100","Michael Pittman Jr.","8.0","6.0","WR","PIT","9","6.06","145.5","151.0","167.2","212.3","175.6","22.6","$9","$14"
"","101","Kyle Monangai","8.0","8.0","RB","CHI","10","8.12","131.2","142.0","144.2","252.4","171.4","22.5","$6","$14"
"","102","Blake Corum","8.0","8.0","RB","LAR","11","9.08","128.6","134.0","135.4","268.1","170.4","22.2","$9","$14"
"","103","Jordan Mason","8.0","8.0","RB","MIN","6","11.07","124.8","127.0","148.6","243.7","170.2","22.2","$6","$14"
"Value","104","Jakobi Meyers","8.0","7.0","WR","JAC","7","7.13","144.3","139.0","165.9","210.7","174.2","21.9","$5","$14"
"","105","Xavier Worthy","8.0","7.0","WR","KC","5","9.13","131.3","141.0","158.2","232.6","173.6","21.6","$6","$13"
"","106","Travis Kelce","8.0","4.0","TE","KC","5","6.12","129.3","148.0","150.3","180.4","154.7","21.2","$10","$13"
"","107","Jared Goff","8.0","3.0","QB","DET","6","11.08","278.2","289.0","302.4","402.2","325.2","21.2","$6","$13"
"","108","Rachaad White","8.0","8.0","RB","WAS","7","8.03","109.4","138.0","145.8","243.5","165.8","21.1","$5","$13"
"","109","Jacory Croskey-Merritt","8.0","8.0","RB","WAS","7","10.03","111.9","129.0","127.2","267.1","162.6","20.3","$11","$13"
"","110","Jordan Love","8.0","3.0","QB","GB","11","12.11","279.6","276.0","294.3","406.1","322.1","19.9","$4","$12"
"","111","Matthew Stafford","8.0","3.0","QB","LAR","11","7.02","276.1","286.0","296.9","400.8","321.5","19.7","$4","$12"
"Sleeper","112","Tyler Shough","8.0","3.0","QB","NO","8","11.12","269.0","269.0","295.6","405.0","320.6","19.3","$7","$12"
"","113","Kenneth Gainwell","9.0","9.0","RB","TB","10","8.01","118.5","133.0","136.2","223.4","156.8","18.9","$5","$12"
"","114","Makai Lemon","9.0","7.0","WR","PHI","10","8.04","125.0","129.0","147.0","235.2","167.1","18.3","$6","$11"
"","115","Josh Downs","9.0","7.0","WR","IND","13","10.01","128.7","142.0","153.2","220.6","167.1","18.3","$5","$11"
"","116","Chris Godwin","9.0","7.0","WR","TB","10","7.11","128.0","147.0","152.4","221.0","166.7","18.1","$4","$11"
"","117","Baker Mayfield","9.0","3.0","QB","TB","10","12.03","274.8","277.0","289.3","402.1","317.4","18.1","$7","$11"
"","118","Aaron Jones","9.0","9.0","RB","MIN","6","7.03","107.6","144.0","134.5","216.5","152.0","17.7","$6","$11"
"","119","Romeo Doubs","9.0","7.0","WR","NE","11","10.13","128.2","139.0","152.6","215.2","165.2","17.4","$6","$11"
"","120","Mark Andrews","9.0","4.0","TE","BAL","13","10.09","127.1","129.0","138.1","183.7","148.5","17.3","$22","$11"
"","121","Tyjae Spears","9.0","9.0","RB","TEN","9","11.01","109.7","119.0","130.6","210.3","148.5","16.8","$3","$10"
"Injured","122","Chris Rodriguez","9.0","9.0","RB","JAC","7","13.04","99.8","107.0","108.5","258.2","147.8","16.6","$8","$10"
"Injured","123","Zach Charbonnet","9.0","9.0","RB","SEA","11","10.10","90.5","143.0","113.1","254.5","147.6","16.6","$4","$10"
"","124","Isiah Pacheco","9.0","9.0","RB","DET","6","10.14","103.2","95.0","116.0","237.8","146.9","16.4","$7","$10"
"Sleeper","125","Dalton Kincaid","9.0","4.0","TE","BUF","7","11.09","126.2","133.0","135.7","183.2","146.9","16.4","$15","$10"
"","126","KC Concepcion","9.0","7.0","WR","CLE","11","9.10","120.2","123.0","150.2","217.8","163.2","16.3","$7","$10"
"Sleeper","127","Jayden Higgins","9.0","7.0","WR","HOU","8","12.05","125.3","130.0","142.4","226.4","162.2","15.8","$5","$10"
"","128","Matthew Golden","9.0","8.0","WR","GB","11","8.13","125.2","126.0","137.6","235.3","162.0","15.7","$8","$10"
"","129","Stefon Diggs","9.0","8.0","WR","UNS","18","12.14","109.3","134.0","154.0","212.5","161.8","15.6","$4","$10"
"","130","Michael Wilson","9.0","8.0","WR","ARI","14","8.14","121.0","150.0","147.6","217.0","161.7","15.6","$5","$10"
"","131","Woody Marks","10.0","10.0","RB","HOU","8","10.12","104.2","104.0","115.8","222.3","142.7","15.4","$5","$10"
"","132","Brandon Aubrey","10.0","1.0","K","DAL","14","6.02","157.4","147.0","176.8","190.9","177.1","15.3","$7","$9"
"","133","Malik Willis","10.0","3.0","QB","MIA","6","14.07","266.7","266.0","274.9","409.6","310.2","15.2","$3","$9"
"","134","Tyrone Tracy Jr.","10.0","10.0","RB","NYG","8","14.06","93.8","101.0","103.1","237.1","138.0","14.2","$5","$9"
"","135","C.J. Stroud","10.0","3.0","QB","HOU","8","13.13","269.9","265.0","278.2","389.5","307.1","14.0","$5","$9"
"","136","Dallas Goedert","10.0","5.0","TE","PHI","10","7.10","122.0","132.0","134.1","174.3","142.9","13.9","$15","$9"
"","137","Dylan Sampson","10.0","10.0","RB","CLE","11","73.07","98.2","85.0","112.9","203.2","134.9","13.5","$3","$8"
"","138","Alvin Kamara","10.0","10.0","RB","NO","8","11.04","90.8","91.0","100.9","227.0","133.5","13.1","$3","$8"
"Injured","139","Daniel Jones","10.0","3.0","QB","IND","13","13.10","259.1","255.0","275.6","394.1","304.9","13.1","$3","$8"
"","140","Wan'Dale Robinson","10.0","8.0","WR","TEN","9","8.08","126.1","136.0","141.7","206.9","156.7","13.1","$4","$8"
"","141","Kaytron Allen","11.0","11.0","RB","WAS","7","63.05","80.3","34.0","87.3","248.8","130.1","12.3","$8","$8"
"","142","Jake Ferguson","11.0","5.0","TE","DAL","14","8.06","126.9","133.0","133.6","161.7","140.1","12.2","$5","$8"
"Sleeper","143","Jalen McMillan","11.0","8.0","WR","TB","10","12.13","113.0","103.0","132.9","225.9","154.7","12.1","$16","$8"
"","144","Brenton Strange","11.0","5.0","TE","JAC","7","13.11","117.8","124.0","132.4","168.1","139.5","11.8","$14","$7"
"","145","Rashid Shaheed","11.0","8.0","WR","SEA","11","12.07","117.8","116.0","137.0","212.4","154.1","11.8","$11","$7"
"","146","Cameron Dicker","11.0","1.0","K","LAC","7","8.05","151.3","139.0","170.0","181.9","169.9","11.6","$6","$7"
"","147","Khalil Shakir","11.0","8.0","WR","BUF","7","10.04","125.1","133.0","142.2","196.2","153.8","11.6","$3","$7"
"","148","Calvin Ridley","11.0","8.0","WR","TEN","9","13.05","116.8","94.0","135.8","211.8","153.1","11.3","$11","$7"
"","149","Hunter Henry","11.0","5.0","TE","NE","11","12.06","120.3","125.0","129.4","168.2","138.3","11.1","$28","$7"
"","150","Deebo Samuel","11.0","8.0","WR","UNS","18","17.03","98.8","108.0","141.2","209.0","152.0","10.7","$18","$7"
"","151","Tyler Allgeier","11.0","11.0","RB","ARI","14","13.07","81.8","84.0","99.8","196.6","122.9","10.5","$7","$7"
"","152","Brian Robinson Jr.","11.0","11.0","RB","ATL","11","14.02","81.2","92.0","99.0","198.0","122.8","10.5","$7","$7"
"Sleeper","153","Isaiah Likely","11.0","5.0","TE","NYG","8","9.12","118.9","128.0","127.9","168.8","137.4","10.5","$28","$7"
"","154","Omar Cooper Jr.","11.0","8.0","WR","NYJ","13","12.10","114.6","107.0","125.9","226.6","151.3","10.3","$12","$6"
"","155","Seattle Seahawks","11.0","1.0","DEF","SEA","11","7.04","119.0","77.0","119.0","119.0","119.0","10.2","$2","$6"
"","156","Denver Broncos","11.0","1.0","DEF","DEN","10","6.11","118.6","82.0","118.6","118.6","118.6","10.0","$1","$6"
"Injured","157","Kenyon Sadiq","11.0","5.0","TE","NYJ","13","11.03","112.1","113.0","124.5","176.8","136.5","9.9","$12","$6"
"","158","Keaton Mitchell","12.0","12.0","RB","LAC","7","71.10","85.0","73.0","94.4","189.7","118.7","9.5","$3","$6"
"","159","Houston Texans","12.0","1.0","DEF","HOU","8","6.04","116.9","82.0","116.9","116.9","116.9","9.1","$1","$6"
"","160","Jonah Coleman","12.0","12.0","RB","DEN","10","27.09","67.2","43.0","74.7","231.6","116.1","8.9","$3","$6"
"","161","Denzel Boston","12.0","9.0","WR","CLE","11","14.01","106.8","109.0","124.2","223.6","148.2","8.8","$10","$5"
"","162","Sam Darnold","12.0","4.0","QB","SEA","11","13.03","256.3","260.0","258.9","388.4","293.8","8.7","$1","$5"
"Sleeper","163","Cameron 'Cam' Ward","12.0","4.0","QB","TEN","9","14.08","252.8","239.0","258.0","392.2","293.7","8.6","$2","$5"
"","164","Aaron Rodgers","12.0","4.0","QB","PIT","9","70.02","254.1","228.0","259.3","386.4","293.0","8.4","$1","$5"
"","165","MarShawn Lloyd","12.0","12.0","RB","GB","11","71.03","58.0","45.0","74.3","230.3","113.9","8.3","$5","$5"
"","166","Tre Tucker","12.0","9.0","WR","LVR","13","14.14","110.8","109.0","128.8","207.4","147.0","8.2","$10","$5"
"","167","Ka'imi Fairbairn","12.0","2.0","K","HOU","8","9.07","148.6","140.0","159.8","177.4","162.6","7.9","$5","$5"
"","168","Juwan Johnson","12.0","5.0","TE","NO","8","13.02","114.7","121.0","126.0","160.0","133.2","7.9","$10","$5"
"","169","New England Patriots","12.0","1.0","DEF","NE","11","9.09","112.7","71.0","112.7","112.7","112.7","7.0","$2","$4"
"","170","Braelon Allen","13.0","13.0","RB","NYJ","13","71.07","67.5","76.0","71.0","209.5","108.1","6.9","$4","$4"
"","171","Nicholas Singleton","13.0","13.0","RB","TEN","9","17.08","53.6","25.0","63.1","233.5","107.9","6.8","$4","$4"
"","172","Mike Washington Jr.","13.0","13.0","RB","LVR","13","70.12","59.1","60.0","70.4","211.2","106.8","6.6","$4","$4"
"","173","Jalen Coker","13.0","9.0","WR","CAR","5","11.14","111.2","127.0","123.5","206.2","143.8","6.6","$4","$4"
"","174","Emmett Johnson","13.0","13.0","RB","KC","5","16.10","60.1","36.0","71.6","204.1","105.7","6.3","$4","$4"
"","175","Adonai Mitchell","13.0","9.0","WR","NYJ","13","71.08","105.5","88.0","114.7","223.7","142.8","6.1","$4","$4"
"","176","Justice Hill","13.0","13.0","RB","BAL","13","70.04","74.6","81.0","82.9","165.8","104.0","5.9","$4","$4"
"","177","Sean Tucker","13.0","13.0","RB","TB","10","68.13","64.0","52.0","69.6","198.4","103.7","5.8","$4","$4"
"Injured","178","Tyreek Hill","13.0","9.0","WR","UNS","18","13.14","67.5","108.0","122.8","230.9","142.2","5.8","$4","$4"
"","179","Tyler Loop","13.0","2.0","K","BAL","13","12.08","143.6","129.0","152.8","178.8","158.2","5.7","$3","$4"
"","180","Cam Little","13.0","2.0","K","JAC","7","10.05","145.2","125.0","151.3","178.5","157.6","5.4","$2","$3"
"Injured","181","James Conner","13.0","13.0","RB","ARI","14","15.09","68.1","48.0","82.1","164.2","102.0","5.4","$3","$3"
"","182","Oronde Gadsden II","13.0","6.0","TE","LAC","7","14.09","107.4","107.0","111.9","176.8","128.8","5.2","$3","$3"
"","183","Minnesota Vikings","13.0","1.0","DEF","MIN","6","11.11","109.1","78.0","109.1","109.1","109.1","5.2","$1","$3"
"","184","Jauan Jennings","13.0","9.0","WR","MIN","6","15.07","100.1","112.0","113.8","221.9","140.8","5.0","$3","$3"
"","185","Green Bay Packers","13.0","2.0","DEF","GB","11","14.10","108.6","65.0","108.6","108.6","108.6","5.0","$1","$3"
"","186","Baltimore Ravens","13.0","2.0","DEF","BAL","13","10.08","108.6","70.0","108.6","108.6","108.6","5.0","$2","$3"
"","187","Jaydon Blue","13.0","13.0","RB","DAL","14","67.08","56.7","40.0","66.7","196.8","100.4","5.0","$3","$3"
"","188","Nick Chubb","13.0","13.0","RB","UNS","18","46.05","55.0","22.0","78.6","172.9","100.0","4.9","$3","$3"
"","189","Bryce Young","13.0","4.0","QB","CAR","5","15.01","242.3","244.0","244.7","391.5","284.3","4.9","$1","$3"
"","190","Chigoziem 'Chig' Okonkwo","13.0","6.0","TE","WAS","7","14.12","110.8","108.0","115.4","165.0","128.1","4.8","$3","$3"
"","191","Cairo Santos","13.0","2.0","K","CHI","10","13.06","142.5","128.0","151.6","174.3","156.1","4.7","$3","$3"
"","192","Dalton Schultz","13.0","6.0","TE","HOU","8","14.13","113.1","112.0","121.6","150.8","128.0","4.7","$3","$3"
"","193","Jake Bates","13.0","2.0","K","DET","6","11.05","146.6","130.0","149.6","175.0","156.0","4.6","$3","$3"
"","194","T.J. Hockenson","13.0","6.0","TE","MIN","6","11.06","109.5","112.0","120.3","155.2","127.9","4.6","$3","$3"
"","195","Brandon Aiyuk","13.0","9.0","WR","UNS","18","66.14","70.7","89.0","117.9","229.9","139.9","4.6","$3","$3"
"","196","Eddy Pineiro","13.0","2.0","K","SF","8","11.02","143.7","130.0","151.3","172.5","155.7","4.5","$2","$3"
"","197","Harrison Mevis","13.0","2.0","K","LAR","11","10.07","145.1","133.0","149.6","175.0","155.7","4.5","$2","$3"
"","198","George Holani","14.0","14.0","RB","SEA","11","69.10","58.8","37.0","73.5","172.7","97.9","4.4","$3","$3"
"","199","Germie Bernard","14.0","9.0","WR","PIT","9","17.01","102.0","91.0","115.9","210.9","139.3","4.3","$3","$3"
"","200","Jerry Jeudy","14.0","9.0","WR","CLE","11","13.12","100.3","100.0","116.6","209.9","139.1","4.2","$3","$3"
"","201","Pittsburgh Steelers","14.0","2.0","DEF","PIT","9","9.06","107.1","77.0","107.1","107.1","107.1","4.2","$1","$3"
"","202","Trey Smack","14.0","2.0","K","GB","11","17.06","143.3","134.0","149.3","174.7","155.1","4.1","$3","$3"
"","203","Keenan Allen","14.0","9.0","WR","UNS","18","67.13","89.7","75.0","126.4","195.9","138.7","4.0","$2","$2"
"","204","Samaje Perine","14.0","14.0","RB","CIN","6","72.05","69.4","82.0","81.7","138.9","95.1","3.7","$2","$2"
"","205","Jacoby Brissett","14.0","4.0","QB","ARI","14","73.05","234.1","245.0","246.4","381.9","281.1","3.6","$1","$2"
"Injured","206","Trey Benson","14.0","14.0","RB","ARI","14","37.03","58.2","13.0","67.7","172.6","94.6","3.6","$2","$2"
"","207","Los Angeles Rams","14.0","2.0","DEF","LAR","11","7.08","105.7","78.0","105.7","105.7","105.7","3.5","$1","$2"
"","208","Kansas City Chiefs","14.0","2.0","DEF","KC","5","13.09","105.5","66.0","105.5","105.5","105.5","3.4","$1","$2"
"","209","Isaiah Davis","14.0","14.0","RB","NYJ","13","68.11","64.3","45.0","67.7","159.1","92.0","2.9","$2","$2"
"Injured","210","Najee Harris","14.0","14.0","RB","UNS","18","51.13","47.1","34.0","72.5","159.5","91.6","2.8","$2","$2"
"","211","Emanuel Wilson","14.0","14.0","RB","SEA","11","70.14","49.2","47.0","61.5","178.4","91.2","2.7","$2","$2"
