"","Rank","Player","Overall Tier","Pos. Tier","Pos","Team","Bye","ADP","Floor","Consensus","DS Proj","Ceiling","3D Proj","3d Value","Market $","Auction $"
"","32","Kyren Williams","4.0","4.0","RB","LAR","11","4.05","190.3","199.0","206.9","264.8","219.7","41.3","$27","$23"
"","33","Javonte Williams","4.0","4.0","RB","DAL","14","4.04","180.4","195.0","209.8","262.3","218.8","40.5","$24","$22"
"","34","Tyler Warren","4.0","2.0","TE","IND","13","5.03","120.9","121.0","145.7","169.0","147.6","40.2","$19","$22"
"Value","35","Zay Flowers","4.0","4.0","WR","BAL","13","5.01","147.0","153.0","167.0","193.7","170.7","40.0","$21","$22"
"Injured","36","Chris Olave","4.0","4.0","WR","NO","8","3.10","142.6","156.0","165.8","197.3","170.2","39.5","$23","$22"
"Injured","37","Tucker Kraft","4.0","2.0","TE","GB","11","10.10","114.9","123.0","138.4","175.8","144.3","38.2","$19","$21"
"","38","Lamar Jackson","4.0","1.0","QB","BAL","13","4.02","298.7","329.0","339.4","437.8","358.8","38.2","$21","$21"
"Value","39","DeVonta Smith","4.0","4.0","WR","PHI","10","4.03","146.7","149.0","159.5","201.0","168.5","38.0","$18","$21"
"Value","40","Davante Adams","4.0","4.0","WR","LAR","11","5.02","138.9","146.0","159.7","201.2","167.2","36.8","$15","$20"
"Injured","41","Malik Nabers","4.0","4.0","WR","NYG","8","3.09","124.9","144.0","154.2","219.0","166.6","36.3","$17","$20"
"","42","Drake Maye","4.0","1.0","QB","NE","11","5.04","296.0","317.0","340.2","428.7","356.3","35.6","$22","$20"
"","43","Travis Etienne","4.0","4.0","RB","NO","8","4.10","178.5","184.0","196.1","266.7","212.2","35.6","$21","$20"
"","44","Joe Burrow","4.0","2.0","QB","CIN","6","5.10","293.8","315.0","341.6","423.6","355.3","35.1","$15","$19"
"","45","Breece Hall","4.0","4.0","RB","NYJ","13","4.01","173.6","197.0","199.5","257.4","210.6","35.0","$21","$19"
"","46","Jalen Hurts","4.0","2.0","QB","PHI","10","6.03","292.8","320.0","332.7","432.5","352.7","33.6","$15","$18"
"","47","Jameson Williams","5.0","5.0","WR","DET","6","7.01","136.8","138.0","152.0","200.6","162.5","33.3","$24","$18"
"","48","Jayden Daniels","5.0","2.0","QB","WAS","7","5.07","285.9","314.0","332.4","432.1","351.1","32.7","$17","$18"
"","49","D'Andre Swift","5.0","5.0","RB","CHI","10","7.02","168.6","177.0","191.6","251.0","203.6","32.6","$17","$18"
"Value","50","Terry McLaurin","5.0","5.0","WR","WAS","7","5.08","135.7","147.0","152.5","196.7","161.5","32.5","$18","$18"
"","51","Garrett Wilson","5.0","5.0","WR","NYJ","13","4.06","139.0","140.0","154.4","189.9","161.3","32.4","$18","$18"
"Injured","52","Tetairoa McMillan","5.0","5.0","WR","CAR","5","4.07","135.7","150.0","150.8","196.0","160.4","31.7","$20","$17"
"","53","Sam LaPorta","5.0","3.0","TE","DET","6","7.07","115.0","122.0","127.8","164.9","135.6","31.6","$16","$17"
"Value","54","Jaylen Waddle","5.0","5.0","WR","DEN","10","6.06","131.8","135.0","151.5","195.4","159.9","31.4","$13","$17"
"Injured","55","Cameron 'Cam' Skattebo","5.0","5.0","RB","NYG","8","4.08","158.3","185.0","188.4","248.7","199.4","31.1","$17","$17"
"","56","Emeka Egbuka","5.0","5.0","WR","TB","10","5.05","129.5","137.0","148.8","197.9","158.7","30.5","$19","$17"
"","57","David Montgomery","5.0","5.0","RB","HOU","8","7.03","154.4","166.0","181.6","252.4","196.0","29.9","$15","$16"
"","58","Luther Burden III","5.0","5.0","WR","CHI","10","7.06","127.1","133.0","147.8","198.1","157.8","29.9","$13","$16"
"Injured","59","Quinshon Judkins","5.0","5.0","RB","CLE","11","6.01","161.3","178.0","177.3","255.3","195.7","29.8","$20","$16"
"","60","Ladd McConkey","5.0","5.0","WR","LAC","7","6.02","129.1","141.0","146.7","196.6","157.1","29.4","$14","$16"
"Value","61","Mike Evans","5.0","5.0","WR","SF","8","7.10","126.3","137.0","146.9","196.8","156.8","29.2","$17","$16"
"","62","Rome Odunze","5.0","5.0","WR","CHI","10","7.05","125.2","134.0","142.3","200.6","155.1","27.9","$14","$15"
"","63","Caleb Williams","5.0","2.0","QB","CHI","10","9.09","282.4","299.0","324.6","418.7","342.6","27.9","$10","$15"
"Injured","64","Bucky Irving","6.0","6.0","RB","TB","10","5.09","152.9","172.0","171.8","247.4","189.0","27.5","$16","$15"
"Value","65","Trevor Lawrence","6.0","2.0","QB","JAC","7","11.09","278.3","303.0","327.4","412.5","341.7","27.4","$13","$15"
"","66","TreVeyon Henderson","6.0","6.0","RB","NE","11","6.04","148.0","162.0","164.4","263.0","188.3","27.2","$9","$15"
"","67","Justin Herbert","6.0","2.0","QB","LAC","7","12.06","279.1","305.0","324.5","415.4","341.0","27.0","$13","$15"
"","68","Harold Fannin Jr.","6.0","3.0","TE","CLE","11","6.09","111.3","115.0","123.7","155.9","130.2","26.9","$12","$15"
"","69","Jadarian Price","6.0","6.0","RB","SEA","11","6.07","130.7","159.0","155.6","275.4","183.8","25.6","$13","$14"
"","70","Brock Purdy","6.0","2.0","QB","SF","8","10.03","278.2","297.0","323.5","407.6","338.2","25.4","$8","$14"
"","71","Dak Prescott","6.0","2.0","QB","DAL","14","9.06","281.1","307.0","323.1","403.9","337.5","25.0","$13","$14"
"Value","72","D.K. Metcalf","6.0","6.0","WR","PIT","9","8.05","122.4","132.0","145.7","179.2","150.6","24.7","$9","$14"
"","73","Bhayshul Tuten","6.0","6.0","RB","JAC","7","7.08","135.2","163.0","155.4","262.6","181.0","24.6","$11","$14"
"","74","Jaxson Dart","6.0","2.0","QB","NYG","8","7.04","278.2","302.0","316.1","417.3","336.8","24.6","$10","$14"
"Injured","75","Alec Pierce","6.0","6.0","WR","IND","13","8.08","119.9","135.0","139.4","186.8","148.8","23.4","$14","$13"
"","76","Tony Pollard","6.0","6.0","RB","TEN","9","8.10","139.2","155.0","158.2","238.9","176.8","23.2","$7","$13"
"","77","J.K. Dobbins","6.0","6.0","RB","DEN","10","10.08","132.7","151.0","156.1","246.6","176.5","23.1","$6","$13"
"","78","Parker Washington","6.0","6.0","WR","JAC","7","10.06","118.9","116.0","141.5","181.1","148.2","23.0","$10","$13"
"","79","D.J. Moore","6.0","6.0","WR","BUF","7","6.08","119.1","125.0","136.9","187.6","147.5","22.5","$9","$12"
"","80","Marvin Harrison Jr.","6.0","6.0","WR","ARI","14","7.09","119.2","129.0","135.4","189.6","147.2","22.2","$8","$12"
"Injured","81","George Kittle","6.0","4.0","TE","SF","8","8.01","70.4","113.0","117.3","174.8","124.5","21.9","$11","$12"
"Injured","82","Bo Nix","6.0","2.0","QB","DEN","10","12.05","279.2","290.0","310.2","409.5","331.7","21.7","$9","$12"
"Injured","83","Patrick Mahomes","6.0","2.0","QB","KC","5","11.07","276.2","306.0","306.9","417.4","331.5","21.6","$8","$12"
"","84","Chuba Hubbard","7.0","7.0","RB","CAR","5","8.03","128.8","145.0","151.5","240.9","171.8","21.4","$6","$12"
"Value","85","Kyler Murray","7.0","2.0","QB","MIN","6","16.03","271.3","290.0","308.3","416.2","331.0","21.3","$7","$12"
"","86","Rhamondre Stevenson","7.0","7.0","RB","NE","11","11.05","135.1","147.0","155.3","226.7","171.1","21.2","$5","$12"
"","87","Brian Thomas Jr.","7.0","6.0","WR","JAC","7","10.02","114.0","117.0","129.6","194.4","144.4","20.2","$13","$11"
"","88","Courtland Sutton","7.0","6.0","WR","DEN","10","8.07","117.7","119.0","136.9","176.6","144.2","20.1","$6","$11"
"","89","Kyle Pitts","7.0","4.0","TE","ATL","11","6.10","105.2","110.0","114.3","148.6","122.0","19.6","$9","$11"
"","90","Quentin Johnston","7.0","6.0","WR","LAC","7","14.02","109.1","113.0","131.4","189.2","143.1","19.3","$6","$11"
"Value","91","Jayden Reed","7.0","6.0","WR","GB","11","14.07","114.4","111.0","134.6","179.0","143.0","19.2","$6","$11"
"","92","Carnell Tate","7.0","6.0","WR","TEN","9","6.05","110.4","124.0","131.4","185.3","142.3","18.7","$9","$10"
"","93","Jaylen Warren","7.0","7.0","RB","PIT","9","9.03","131.7","147.0","154.9","201.4","163.4","18.5","$4","$10"
"","94","Jordyn Tyson","7.0","6.0","WR","NO","8","8.09","108.6","112.0","130.9","184.6","141.5","18.1","$7","$10"
"","95","Jordan Addison","7.0","6.0","WR","MIN","6","13.06","113.1","110.0","133.1","177.0","141.4","18.1","$5","$10"
"","96","Jared Goff","7.0","3.0","QB","DET","6","15.08","278.2","289.0","302.4","402.2","325.2","18.0","$5","$10"
"","97","Blake Corum","7.0","7.0","RB","LAR","11","12.10","122.3","128.0","128.7","254.8","161.9","17.9","$7","$10"
"","98","Rico Dowdle","7.0","7.0","RB","PIT","9","9.10","125.0","145.0","142.0","225.8","161.8","17.9","$5","$10"
"","99","Jordan Mason","7.0","7.0","RB","MIN","6","15.07","118.5","119.0","141.1","231.4","161.6","17.8","$4","$10"
"","100","Kyle Monangai","8.0","8.0","RB","CHI","10","11.10","121.3","130.0","133.3","233.3","158.4","16.7","$4","$9"
"","101","Ricky Pearsall","8.0","7.0","WR","SF","8","12.04","105.2","105.0","129.9","179.3","138.9","16.3","$5","$9"
"","102","Jordan Love","8.0","3.0","QB","GB","11","17.05","279.6","276.0","294.3","406.1","322.1","16.2","$3","$9"
"","103","Xavier Worthy","8.0","7.0","WR","KC","5","13.05","105.0","112.0","126.5","186.0","138.8","16.2","$4","$9"
"","104","Matthew Stafford","8.0","3.0","QB","LAR","11","9.05","276.1","286.0","296.9","400.8","321.5","15.9","$3","$9"
"","105","Jacory Croskey-Merritt","8.0","8.0","RB","WAS","7","13.09","106.8","122.0","121.4","254.9","155.2","15.6","$8","$9"
"Sleeper","106","Tyler Shough","8.0","3.0","QB","NO","8","16.02","269.0","269.0","295.6","405.0","320.6","15.4","$4","$8"
"","107","Mark Andrews","8.0","4.0","TE","BAL","13","14.05","100.2","101.0","108.9","144.8","117.1","15.3","$16","$8"
"Sleeper","108","Jonathon Brooks","8.0","8.0","RB","CAR","5","13.03","104.4","100.0","124.3","244.9","153.6","15.0","$4","$8"
"","109","Baker Mayfield","8.0","3.0","QB","TB","10","16.07","274.8","277.0","289.3","402.1","317.4","13.6","$4","$7"
"","110","Brandon Aubrey","8.0","1.0","K","DAL","14","8.02","157.4","147.0","176.8","190.9","177.1","13.5","$5","$7"
"","111","Travis Kelce","8.0","4.0","TE","KC","5","9.02","95.8","111.0","111.4","133.7","114.7","13.2","$5","$7"
"Injured","112","RJ Harvey","9.0","9.0","RB","DEN","10","11.08","106.0","119.0","126.2","209.5","145.3","12.1","$3","$7"
"Value","113","Jakobi Meyers","9.0","7.0","WR","JAC","7","10.07","110.1","106.0","126.5","160.7","132.9","11.9","$3","$7"
"Sleeper","114","Dalton Kincaid","9.0","5.0","TE","BUF","7","15.09","96.7","103.0","104.0","140.4","112.6","11.4","$9","$6"
"Injured","115","Chris Rodriguez","9.0","9.0","RB","JAC","7","18.02","96.0","102.0","104.4","248.5","142.2","11.0","$5","$6"
"","116","Makai Lemon","9.0","7.0","WR","PHI","10","11.03","98.0","101.0","115.3","184.5","131.0","10.6","$3","$6"
"Value","117","Michael Pittman Jr.","9.0","7.0","WR","PIT","9","8.06","108.3","114.0","124.5","158.1","130.7","10.4","$4","$6"
"","118","Rachaad White","9.0","9.0","RB","WAS","7","11.01","92.3","118.0","123.0","205.4","139.9","10.2","$2","$6"
"","119","Cameron Dicker","9.0","1.0","K","LAC","7","11.02","151.3","139.0","170.0","181.9","169.9","10.0","$5","$6"
"","120","Romeo Doubs","9.0","7.0","WR","NE","11","14.09","100.8","110.0","120.0","169.2","129.9","9.8","$3","$5"
"","121","Malik Willis","9.0","3.0","QB","MIA","6","19.05","266.7","266.0","274.9","409.6","310.2","9.5","$2","$5"
"","122","Matthew Golden","9.0","8.0","WR","GB","11","12.01","99.3","98.0","109.1","186.6","128.5","8.8","$4","$5"
"","123","Isiah Pacheco","9.0","9.0","RB","DET","6","14.10","95.1","86.0","106.8","218.9","135.3","8.6","$3","$5"
"","124","KC Concepcion","9.0","8.0","WR","CLE","11","13.02","94.0","95.0","117.5","170.4","127.7","8.2","$3","$5"
"","125","Kenneth Gainwell","10.0","10.0","RB","TB","10","10.09","100.9","109.0","116.0","190.2","133.5","8.0","$2","$4"
"","126","Seattle Seahawks","10.0","1.0","DEF","SEA","11","9.08","119.0","77.0","119.0","119.0","119.0","7.9","$1","$4"
"","127","C.J. Stroud","10.0","3.0","QB","HOU","8","19.01","269.9","265.0","278.2","389.5","307.1","7.7","$2","$4"
"","128","Denver Broncos","10.0","1.0","DEF","DEN","10","9.01","118.6","82.0","118.6","118.6","118.6","7.7","$1","$4"
"Sleeper","129","Jayden Higgins","10.0","8.0","WR","HOU","8","16.09","98.1","102.0","111.5","177.3","127.0","7.7","$2","$4"
"","130","Michael Wilson","10.0","8.0","WR","ARI","14","12.03","94.4","118.0","115.1","169.2","126.1","7.1","$2","$4"
"","131","Houston Texans","10.0","1.0","DEF","HOU","8","8.04","116.9","82.0","116.9","116.9","116.9","7.0","$1","$4"
"Injured","132","Zach Charbonnet","10.0","10.0","RB","SEA","11","14.06","79.7","128.0","99.6","224.1","129.9","6.7","$2","$4"
"","133","Dallas Goedert","10.0","5.0","TE","PHI","10","10.04","91.6","99.0","100.7","130.9","107.3","6.7","$7","$4"
"","134","Ka'imi Fairbairn","10.0","2.0","K","HOU","8","12.09","148.6","140.0","159.8","177.4","162.6","6.5","$4","$4"
"","135","Hunter Henry","10.0","5.0","TE","NE","11","17.01","93.2","97.0","100.2","130.3","107.1","6.5","$16","$4"
"Injured","136","Daniel Jones","10.0","3.0","QB","IND","13","18.08","259.1","255.0","275.6","394.1","304.9","6.5","$2","$4"
"","137","Aaron Jones","10.0","10.0","RB","MIN","6","9.07","91.4","123.0","114.3","184.0","129.2","6.5","$2","$4"
"","138","Josh Downs","10.0","8.0","WR","IND","13","13.07","96.3","105.0","114.6","165.0","125.0","6.3","$1","$3"
"","139","Chris Godwin","10.0","8.0","WR","TB","10","10.05","95.7","112.0","113.9","165.2","124.6","6.0","$1","$3"
"Sleeper","140","Jalen McMillan","10.0","8.0","WR","TB","10","17.07","90.4","80.0","106.3","180.7","123.7","5.3","$6","$3"
"","141","New England Patriots","10.0","1.0","DEF","NE","11","13.01","112.7","71.0","112.7","112.7","112.7","5.2","$1","$3"
"","142","Stefon Diggs","10.0","8.0","WR","UNS","18","17.08","83.2","102.0","117.2","161.7","123.2","5.0","$1","$3"
"","143","Brenton Strange","10.0","5.0","TE","JAC","7","18.10","88.9","93.0","99.9","126.9","105.3","4.9","$6","$3"
"","144","Rashid Shaheed","10.0","8.0","WR","SEA","11","16.10","94.2","93.0","109.5","169.7","123.1","4.9","$5","$3"
"","145","Tyrone Tracy Jr.","10.0","10.0","RB","NYG","8","19.09","84.6","90.0","93.0","213.9","124.5","4.8","$2","$3"
"","146","Woody Marks","10.0","10.0","RB","HOU","8","14.08","90.6","92.0","100.7","193.3","124.1","4.7","$2","$3"
"Sleeper","147","Isaiah Likely","10.0","5.0","TE","NYG","8","13.04","90.8","98.0","97.6","128.8","104.9","4.6","$12","$3"
"","148","Tyler Loop","10.0","2.0","K","BAL","13","17.02","143.6","129.0","152.8","178.8","158.2","4.4","$1","$2"
"","149","Cam Little","10.0","2.0","K","JAC","7","14.01","145.2","125.0","151.3","178.5","157.6","4.0","$1","$2"
"","150","Tyjae Spears","11.0","11.0","RB","TEN","9","15.01","89.9","97.0","107.0","172.3","121.7","3.8","$1","$2"
"","151","Kaytron Allen","11.0","11.0","RB","WAS","7","93.01","75.0","32.0","81.5","232.3","121.5","3.8","$2","$2"
"","152","Minnesota Vikings","11.0","1.0","DEF","MIN","6","16.01","109.1","78.0","109.1","109.1","109.1","3.6","$1","$2"
"","153","Green Bay Packers","11.0","2.0","DEF","GB","11","20.02","108.6","65.0","108.6","108.6","108.6","3.4","$1","$2"
"","154","Baltimore Ravens","11.0","2.0","DEF","BAL","13","14.04","108.6","70.0","108.6","108.6","108.6","3.4","$1","$2"
"","155","Deebo Samuel","11.0","8.0","WR","UNS","18","28.10","78.5","85.0","112.1","165.9","120.7","3.2","$5","$2"
"","156","Calvin Ridley","11.0","8.0","WR","TEN","9","18.03","91.7","74.0","106.6","166.3","120.2","2.8","$3","$2"
"Injured","157","Kenyon Sadiq","11.0","6.0","TE","NYJ","13","15.03","84.2","83.0","93.6","132.9","102.6","2.6","$2","$1"
"","158","Cairo Santos","11.0","2.0","K","CHI","10","18.04","142.5","128.0","151.6","174.3","156.1","2.4","$1","$1"
"","159","Jake Bates","11.0","2.0","K","DET","6","15.05","146.6","130.0","149.6","175.0","156.0","2.3","$1","$1"
"","160","Pittsburgh Steelers","11.0","2.0","DEF","PIT","9","12.08","107.1","77.0","107.1","107.1","107.1","2.2","$1","$1"
"","161","Eddy Pineiro","11.0","2.0","K","SF","8","15.02","143.7","130.0","151.3","172.5","155.7","2.0","$1","$1"
"","162","Harrison Mevis","11.0","2.0","K","LAR","11","14.03","145.1","133.0","149.6","175.0","155.7","2.0","$1","$1"
"","163","Jake Ferguson","11.0","6.0","TE","DAL","14","11.04","92.0","97.0","96.8","117.1","101.5","1.6","$1","$1"
"","164","Omar Cooper Jr.","11.0","9.0","WR","NYJ","13","17.03","89.6","84.0","98.5","177.3","118.4","1.5","$2","$1"
"","165","Trey Smack","11.0","2.0","K","GB","11","22.09","143.3","134.0","149.3","174.7","155.1","1.4","$1","$1"
"","166","Brian Robinson Jr.","11.0","11.0","RB","ATL","11","19.06","75.4","86.0","91.9","183.8","114.0","1.1","$1","$1"
"","167","Tyler Allgeier","11.0","11.0","RB","ARI","14","18.05","75.9","76.0","92.5","182.2","114.0","1.1","$1","$1"
"","168","Los Angeles Rams","11.0","2.0","DEF","LAR","11","10.01","105.7","78.0","105.7","105.7","105.7","1.0","$1","$1"
"","169","Kansas City Chiefs","11.0","2.0","DEF","KC","5","18.07","105.5","66.0","105.5","105.5","105.5","0.8","$1","$1"
"","170","Tre Tucker","11.0","9.0","WR","LVR","13","20.06","87.9","86.0","102.2","164.5","116.6","0.2","$2","$1"
"","171","Sam Darnold","11.0","4.0","QB","SEA","11","18.01","256.3","260.0","258.9","388.4","293.8","0.2","$1","$1"
"Sleeper","172","Cameron 'Cam' Ward","11.0","4.0","QB","TEN","9","19.10","252.8","239.0","258.0","392.2","293.7","0.1","$1","$1"
"","173","Alvin Kamara","12.0","12.0","RB","NO","8","15.04","75.6","77.0","84.0","189.0","111.1","0.1","$1","$1"
"","174","Jacksonville Jaguars","12.0","2.0","DEF","JAC","7","16.05","104.5","69.0","104.5","104.5","104.5","0.0","$1","$1"
"","175","Wil Lutz","12.0","2.0","K","DEN","10","98.09","144.9","121.0","147.9","171.6","153.8","0.0","$1","$1"
"","176","Juwan Johnson","12.0","6.0","TE","NO","8","17.10","85.8","90.0","94.3","119.8","99.7","0.0","$2","$1"
"","177","Dylan Sampson","12.0","12.0","RB","CLE","11","102.02","80.4","68.0","92.4","166.3","110.4","0.0","$1","$1"
"","178","Wan'Dale Robinson","12.0","9.0","WR","TEN","9","11.06","93.4","99.0","104.9","153.2","116.0","0.0","$1","$1"
"","179","Aaron Rodgers","12.0","4.0","QB","PIT","9","96.10","254.1","228.0","259.3","386.4","293.0","0.0","$1","$1"
"","180","Harrison Butker","12.0","2.0","K","KC","5","15.10","145.0","124.0","148.0","170.2","153.5","0.0","$1","$1"
"","181","Denzel Boston","12.0","9.0","WR","CLE","11","19.02","83.3","84.0","96.9","174.4","115.6","0.0","$2","$1"
"","182","Charlie Smyth","12.0","2.0","K","NO","8","100.09","143.5","119.0","147.9","170.1","153.2","0.0","$1","$1"
"","183","New York Giants","12.0","2.0","DEF","NYG","8","23.05","103.6","64.0","103.6","103.6","103.6","0.0","$1","$1"
"","184","Oronde Gadsden II","12.0","6.0","TE","LAC","7","20.01","81.9","81.0","85.3","134.8","98.2","0.0","$1","$1"
"","185","Philadelphia Eagles","12.0","2.0","DEF","PHI","10","13.08","102.7","68.0","102.7","102.7","102.7","0.0","$2","$1"
"","186","Chris Boswell","12.0","2.0","K","PIT","9","17.04","142.9","122.0","145.8","170.6","152.0","0.0","$1","$1"
"","187","Los Angeles Chargers","12.0","2.0","DEF","LAC","7","17.06","102.2","66.0","102.2","102.2","102.2","0.0","$1","$1"
"","188","Keaton Mitchell","12.0","12.0","RB","LAC","7","100.06","75.2","66.0","83.5","167.8","105.0","0.0","$1","$1"
"","189","Buffalo Bills","12.0","2.0","DEF","BUF","7","98.03","102.0","71.0","102.0","102.0","102.0","0.0","$1","$1"
"","190","Khalil Shakir","12.0","9.0","WR","BUF","7","13.10","92.0","98.0","104.6","144.3","113.1","0.0","$1","$1"
"","191","Andres Borregales","12.0","2.0","K","NE","11","99.07","141.8","120.0","146.2","168.1","151.4","0.0","$1","$1"
"","192","Chicago Bears","12.0","2.0","DEF","CHI","10","22.04","101.5","68.0","101.5","101.5","101.5","0.0","$1","$1"
"","193","Jonah Coleman","12.0","12.0","RB","DEN","10","90.01","59.0","37.0","65.5","203.1","101.9","0.0","$1","$1"
"","194","MarShawn Lloyd","12.0","12.0","RB","GB","11","98.10","51.8","40.0","66.4","205.8","101.8","0.0","$1","$1"
"","195","Jalen Coker","12.0","9.0","WR","CAR","5","16.04","86.5","98.0","96.1","160.5","111.9","0.0","$1","$1"
"","196","Adonai Mitchell","12.0","9.0","WR","NYJ","13","99.04","82.6","69.0","89.8","175.1","111.8","0.0","$1","$1"
"","197","Chigoziem 'Chig' Okonkwo","12.0","6.0","TE","WAS","7","20.05","82.8","80.0","86.3","123.4","95.8","0.0","$1","$1"
"","198","Jason Myers","12.0","3.0","K","SEA","11","12.07","142.1","143.0","145.0","166.8","150.4","0.0","$1","$1"
"","199","Tampa Bay Buccaneers","12.0","2.0","DEF","TB","10","24.04","100.0","63.0","100.0","100.0","100.0","0.0","$1","$1"
"Injured","200","Tyreek Hill","12.0","9.0","WR","UNS","18","19.04","52.7","84.0","95.8","180.1","111.0","0.0","$1","$1"
"","201","Chase McLaughlin","12.0","3.0","K","TB","10","19.08","140.2","128.0","144.5","167.6","150.0","0.0","$1","$1"
"","202","Braelon Allen","13.0","13.0","RB","NYJ","13","99.02","61.9","69.0","65.2","192.3","99.3","0.0","$1","$1"
"","203","Detroit Lions","13.0","2.0","DEF","DET","6","16.06","99.4","70.0","99.4","99.4","99.4","0.0","$1","$1"
"","204","Mike Washington Jr.","13.0","13.0","RB","LVR","13","99.06","54.3","53.0","64.6","193.8","98.0","0.0","$1","$1"
"","205","Jauan Jennings","13.0","9.0","WR","MIN","6","21.01","78.2","87.0","88.9","173.4","110.0","0.0","$1","$1"
"","206","Will Reichard","13.0","3.0","K","MIN","6","17.09","139.9","123.0","142.8","168.5","149.3","0.0","$1","$1"
"","207","San Francisco 49ers","13.0","2.0","DEF","SF","8","20.09","98.8","63.0","98.8","98.8","98.8","0.0","$1","$1"
"","208","Brandon Aiyuk","13.0","9.0","WR","UNS","18","96.01","55.3","70.0","92.2","179.8","109.4","0.0","$1","$1"
"","209","Sean Tucker","13.0","13.0","RB","TB","10","97.03","59.5","49.0","64.7","184.4","96.4","0.0","$1","$1"
"","210","Bryce Young","13.0","4.0","QB","CAR","5","20.07","242.3","244.0","244.7","391.5","284.3","0.0","$1","$1"
"","211","Dalton Schultz","13.0","6.0","TE","HOU","8","20.04","82.8","81.0","89.0","110.4","93.7","0.0","$1","$1"
