Overall,,,,,QB,,,,,RB,,,,,WR,,,,,TE,,,,,DST,,,,,Superflex,,,,,K,,,,,P,,,,,TM-QB,,,,,TM-RB,,,,,TM-WR,,,,,TM-TE,,,,,TM-K,,,,,HC,,,,,TM-OL,,,,,
Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,
"Alec Pierce",IND,"WR",23791,,,,,,,"Jaydon Blue",DAL,"RB",24344,,"Tre Tucker",LV,"WR",25337,,,,,,,,,,,,"Jaylen Waddle",DEN,"WR",19790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marvin Harrison Jr.",ARI,"WR",23064,,,,,,,"Ray Davis",BUF,"RB",26191,,"Calvin Ridley",TEN,"WR",17258,,,,,,,,,,,,"Sam Darnold",SEA,"QB",17236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayden Daniels",WAS,"QB",22902,,,,,,,"Najee Harris",LAC,"RB",19302,,"Travis Hunter",JAC,"WR",26034,,,,,,,,,,,,"Cam Skattebo",NYG,"RB",27166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harold Fannin Jr.",CLE,"TE",27050,,,,,,,"Justice Hill",BAL,"RB",18256,,"KC Concepcion",CLE,"WR",27331,,,,,,,,,,,,"Daniel Jones",IND,"QB",18232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Burrow",CIN,"QB",19196,,,,,,,"Jordan James",SF,"RB",27310,,"Jalen Nailor",LV,"WR",24177,,,,,,,,,,,,"Davante Adams",LAR,"WR",12123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhayshul Tuten",JAC,"RB",27297,,,,,,,"Jaylen Wright",MIA,"RB",25987,,"Stefon Diggs",FA,"WR",13981,,,,,,,,,,,,"Terry McLaurin",WAS,"WR",18466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucker Kraft",GB,"TE",25298,,,,,,,"Demond Claiborne",MIN,"RB",28084,,"Adonai Mitchell",NYJ,"WR",24357,,,,,,,,,,,,"Kyren Williams",LAR,"RB",23059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Courtland Sutton",DEN,"WR",17253,,,,,,,"Kimani Vidal",LAC,"RB",26355,,"Kayshon Boutte",NE,"WR",22989,,,,,,,,,,,,"Cam Ward",TEN,"QB",24755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DK Metcalf",PIT,"WR",18219,,,,,,,"MarShawn Lloyd",GB,"RB",23118,,"Germie Bernard",PIT,"WR",26039,,,,,,,,,,,,"Emeka Egbuka",TB,"WR",23062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chuba Hubbard",CAR,"RB",19792,,,,,,,"Kaelon Black",SF,"RB",28401,,"Tre' Harris",LAC,"WR",26215,,,,,,,,,,,,"Christian Watson",GB,"WR",23886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parker Washington",JAC,"WR",23106,,,,,,,"Chris Brooks",GB,"RB",25823,,"Ryan Flournoy",DAL,"WR",26398,,,,,,,,,,,,"Tyler Warren",IND,"TE",26434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sam LaPorta",DET,"TE",22978,,,,,,,"Samaje Perine",CIN,"RB",16423,,"Deebo Samuel Sr.",FA,"WR",18244,,,,,,,,,,,,"Mike Evans",SF,"WR",12119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaylen Warren",PIT,"RB",24209,,,,,,,"Ollie Gordon II",MIA,"RB",25984,,"Isaac TeSlaa",DET,"WR",27446,,,,,,,,,,,,"Jameson Williams",DET,"WR",23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalen Hurts",PHI,"QB",19275,,,,,,,"Adam Randall",BAL,"RB",24367,,"Darnell Mooney",NYG,"WR",19810,,,,,,,,,,,,"Bryce Young",CAR,"QB",22900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jadarian Price",SEA,"RB",27329,,,,,,,"Ty Johnson",BUF,"RB",18406,,"Pat Bryant",DEN,"WR",27211,,,,,,,,,,,,"Bucky Irving",TB,"RB",25981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Godwin Jr.",TB,"WR",16406,,,,,,,"Trey Benson",ARI,"RB",25388,,"Jaylin Noel",HOU,"WR",27122,,,,,,,,,,,,"D'Andre Swift",CHI,"RB",19210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhamondre Stevenson",NE,"RB",22726,,,,,,,"Kendre Miller",NO,"RB",24360,,"Malik Washington",MIA,"WR",26314,,,,,,,,,,,,"Rome Odunze",CHI,"WR",25411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Caleb Williams",CHI,"QB",23084,,,,,,,"Brashard Smith",KC,"RB",27259,,"Dontayvion Wicks",PHI,"WR",24354,,,,,,,,,,,,"DJ Moore",BUF,"WR",17265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Thomas Jr.",JAC,"WR",23000,,,,,,,"DJ Giddens",IND,"RB",27097,,"Troy Franklin",DEN,"WR",23092,,,,,,,,,,,,"Quinshon Judkins",CLE,"RB",25391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Pitts Sr.",ATL,"TE",20164,,,,,,,"Isaiah Davis",NYJ,"RB",25977,,"Chris Bell",MIA,"WR",26038,,,,,,,,,,,,"TreVeyon Henderson",NE,"RB",23065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tony Pollard",TEN,"RB",18705,,,,,,,"LeQuint Allen Jr.",JAC,"RB",27285,,"Tank Dell",HOU,"WR",25361,,,,,,,,,,,,"Jacoby Brissett",ARI,"QB",15642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makai Lemon",PHI,"WR",25420,,,,,,,"George Holani",SEA,"RB",22915,,"Jack Bech",LV,"WR",27224,,,,,,,,,,,,"David Montgomery",HOU,"RB",18239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Justin Herbert",LAC,"QB",18635,,,,,,,"Joe Mixon",FA,"RB",16420,,"De'Zhaun Stribling",SF,"WR",28138,,,,,,,,,,,,"Carnell Tate",TEN,"WR",26009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jakobi Meyers",JAC,"WR",18598,,,,,,,"Kaleb Johnson",PIT,"RB",27165,,"Tyreek Hill",FA,"WR",15802,,,,,,,,,,,,"Jordyn Tyson",NO,"WR",26035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayden Reed",GB,"WR",23020,,,,,,,"Devin Neal",NO,"RB",23682,,"Zachariah Branch",ATL,"WR",25419,,,,,,,,,,,,"Geno Smith",NYJ,"QB",11687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Wilson",ARI,"WR",25333,,,,,,,"Emari Demercado",KC,"RB",25654,,"Rashod Bateman",BAL,"WR",19794,,,,,,,,,,,,"Alec Pierce",IND,"WR",23791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaxson Dart",NYG,"QB",23160,,,,,,,"Devin Singletary",NYG,"RB",18280,,"Cooper Kupp",SEA,"WR",16433,,,,,,,,,,,,"Marvin Harrison Jr.",ARI,"WR",23064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Michael Pittman Jr.",PIT,"WR",19278,,,,,,,"Eli Heidenreich",PIT,"RB",28297,,"Elijah Sarratt",BAL,"WR",27463,,,,,,,,,,,,"Harold Fannin Jr.",CLE,"TE",27050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rico Dowdle",PIT,"RB",19647,,,,,,,"Seth McGowan",IND,"RB",23079,,"Christian Kirk",SF,"WR",17268,,,,,,,,,,,,"Bhayshul Tuten",JAC,"RB",27297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ricky Pearsall",SF,"WR",26214,,,,,,,"Jerome Ford",WAS,"RB",22921,,"Keenan Allen",LAC,"WR",11616,,,,,,,,,,,,"Tucker Kraft",GB,"TE",25298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan Addison",MIN,"WR",23107,,,,,,,"Tahj Brooks",CIN,"RB",26212,,"Tory Horton",SEA,"WR",26022,,,,,,,,,,,,"Courtland Sutton",DEN,"WR",17253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trevor Lawrence",JAC,"QB",19780,,,,,,,"Nick Chubb",FA,"RB",17246,,"Keon Coleman",BUF,"WR",26019,,,,,,,,,,,,"Fernando Mendoza",LV,"QB",28013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Kelce",KC,"TE",11594,,,,,,,"Will Shipley",PHI,"RB",22930,,"Chris Brazzell II",CAR,"WR",28047,,,,,,,,,,,,"DK Metcalf",PIT,"WR",18219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJ Harvey",DEN,"RB",27142,,,,,,,"Trevor Etienne",CAR,"RB",25393,,"Ja'Kobi Lane",BAL,"WR",27337,,,,,,,,,,,,"Chuba Hubbard",CAR,"RB",19792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"J.K. Dobbins",DEN,"RB",19245,,,,,,,"Kareem Hunt",FA,"RB",16425,,"Darius Slayton",NYG,"WR",18706,,,,,,,,,,,,"Parker Washington",JAC,"WR",23106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dak Prescott",DAL,"QB",15600,,,,,,,"Malik Davis",DAL,"RB",24205,,"Malachi Fields",NYG,"WR",27994,,,,,,,,,,,,"Sam LaPorta",DET,"TE",22978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Kittle",SF,"TE",16499,,,,,,,"Austin Ekeler",FA,"RB",16483,,"Jahan Dotson",ATL,"WR",23101,,,,,,,,,,,,"Jaylen Warren",PIT,"RB",24209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wan'Dale Robinson",TEN,"WR",22985,,,,,,,"Phil Mafah",DAL,"RB",22928,,"Marvin Mims Jr.",DEN,"WR",23080,,,,,,,,,,,,"Jadarian Price",SEA,"RB",27329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyle Monangai",CHI,"RB",27131,,,,,,,"Audric Estime",NO,"RB",23054,,"Tyquan Thornton",KC,"WR",22913,,,,,,,,,,,,"Chris Godwin Jr.",TB,"WR",16406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brock Purdy",SF,"QB",19797,,,,,,,"Antonio Gibson",FA,"RB",19624,,"Devaughn Vele",NO,"WR",26409,,,,,,,,,,,,"Rhamondre Stevenson",NE,"RB",22726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Downs",IND,"WR",24706,,,,,,,"Jarquez Hunter",LAR,"RB",24335,,"Kyle Williams",NE,"WR",27487,,,,,,,,,,,,"Brian Thomas Jr.",JAC,"WR",23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quentin Johnston",LAC,"WR",23123,,,,,,,"Isaac Guerendo",SF,"RB",26392,,"Hollywood Brown",PHI,"WR",18226,,,,,,,,,,,,"Kyle Pitts Sr.",ATL,"TE",20164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Romeo Doubs",NE,"WR",23794,,,,,,,"Raheim Sanders",CLE,"RB",24351,,"Caleb Douglas",MIA,"WR",28135,,,,,,,,,,,,"Tony Pollard",TEN,"RB",18705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rachaad White",WAS,"RB",23891,,,,,,,"Alexander Mattison",FA,"RB",18621,,"Skyler Bell",BUF,"WR",28126,,,,,,,,,,,,"Makai Lemon",PHI,"WR",25420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Gainwell",TB,"RB",23310,,,,,,,"Miles Sanders",FA,"RB",18283,,"Jalen Tolbert",MIA,"WR",23770,,,,,,,,,,,,"Jakobi Meyers",JAC,"WR",18598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dalton Kincaid",BUF,"TE",25247,,,,,,,"Kyle Juszczyk",SF,"RB",11798,,"KaVontae Turpin",DAL,"WR",18520,,,,,,,,,,,,"Jayden Reed",GB,"WR",23020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aaron Jones Sr.",MIN,"RB",16673,,,,,,,"J'Mari Taylor",JAC,"RB",28109,,"Andrei Iosivas",CIN,"WR",25335,,,,,,,,,,,,"Michael Wilson",ARI,"WR",25333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xavier Worthy",KC,"WR",23019,,,,,,,"Jeremy McNichols",WAS,"RB",16445,,"Chimere Dike",TEN,"WR",27315,,,,,,,,,,,,"Michael Pittman Jr.",PIT,"WR",19278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bo Nix",DEN,"QB",22910,,,,,,,"Bam Knight",ARI,"RB",24901,,"Elic Ayomanor",TEN,"WR",27059,,,,,,,,,,,,"Rico Dowdle",PIT,"RB",19647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Corum",LAR,"RB",23013,,,,,,,"Jam Miller",NE,"RB",27326,,"Mack Hollins",NE,"WR",16489,,,,,,,,,,,,"Ricky Pearsall",SF,"WR",26214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jacory Croskey-Merritt",WAS,"RB",27316,,,,,,,"Ty Chandler",NO,"RB",19471,,"Brenen Thompson",LAC,"WR",28133,,,,,,,,,,,,"Jordan Addison",MIN,"WR",23107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jake Ferguson",DAL,"TE",22718,,,,,,,"Jaydn Ott",KC,"RB",25394,,"Kendrick Bourne",ARI,"WR",17066,,,,,,,,,,,,"Travis Kelce",KC,"TE",11594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayden Higgins",HOU,"WR",27077,,,,,,,"Kenny McIntosh",SEA,"RB",25329,,"Tutu Atwell",MIA,"WR",20126,,,,,,,,,,,,"RJ Harvey",DEN,"RB",27142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patrick Mahomes II",KC,"QB",16413,,,,,,,"Tyler Goodson",ATL,"RB",22976,,"DeMario Douglas",NE,"WR",25304,,,,,,,,,,,,"J.K. Dobbins",DEN,"RB",19245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mark Andrews",BAL,"TE",17269,,,,,,,"Roschon Johnson",CHI,"RB",25322,,"Olamide Zaccheaus",ATL,"WR",18864,,,,,,,,,,,,"George Kittle",SF,"TE",16499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalen Coker",CAR,"WR",26403,,,,,,,"Michael Carter",TEN,"RB",22728,,"Treylon Burks",WAS,"WR",22905,,,,,,,,,,,,"Aaron Rodgers",PIT,"QB",9001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isaiah Likely",NYG,"TE",23781,,,,,,,"Jawhar Jordan",HOU,"RB",26329,,"Xavier Legette",CAR,"WR",26136,,,,,,,,,,,,"Wan'Dale Robinson",TEN,"WR",22985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyler Murray",MIN,"QB",18600,,,,,,,"Jaleel McLaughlin",DEN,"RB",25876,,"Bryce Lance",NO,"WR",28129,,,,,,,,,,,,"Kyle Monangai",CHI,"RB",27131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jonathon Brooks",CAR,"RB",26148,,,,,,,,,,,,"Isaiah Bond",CLE,"WR",24371,,,,,,,,,,,,"Josh Downs",IND,"WR",24706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan Mason",MIN,"RB",22969,,,,,,,,,,,,"Joshua Palmer",BUF,"WR",22845,,,,,,,,,,,,"Quentin Johnston",LAC,"WR",23123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Khalil Shakir",BUF,"WR",23748,,,,,,,,,,,,"Jaylin Lane",WAS,"WR",27454,,,,,,,,,,,,"Romeo Doubs",NE,"WR",23794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew Golden",GB,"WR",26024,,,,,,,,,,,,"Konata Mumpfield",LAR,"WR",27449,,,,,,,,,,,,"Rachaad White",WAS,"RB",23891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyrone Tracy Jr.",NYG,"RB",22980,,,,,,,,,,,,"Savion Williams",GB,"WR",27144,,,,,,,,,,,,"Kenneth Gainwell",TB,"RB",23310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matthew Stafford",LAR,"QB",9451,,,,,,,,,,,,"Luke McCaffrey",WAS,"WR",26328,,,,,,,,,,,,"Dalton Kincaid",BUF,"TE",25247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dallas Goedert",PHI,"TE",17270,,,,,,,,,,,,"Calvin Austin III",NYG,"WR",23739,,,,,,,,,,,,"Deshaun Watson",CLE,"QB",16398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Omar Cooper Jr.",NYJ,"WR",28127,,,,,,,,,,,,"Nick Westbrook-Ikhine",IND,"WR",19747,,,,,,,,,,,,"Aaron Jones Sr.",MIN,"RB",16673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Rodriguez Jr.",JAC,"RB",22986,,,,,,,,,,,,"Dyami Brown",WAS,"WR",20113,,,,,,,,,,,,"Xavier Worthy",KC,"WR",23019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyler Shough",NO,"QB",23096,,,,,,,,,,,,"Zavion Thomas",CHI,"WR",28132,,,,,,,,,,,,"Blake Corum",LAR,"RB",23013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jared Goff",DET,"QB",15501,,,,,,,,,,,,"Jalen Royals",KC,"WR",27076,,,,,,,,,,,,"Jacory Croskey-Merritt",WAS,"RB",27316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyler Allgeier",ARI,"RB",24172,,,,,,,,,,,,"Ted Hurst III",TB,"WR",28130,,,,,,,,,,,,"Jake Ferguson",DAL,"TE",22718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rashid Shaheed",SEA,"WR",24687,,,,,,,,,,,,"Tez Johnson",TB,"WR",27147,,,,,,,,,,,,"Jayden Higgins",HOU,"WR",27077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Aiyuk",SF,"WR",19252,,,,,,,,,,,,"Devontez Walker",BAL,"WR",26011,,,,,,,,,,,,"Mark Andrews",BAL,"TE",17269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Denzel Boston",CLE,"WR",27339,,,,,,,,,,,,"Kalif Raymond",CHI,"WR",16081,,,,,,,,,,,,"Jalen Coker",CAR,"WR",26403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyjae Spears",TEN,"RB",25323,,,,,,,,,,,,"DeAndre Hopkins",BAL,"WR",11606,,,,,,,,,,,,"Isaiah Likely",NYG,"TE",23781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jonah Coleman",DEN,"RB",27320,,,,,,,,,,,,"Cedric Tillman",CLE,"WR",25287,,,,,,,,,,,,"Jonathon Brooks",CAR,"RB",26148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Baker Mayfield",TB,"QB",17237,,,,,,,,,,,,"Kevin Coleman Jr.",MIA,"WR",28067,,,,,,,,,,,,"Jordan Mason",MIN,"RB",22969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jordan Love",GB,"QB",19246,,,,,,,,,,,,,,,,,,,,,,,,,,,"Khalil Shakir",BUF,"WR",23748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zach Charbonnet",SEA,"RB",23152,,,,,,,,,,,,,,,,,,,,,,,,,,,"Michael Penix Jr.",ATL,"QB",22973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hunter Henry",NE,"TE",15561,,,,,,,,,,,,,,,,,,,,,,,,,,,"Matthew Golden",GB,"WR",26024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brenton Strange",JAC,"TE",25345,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyrone Tracy Jr.",NYG,"RB",22980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jauan Jennings",MIN,"WR",19590,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dallas Goedert",PHI,"TE",17270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Isiah Pacheco",DET,"RB",24333,,,,,,,,,,,,,,,,,,,,,,,,,,,"Omar Cooper Jr.",NYJ,"WR",28127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dylan Sampson",CLE,"RB",27102,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chris Rodriguez Jr.",JAC,"RB",22986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Houston Texans",HOU,"DST",8120,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyler Allgeier",ARI,"RB",24172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keaton Mitchell",LAC,"RB",25360,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rashid Shaheed",SEA,"WR",24687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malik Willis",MIA,"QB",23499,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brandon Aiyuk",SF,"WR",19252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brandon Aubrey",DAL,"K",26068,,,,,,,,,,,,,,,,,,,,,,,,,,,"Denzel Boston",CLE,"WR",27339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Los Angeles Rams",LAR,"DST",8280,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tyjae Spears",TEN,"RB",25323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Woody Marks",HOU,"RB",27520,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jonah Coleman",DEN,"RB",27320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalen McMillan",TB,"WR",23179,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zach Charbonnet",SEA,"RB",23152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Denver Broncos",DEN,"DST",8090,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunter Henry",NE,"TE",15561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Juwan Johnson",NO,"TE",19562,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brenton Strange",JAC,"TE",25345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jerry Jeudy",CLE,"WR",19201,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jauan Jennings",MIN,"WR",19590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Oronde Gadsden II",LAC,"TE",25997,,,,,,,,,,,,,,,,,,,,,,,,,,,"Isiah Pacheco",DET,"RB",24333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chig Okonkwo",WAS,"TE",23982,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dylan Sampson",CLE,"RB",27102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brian Robinson Jr.",ATL,"RB",20094,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keaton Mitchell",LAC,"RB",25360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alvin Kamara",NO,"RB",16421,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woody Marks",HOU,"RB",27520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antonio Williams",WAS,"WR",25418,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jalen McMillan",TB,"WR",23179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tre Tucker",LV,"WR",25337,,,,,,,,,,,,,,,,,,,,,,,,,,,"Juwan Johnson",NO,"TE",19562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
