Overall,,,,,QB,,,,,RB,,,,,WR,,,,,TE,,,,,DST,,,,,Superflex,,,,,K,,,,,P,,,,,TM-QB,,,,,TM-RB,,,,,TM-WR,,,,,TM-TE,,,,,TM-K,,,,,HC,,,,,TM-OL,,,,,
Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,Name,Team,Position,Player ID,,
"Nico Collins",HOU,"WR",20130,,"Matthew Stafford",LAR,"QB",9451,,"Jeremiyah Love",ARI,"RB",25403,,"Rashee Rice",KC,"WR",23113,,"Juwan Johnson",NO,"TE",19562,,"Cleveland Browns",CLE,"DST",8070,,"Christian McCaffrey",SF,"RB",16393,,"Tyler Loop",BAL,"K",27534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kenneth Walker III",KC,"RB",23021,,"Jared Goff",DET,"QB",15501,,"Breece Hall",NYJ,"RB",22982,,"Tee Higgins",CIN,"WR",19211,,"Hunter Henry",NE,"TE",15561,,"Carolina Panthers",CAR,"DST",8040,,"Justin Herbert",LAC,"QB",18635,,"Cairo Santos",CHI,"K",13731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chase Brown",CIN,"RB",25324,,"Jaxson Dart",NYG,"QB",23160,,"Travis Etienne Jr.",NO,"RB",19231,,"Jaylen Waddle",DEN,"WR",19790,,"Jake Ferguson",DAL,"TE",22718,,"Los Angeles Chargers",LAC,"DST",8250,,"Dak Prescott",DAL,"QB",15600,,"Andy Borregales",NE,"K",27291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brock Bowers",LV,"TE",22955,,"Jordan Love",GB,"QB",19246,,"D'Andre Swift",CHI,"RB",19210,,"Emeka Egbuka",TB,"WR",23062,,"Brenton Strange",JAC,"TE",25345,,"Cincinnati Bengals",CIN,"DST",8060,,"Brock Purdy",SF,"QB",19797,,"Chris Boswell",PIT,"K",13029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Omarion Hampton",LAC,"RB",25395,,"Malik Willis",MIA,"QB",23499,,"Bucky Irving",TB,"RB",25981,,"Ladd McConkey",LAC,"WR",26122,,"Terrance Ferguson",LAR,"TE",23091,,"Chicago Bears",CHI,"DST",8050,,"Bo Nix",DEN,"QB",22910,,"Blake Grupe",NYJ,"K",25533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"George Pickens",DAL,"WR",22963,,"Tyler Shough",NO,"QB",23096,,"Cam Skattebo",NYG,"RB",27166,,"Davante Adams",LAR,"WR",12123,,"Chig Okonkwo",WAS,"TE",23982,,"Buffalo Bills",BUF,"DST",8030,,"James Cook III",BUF,"RB",22958,,"Harrison Butker",KC,"K",16712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drake London",ATL,"WR",23163,,"Baker Mayfield",TB,"QB",17237,,"David Montgomery",HOU,"RB",18239,,"Jameson Williams",DET,"WR",23677,,"Dalton Schultz",HOU,"TE",17349,,"Detroit Lions",DET,"DST",8100,,"Amon-Ra St. Brown",DET,"WR",19799,,"Wil Lutz",DEN,"K",16026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashton Jeanty",LV,"RB",25989,,"Daniel Jones",IND,"QB",18232,,"Quinshon Judkins",CLE,"RB",25391,,"Tetairoa McMillan",CAR,"WR",25417,,"AJ Barner",SEA,"TE",26335,,"New York Giants",NYG,"DST",8200,,"Derrick Henry",BAL,"RB",15514,,"Nick Folk",ATL,"K",9491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kyren Williams",LAR,"RB",23059,,"Sam Darnold",SEA,"QB",17236,,"Jadarian Price",SEA,"RB",27329,,"Luther Burden III",CHI,"WR",27016,,"T.J. Hockenson",MIN,"TE",18290,,"Tampa Bay Buccaneers",TB,"DST",8290,,"CeeDee Lamb",DAL,"WR",19202,,"Riley Patterson",MIA,"K",23370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trey McBride",ARI,"TE",22936,,"C.J. Stroud",HOU,"QB",23071,,"Bhayshul Tuten",JAC,"RB",27297,,"Christian Watson",GB,"WR",23886,,"Cade Otton",TB,"TE",23181,,"Tennessee Titans",TEN,"DST",8300,,"Saquon Barkley",PHI,"RB",17240,,"Joey Slye",TEN,"K",19028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Malik Nabers",NYG,"WR",25409,,"Bryce Young",CAR,"QB",22900,,"Rhamondre Stevenson",NE,"RB",22726,,"Garrett Wilson",NYJ,"WR",23072,,"Pat Freiermuth",PIT,"TE",20163,,"Green Bay Packers",GB,"DST",8110,,"Justin Jefferson",MIN,"WR",19236,,"Spencer Shrader",IND,"K",26763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chris Olave",NO,"WR",20111,,"Cam Ward",TEN,"QB",24755,,"TreVeyon Henderson",NE,"RB",23065,,"Rome Odunze",CHI,"WR",25411,,"Kenyon Sadiq",NYJ,"TE",26055,,"Miami Dolphins",MIA,"DST",8160,,"Patrick Mahomes II",KC,"QB",16413,,"Jake Elliott",PHI,"K",16540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Josh Allen",BUF,"QB",17298,,"Aaron Rodgers",PIT,"QB",9001,,"Rico Dowdle",PIT,"RB",19647,,"DJ Moore",BUF,"WR",17265,,"Greg Dulcich",MIA,"TE",23153,,"New York Jets",NYJ,"DST",8210,,"A.J. Brown",NE,"WR",18218,,"Chad Ryland",ARI,"K",25354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Javonte Williams",DAL,"RB",22739,,"Jacoby Brissett",ARI,"QB",15642,,"Blake Corum",LAR,"RB",23013,,"Terry McLaurin",WAS,"WR",18466,,"Gunnar Helm",TEN,"TE",27109,,"Atlanta Falcons",ATL,"DST",8010,,"Nico Collins",HOU,"WR",20130,,"Tyler Bass",BUF,"K",19760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"De'Von Achane",MIA,"RB",23136,,"Geno Smith",NYJ,"QB",11687,,"Jaylen Warren",PIT,"RB",24209,,"Mike Evans",SF,"WR",12119,,"Colby Parkinson",LAR,"TE",19372,,"San Francisco 49ers",SF,"DST",8270,,"Kyler Murray",MIN,"QB",18600,,"Daniel Carlson",NO,"K",17420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeVonta Smith",PHI,"WR",19222,,"Fernando Mendoza",LV,"QB",28013,,"Jonathon Brooks",CAR,"RB",26148,,"Parker Washington",JAC,"WR",23106,,"David Njoku",LAC,"TE",16399,,"Washington Commanders",WAS,"DST",8310,,"Matthew Stafford",LAR,"QB",9451,,"Ryan Fitzgerald",CAR,"K",27261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zay Flowers",BAL,"WR",22916,,"Michael Penix Jr.",ATL,"QB",22973,,"J.K. Dobbins",DEN,"RB",19245,,"Marvin Harrison Jr.",ARI,"WR",23064,,"Charlie Kolar",LAC,"TE",22756,,"Las Vegas Raiders",LV,"DST",8220,,"Kenneth Walker III",KC,"RB",23021,,"Drew Stevens",WAS,"K",28175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rashee Rice",KC,"WR",23113,,"Kirk Cousins",LV,"QB",11177,,"Tony Pollard",TEN,"RB",18705,,"DK Metcalf",PIT,"WR",18219,,"Oronde Gadsden II",LAC,"TE",25997,,"Arizona Cardinals",ARI,"DST",8000,,"Jared Goff",DET,"QB",15501,,"Matt Gay",LV,"K",18545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tee Higgins",CIN,"WR",19211,,"Tua Tagovailoa",ATL,"QB",19198,,"Jordan Mason",MIN,"RB",22969,,"Quentin Johnston",LAC,"WR",23123,,"Evan Engram",DEN,"TE",16411,,,,,,,"Chase Brown",CIN,"RB",25324,,"Jason Sanders",FA,"K",17533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jeremiyah Love",ARI,"RB",25403,,"Deshaun Watson",CLE,"QB",16398,,"MarShawn Lloyd",GB,"RB",23118,,"Brian Thomas Jr.",JAC,"WR",23000,,"Darren Waller",CAR,"TE",14104,,,,,,,"Brock Bowers",LV,"TE",22955,,"Dominic Zvada",NYG,"K",28176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Breece Hall",NYJ,"RB",22982,,"Shedeur Sanders",CLE,"QB",25968,,"Chuba Hubbard",CAR,"RB",19792,,"Carnell Tate",TEN,"WR",26009,,"Mike Gesicki",CIN,"TE",17272,,,,,,,"Omarion Hampton",LAC,"RB",25395,,"Andre Szmyt",CLE,"K",25713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Travis Etienne Jr.",NO,"RB",19231,,"Carson Beck",ARI,"QB",22953,,"Jacory Croskey-Merritt",WAS,"RB",27316,,"Courtland Sutton",DEN,"WR",17253,,"Darnell Washington",PIT,"TE",22967,,,,,,,"George Pickens",DAL,"WR",22963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lamar Jackson",BAL,"QB",17233,,"Mac Jones",SF,"QB",20156,,"RJ Harvey",DEN,"RB",27142,,"Chris Godwin Jr.",TB,"WR",16406,,"Michael Mayer",LV,"TE",23056,,,,,,,"Drake London",ATL,"WR",23163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaylen Waddle",DEN,"WR",19790,,"J.J. McCarthy",MIN,"QB",23018,,"Chris Rodriguez Jr.",JAC,"RB",22986,,"Jayden Reed",GB,"WR",23020,,"Elijah Arroyo",SEA,"TE",23004,,,,,,,"Jaxson Dart",NYG,"QB",23160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emeka Egbuka",TB,"WR",23062,,"Justin Fields",KC,"QB",19781,,"Kenny Gainwell",TB,"RB",23310,,"Alec Pierce",IND,"WR",23791,,"Theo Johnson",NYG,"TE",23104,,,,,,,"Ashton Jeanty",LV,"RB",25989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D'Andre Swift",CHI,"RB",19210,,"Ty Simpson",LAR,"QB",25368,,"Kyle Monangai",CHI,"RB",27131,,"Stefon Diggs",WAS,"WR",13981,,"Mason Taylor",NYJ,"TE",26005,,,,,,,"Kyren Williams",LAR,"RB",23059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ladd McConkey",LAC,"WR",26122,,,,,,,"Rachaad White",WAS,"RB",23891,,"Jordan Addison",MIN,"WR",23107,,"Cole Kmet",CHI,"TE",19229,,,,,,,"Jordan Love",GB,"QB",19246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Davante Adams",LAR,"WR",12123,,,,,,,"Aaron Jones Sr.",MIN,"RB",16673,,"Josh Downs",IND,"WR",24706,,"Jake Tonges",SF,"TE",24778,,,,,,,"Trey McBride",ARI,"TE",22936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bucky Irving",TB,"RB",25981,,,,,,,"Woody Marks",HOU,"RB",27520,,"De'Zhaun Stribling",SF,"WR",28138,,"Dawson Knox",BUF,"TE",18631,,,,,,,"Malik Nabers",NYG,"WR",25409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jameson Williams",DET,"WR",23677,,,,,,,"Mike Washington Jr.",LV,"RB",28108,,"Michael Wilson",ARI,"WR",25333,,"Eli Raridon",NE,"TE",28154,,,,,,,"Chris Olave",NO,"WR",20111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cam Skattebo",NYG,"RB",27166,,,,,,,"Jonah Coleman",DEN,"RB",27320,,"Makai Lemon",PHI,"WR",25420,,"Tyler Higbee",LAR,"TE",15623,,,,,,,"Javonte Williams",DAL,"RB",22739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Montgomery",HOU,"RB",18239,,,,,,,"Tyler Allgeier",ARI,"RB",24172,,"Xavier Worthy",KC,"WR",23019,,"Oscar Delp",NO,"TE",25430,,,,,,,"De'Von Achane",MIA,"RB",23136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Colston Loveland",CHI,"TE",26006,,,,,,,"Tyjae Spears",TEN,"RB",25323,,"KC Concepcion",CLE,"WR",27331,,"Eli Stowers",PHI,"TE",23144,,,,,,,"DeVonta Smith",PHI,"WR",19222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drake Maye",NE,"QB",23046,,,,,,,"Tank Bigsby",PHI,"RB",22908,,"Michael Pittman Jr.",PIT,"WR",19278,,"Erick All Jr.",CIN,"TE",23837,,,,,,,"Zay Flowers",BAL,"WR",22916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tetairoa McMillan",CAR,"WR",25417,,,,,,,"Keaton Mitchell",LAC,"RB",25360,,"Matthew Golden",GB,"WR",26024,,"Noah Gray",KC,"TE",19539,,,,,,,"Rashee Rice",KC,"WR",23113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luther Burden III",CHI,"WR",27016,,,,,,,"Josh Jacobs",GB,"RB",18269,,"Romeo Doubs",NE,"WR",23794,,"Jonnu Smith",GB,"TE",16460,,,,,,,"Malik Willis",MIA,"QB",23499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Watson",GB,"WR",23886,,,,,,,"Brian Robinson Jr.",ATL,"RB",20094,,"Jakobi Meyers",JAC,"WR",18598,,"Max Klare",LAR,"TE",27993,,,,,,,"Tee Higgins",CIN,"WR",19211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett Wilson",NYJ,"WR",23072,,,,,,,"Emmett Johnson",KC,"RB",28107,,"Wan'Dale Robinson",TEN,"WR",22985,,"Tommy Tremble",CAR,"TE",22795,,,,,,,"Jeremiyah Love",ARI,"RB",25403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinshon Judkins",CLE,"RB",25391,,,,,,,"Zach Charbonnet",SEA,"RB",23152,,"Deebo Samuel Sr.",SF,"WR",18244,,"Noah Fant",NO,"TE",17527,,,,,,,"Breece Hall",NYJ,"RB",22982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jadarian Price",SEA,"RB",27329,,,,,,,"Braelon Allen",NYJ,"RB",24346,,"Jalen Coker",CAR,"WR",26403,,"Ja'Tavion Sanders",CAR,"TE",24334,,,,,,,"Travis Etienne Jr.",NO,"RB",19231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joe Burrow",CIN,"QB",19196,,,,,,,"Dylan Sampson",CLE,"RB",27102,,"Rashid Shaheed",SEA,"WR",24687,,"Daniel Bellinger",TEN,"TE",24238,,,,,,,"Tyler Shough",NO,"QB",23096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tyler Warren",IND,"TE",26434,,,,,,,"Ray Davis",BUF,"RB",26191,,"Tre Tucker",LV,"WR",25337,,"Ben Sinnott",WAS,"TE",26310,,,,,,,"Baker Mayfield",TB,"QB",17237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bhayshul Tuten",JAC,"RB",27297,,,,,,,"Kaelon Black",SF,"RB",28401,,"Khalil Shakir",BUF,"WR",23748,,"Austin Hooper",ATL,"TE",15581,,,,,,,"Jaylen Waddle",DEN,"WR",19790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jayden Daniels",WAS,"QB",22902,,,,,,,"Alvin Kamara",NO,"RB",16421,,"Jordyn Tyson",NO,"WR",26035,,"Matt Hibner",BAL,"TE",28168,,,,,,,"Emeka Egbuka",TB,"WR",23062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rome Odunze",CHI,"WR",25411,,,,,,,"Malik Davis",DAL,"RB",24205,,"Denzel Boston",CLE,"WR",27339,,"Marlin Klein",HOU,"TE",28157,,,,,,,"D'Andre Swift",CHI,"RB",19210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DJ Moore",BUF,"WR",17265,,,,,,,"Kimani Vidal",LAC,"RB",26355,,"Jalen McMillan",TB,"WR",23179,,"Mitchell Evans",CAR,"TE",27138,,,,,,,"Daniel Jones",IND,"QB",18232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terry McLaurin",WAS,"WR",18466,,,,,,,"Najee Harris",NYG,"RB",19302,,"Kayshon Boutte",HOU,"WR",22989,,,,,,,,,,,,"Ladd McConkey",LAC,"WR",26122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mike Evans",SF,"WR",12119,,,,,,,"Tyrone Tracy Jr.",NYG,"RB",22980,,"Adonai Mitchell",NYJ,"WR",24357,,,,,,,,,,,,"Davante Adams",LAR,"WR",12123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhamondre Stevenson",NE,"RB",22726,,,,,,,"Samaje Perine",CIN,"RB",16423,,"Ryan Flournoy",DAL,"WR",26398,,,,,,,,,,,,"Bucky Irving",TB,"RB",25981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TreVeyon Henderson",NE,"RB",23065,,,,,,,"Nicholas Singleton",TEN,"RB",24343,,"Dontayvion Wicks",PHI,"WR",24354,,,,,,,,,,,,"Sam Darnold",SEA,"QB",17236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jalen Hurts",PHI,"QB",19275,,,,,,,"Sean Tucker",TB,"RB",23679,,"Tre' Harris",LAC,"WR",26215,,,,,,,,,,,,"Jameson Williams",DET,"WR",23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rico Dowdle",PIT,"RB",19647,,,,,,,"Justice Hill",BAL,"RB",18256,,"Ja'Kobi Lane",BAL,"WR",27337,,,,,,,,,,,,"C.J. Stroud",HOU,"QB",23071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parker Washington",JAC,"WR",23106,,,,,,,"Kaleb Johnson",GB,"RB",27165,,"Keenan Allen",IND,"WR",11616,,,,,,,,,,,,"Cam Skattebo",NYG,"RB",27166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucker Kraft",GB,"TE",25298,,,,,,,"Kaytron Allen",WAS,"RB",24362,,"Jalen Nailor",LV,"WR",24177,,,,,,,,,,,,"David Montgomery",HOU,"RB",18239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blake Corum",LAR,"RB",23013,,,,,,,"Demond Claiborne",MIN,"RB",28084,,"Pat Bryant",DEN,"WR",27211,,,,,,,,,,,,"Colston Loveland",CHI,"TE",26006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jaylen Warren",PIT,"RB",24209,,,,,,,"Seth McGowan",IND,"RB",23079,,"Jerry Jeudy",CLE,"WR",19201,,,,,,,,,,,,"Bryce Young",CAR,"QB",22900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marvin Harrison Jr.",ARI,"WR",23064,,,,,,,"Chris Brooks",GB,"RB",25823,,"Jauan Jennings",MIN,"WR",19590,,,,,,,,,,,,"Tetairoa McMillan",CAR,"WR",25417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
